Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000309,13.016664,[111  14] ; [71 31],[100.22026432  24.77973568] ; [81.77973568 20.22026432],1
v2,1,0.000575,11.853883,[80 43] ; [41 57],[67.3438914 55.6561086] ; [53.6561086 44.3438914],1
n5,1,0.000624,11.701508,[102  24] ; [61 40],[90.47577093 35.52422907] ; [72.52422907 28.47577093],1
p10,1,0.000984,10.85822,[109  16] ; [70 31],[99.00442478 25.99557522] ; [79.99557522 21.00442478],1
n4,1,0.002084,9.474008,[105  21] ; [67 35],[95.05263158 30.94736842] ; [76.94736842 25.05263158],0
v3,1,0.002302,9.291559,[51 69] ; [23 77],[40.36363636 79.63636364] ; [33.63636364 66.36363636],0
p11,1,0.007909,7.053865,[111  15] ; [76 26],[103.34210526  22.65789474] ; [83.65789474 18.34210526],0
d1,1,0.01089,6.483154,[84 42] ; [51 51],[74.60526316 51.39473684] ; [60.39473684 41.60526316],0
u3,1,0.019872,5.423121,[34 15] ; [19 23],[28.53846154 20.46153846] ; [24.46153846 17.53846154],0
v4,1,0.025857,4.96556,[121   5] ; [90 12],[116.60526316   9.39473684] ; [94.39473684  7.60526316],0
p8,1,0.043274,4.084682,[85 39] ; [56 45],[77.70666667 46.29333333] ; [63.29333333 37.70666667],0
p2,1,0.043933,4.059129,[113  13] ; [81 20],[107.68281938  18.31718062] ; [86.31718062 14.68281938],0
p7,1,0.05008,3.838774,[92 33] ; [62 39],[85.17699115 39.82300885] ; [68.82300885 32.17699115],0
a5,1,0.060817,3.514963,[98 28] ; [68 34],[91.73684211 34.26315789] ; [74.26315789 27.73684211],0
r1,1,0.062395,3.472551,[103  23] ; [72 29],[97.13656388 28.86343612] ; [77.86343612 23.13656388],0
r4,1,0.067169,3.350874,[116  10] ; [86 16],[111.63157895  14.36842105] ; [90.36842105 11.63157895],0
u1,1,0.071361,3.251436,[ 23 103] ; [10 92],[ 18.23684211 107.76315789] ; [14.76315789 87.23684211],0
d5,1,0.073411,3.20505,[108  18] ; [78 24],[102.78947368  23.21052632] ; [83.21052632 18.78947368],0
n6,1,0.097085,2.752785,[107  19] ; [77 24],[102.13215859  23.86784141] ; [81.86784141 19.13215859],0
b3,1,0.12313,2.377049,[31 49] ; [14 40],[26.86567164 53.13432836] ; [18.13432836 35.86567164],0
b2,1,0.12313,2.377049,[31 49] ; [14 40],[26.86567164 53.13432836] ; [18.13432836 35.86567164],0
r3,1,0.128905,2.30564,[121   5] ; [93  9],[118.26315789   7.73684211] ; [95.73684211  6.26315789],0
a2,1,0.14914,2.081029,[28 98] ; [15 87],[ 23.76315789 102.23684211] ; [19.23684211 82.76315789],0
d2,1,0.156886,2.003988,[62 63] ; [41 61],[56.71806167 68.28193833] ; [46.28193833 55.71806167],0
a4,1,0.174964,1.839892,[59 66] ; [39 63],[53.96475771 71.03524229] ; [44.03524229 57.96475771],0
r2,1,0.218742,1.512605,[116   9] ; [88 12],[113.33333333  11.66666667] ; [90.66666667  9.33333333],0
p3,1,0.308552,1.036864,[80 46] ; [58 44],[76.26315789 49.73684211] ; [61.73684211 40.26315789],0
s5,1,0.315268,1.008475,[33 89] ; [21 78],[29.80995475 92.19004525] ; [24.19004525 74.80995475],0
