Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.014048,6.032052,[31 38] ; [10  2],[34.92592593 34.07407407] ; [6.07407407 5.92592593],0
d1,1,0.07145,3.24938,[39 31] ; [10  2],[41.82926829 28.17073171] ; [7.17073171 4.82926829],0
s1,1,0.097714,2.742461,[ 3 67] ; [ 2 10],[ 4.26829268 65.73170732] ; [ 0.73170732 11.26829268],0
a6,1,0.113367,2.50665,[41 28] ; [10  2],[43.44444444 25.55555556] ; [7.55555556 4.44444444],0
s5,1,0.131668,2.272727,[42 24] ; [8 1],[44. 22.] ; [6. 3.],0
s8,1,0.139802,2.180132,[41 26] ; [10  2],[43.25316456 23.74683544] ; [7.74683544 4.25316456],0
s2,1,0.167676,1.903598,[37 32] ; [9 3],[39.18518519 29.81481481] ; [6.81481481 5.18518519],0
a3,1,0.187344,1.738386,[52 18] ; [11  1],[53.7804878 16.2195122] ; [9.2195122 2.7804878],0
b3,1,0.213355,1.548512,[29 23] ; [3 6],[27.27868852 24.72131148] ; [4.72131148 4.27868852],0
b2,1,0.213355,1.548512,[29 23] ; [3 6],[27.27868852 24.72131148] ; [4.72131148 4.27868852],0
s3,1,0.265402,1.240357,[40 29] ; [9 3],[41.74074074 27.25925926] ; [7.25925926 4.74074074],0
p6,1,0.361975,0.831028,[48 20] ; [10  2],[49.3 18.7] ; [8.7 3.3],0
p12,1,0.362589,0.828906,[20 50] ; [5 7],[21.34146341 48.65853659] ; [3.65853659 8.34146341],0
p11,1,0.382552,0.762484,[64  6] ; [10  2],[63.17073171  6.82926829] ; [10.82926829  1.17073171],0
a8,1,0.388053,0.745036,[13 52] ; [ 1 10],[11.97368421 53.02631579] ; [2.02631579 8.97368421],0
u1,1,0.429617,0.62386,[11 59] ; [3 9],[11.95121951 58.04878049] ; [2.04878049 9.95121951],0
v3,1,0.466949,0.529186,[41 26] ; [6 6],[39.86075949 27.13924051] ; [7.13924051 4.86075949],0
v1,1,0.48688,0.483413,[44 24] ; [9 3],[45.05 22.95] ; [7.95 4.05],0
p1,1,0.582061,0.302915,[18 52] ; [4 8],[18.7804878 51.2195122] ; [3.2195122 8.7804878],0
b1,1,0.597257,0.279153,[29 41] ; [4 8],[28.17073171 41.82926829] ; [4.82926829 7.17073171],0
v2,1,0.624551,0.239523,[44 23] ; [7 5],[43.25316456 23.74683544] ; [7.74683544 4.25316456],0
b5,1,0.713218,0.135084,[31 39] ; [6 6],[31.58536585 38.41463415] ; [5.41463415 6.58536585],0
u4,1,0.726102,0.122721,[ 4 66] ; [ 1 11],[ 4.26829268 65.73170732] ; [ 0.73170732 11.26829268],0
p8,1,0.735254,0.114342,[60  9] ; [10  2],[59.62962963  9.37037037] ; [10.37037037  1.62962963],0
d5,1,0.801988,0.062888,[54 15] ; [9 3],[53.66666667 15.33333333] ; [9.33333333 2.66666667],0
a1,1,0.829296,0.046485,[10 60] ; [ 2 10],[10.24390244 59.75609756] ; [ 1.75609756 10.24390244],0
n5,1,0.857328,0.03232,[63  7] ; [11  1],[63.17073171  6.82926829] ; [10.82926829  1.17073171],0
n4,1,0.857328,0.03232,[63  7] ; [11  1],[63.17073171  6.82926829] ; [10.82926829  1.17073171],0
b4,1,0.865866,0.028531,[39 31] ; [7 5],[39.26829268 30.73170732] ; [6.73170732 5.26829268],0
a2,1,0.874701,0.024866,[13 57] ; [ 2 10],[12.80487805 57.19512195] ; [2.19512195 9.80487805],0
a7,1,0.895767,0.017164,[48 22] ; [8 4],[47.80487805 22.19512195] ; [8.19512195 3.80487805],0
n6,1,0.905373,0.014132,[63  5] ; [11  1],[62.9  5.1] ; [11.1  0.9],0
s7,1,0.910191,0.012723,[47 17] ; [9 3],[47.15789474 16.84210526] ; [8.84210526 3.15789474],0
d3,1,0.922385,0.009493,[45 24] ; [8 4],[45.14814815 23.85185185] ; [7.85185185 4.14814815],0
d4,1,0.949673,0.003984,[58 11] ; [10  2],[57.92592593 11.07407407] ; [10.07407407  1.92592593],0
p3,1,0.951141,0.003755,[57 12] ; [10  2],[57.07407407 11.92592593] ; [9.92592593 2.07407407],0
a5,1,0.957544,0.002834,[53 17] ; [9 3],[52.92682927 17.07317073] ; [9.07317073 2.92682927],0
p2,1,0.967115,0.0017,[63  6] ; [11  1],[63.03703704  5.96296296] ; [10.96296296  1.03703704],0
a4,1,0.987659,0.000239,[29 41] ; [5 7],[29.02439024 40.97560976] ; [4.97560976 7.02439024],0
