Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.2e-05,18.01114,[32  3] ; [68 63],[21.08433735 13.91566265] ; [78.91566265 52.08433735],1
s2,1,0.000224,13.617795,[25 11] ; [46 85],[15.30538922 20.69461078] ; [55.69461078 75.30538922],1
s3,1,0.000228,13.581294,[28  8] ; [56 74],[18.21686747 17.78313253] ; [65.78313253 64.21686747],1
s5,1,0.002416,9.203353,[17 17] ; [30 98],[ 9.86419753 24.13580247] ; [37.13580247 90.86419753],0
s7,1,0.01668,5.72971,[17 17] ; [35 89],[11.18987342 22.81012658] ; [40.81012658 83.18987342],0
n6,1,0.03058,4.676366,[28  7] ; [79 52],[22.56024096 12.43975904] ; [84.43975904 46.56024096],0
p6,1,0.037232,4.339766,[12 23] ; [ 23 105],[ 7.51533742 27.48466258] ; [ 27.48466258 100.51533742],0
p1,1,0.046393,3.967262,[ 4 32] ; [  4 126],[ 1.73493976 34.26506024] ; [  6.26506024 123.73493976],0
p10,1,0.094373,2.798159,[28  6] ; [88 42],[24.04878049  9.95121951] ; [91.95121951 38.04878049],0
d3,1,0.108163,2.580861,[29  7] ; [88 44],[25.07142857 10.92857143] ; [91.92857143 40.07142857],0
n3,1,0.109313,2.564129,[10  1] ; [32 16],[7.83050847 3.16949153] ; [34.16949153 13.83050847],0
u2,1,0.119544,2.423282,[6 7] ; [32 14],[8.37288136 4.62711864] ; [29.62711864 16.37288136],0
p11,1,0.157833,1.99487,[20 16] ; [90 42],[23.57142857 12.42857143] ; [86.42857143 45.57142857],0
b3,1,0.163517,1.941401,[ 2 13] ; [20 44],[ 4.17721519 10.82278481] ; [17.82278481 46.17721519],0
b2,1,0.163517,1.941401,[ 2 13] ; [20 44],[ 4.17721519 10.82278481] ; [17.82278481 46.17721519],0
p7,1,0.187347,1.738361,[22 11] ; [69 59],[18.65217391 14.34782609] ; [72.34782609 55.65217391],0
v1,1,0.268275,1.225546,[13 22] ; [61 67],[15.88957055 19.11042945] ; [58.11042945 69.88957055],0
p9,1,0.303766,1.057586,[28  6] ; [96 34],[25.70731707  8.29268293] ; [98.29268293 31.70731707],0
d4,1,0.322482,0.978853,[28  8] ; [111  20],[29.96407186  6.03592814] ; [109.03592814  21.96407186],0
n2,1,0.32492,0.96904,[9 2] ; [32 16],[7.6440678 3.3559322] ; [33.3559322 14.6440678],0
s8,1,0.342548,0.900872,[14 22] ; [40 91],[11.64071856 24.35928144] ; [42.35928144 88.64071856],0
v4,1,0.354934,0.855739,[35  1] ; [121   9],[33.8313253  2.1686747] ; [122.1686747   7.8313253],0
r4,1,0.360164,0.837321,[34  2] ; [118  14],[32.57142857  3.42857143] ; [119.42857143  12.57142857],0
d5,1,0.385147,0.754209,[29  7] ; [97 35],[27.  9.] ; [99. 33.],0
u3,1,0.425122,0.636112,[10  3] ; [30 16],[8.81355932 4.18644068] ; [31.18644068 14.81355932],0
a7,1,0.434387,0.611066,[29  7] ; [98 34],[27.21428571  8.78571429] ; [99.78571429 32.21428571],0
p4,1,0.459574,0.546931,[18 18] ; [56 74],[16.04819277 19.95180723] ; [57.95180723 72.04819277],0
n5,1,0.459858,0.546239,[14 22] ; [42 88],[12.14457831 23.85542169] ; [43.85542169 86.14457831],0
p8,1,0.488143,0.480617,[14 21] ; [61 70],[15.81325301 19.18674699] ; [59.18674699 71.81325301],0
p5,1,0.518101,0.417671,[ 1 35] ; [  7 123],[ 1.73493976 34.26506024] ; [  6.26506024 123.73493976],0
b4,1,0.528137,0.397974,[20 16] ; [81 51],[21.64285714 14.35714286] ; [79.35714286 52.64285714],0
v3,1,0.554202,0.349843,[ 9 26] ; [38 85],[10.41139241 24.58860759] ; [36.58860759 86.41139241],0
b5,1,0.60227,0.271585,[23 13] ; [78 54],[21.64285714 14.35714286] ; [79.35714286 52.64285714],0
a2,1,0.613893,0.254545,[ 5 31] ; [ 23 109],[ 6. 30.] ; [ 22. 110.],0
p12,1,0.652298,0.203015,[ 1 34] ; [  6 125],[ 1.47590361 33.52409639] ; [  5.52409639 125.47590361],0
a5,1,0.659942,0.193594,[23 13] ; [79 53],[21.85714286 14.14285714] ; [80.14285714 51.85714286],0
p3,1,0.669207,0.182531,[11 25] ; [45 86],[12.07185629 23.92814371] ; [43.92814371 87.07185629],0
a6,1,0.689995,0.159091,[23 13] ; [89 43],[24. 12.] ; [88. 44.],0
b1,1,0.689995,0.159091,[11 25] ; [45 87],[12. 24.] ; [44. 88.],0
p2,1,0.699319,0.149181,[26 10] ; [98 32],[26.89156627  9.10843373] ; [97.10843373 32.89156627],0
a4,1,0.800097,0.064121,[12 24] ; [47 85],[12.64285714 23.35714286] ; [46.35714286 85.64285714],0
r3,1,0.814929,0.05479,[33  2] ; [123   9],[32.69461078  2.30538922] ; [123.30538922   8.69461078],0
v2,1,0.836296,0.042697,[18 15] ; [69 53],[18.52258065 14.47741935] ; [68.47741935 53.52258065],0
n1,1,0.84725,0.037106,[3 8] ; [12 37],[2.75 8.25] ; [12.25 36.75],0
d2,1,0.888124,0.019791,[13 23] ; [46 86],[12.64285714 23.35714286] ; [46.35714286 85.64285714],0
d1,1,0.93577,0.006494,[18 18] ; [67 65],[18.21428571 17.78571429] ; [66.78571429 65.21428571],0
u1,1,0.966175,0.001798,[ 4 32] ; [ 15 117],[ 4.07142857 31.92857143] ; [ 14.92857143 117.07142857],0
a3,1,0.97772,0.00078,[23 13] ; [84 48],[22.92857143 13.07142857] ; [84.07142857 47.92857143],0
