Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,68.76468,[227  65] ; [39 75],[191.31034483 100.68965517] ; [74.68965517 39.31034483],1
d3,1,0.0,39.756684,[232  61] ; [54 60],[205.89189189  87.10810811] ; [80.10810811 33.89189189],1
b5,1,1e-06,24.836061,[207  87] ; [50 64],[185.19117647 108.80882353] ; [71.80882353 42.19117647],1
a2,1,3e-06,21.699033,[ 98 196] ; [ 12 102],[ 79.26470588 214.73529412] ; [30.73529412 83.26470588],1
u1,1,1.7e-05,18.460588,[ 81 213] ; [  9 105],[ 64.85294118 229.14705882] ; [25.14705882 88.85294118],1
r2,1,6.6e-05,15.924635,[285   5] ; [101  12],[277.76674938  12.23325062] ; [108.23325062   4.76674938],1
r4,1,7.9e-05,15.580822,[274  20] ; [91 23],[263.01470588  30.98529412] ; [101.98529412  12.01470588],1
r1,1,0.001038,10.758606,[246  45] ; [80 34],[234.23703704  56.76296296] ; [91.76296296 22.23703704],0
d1,1,0.001164,10.546939,[198  96] ; [57 57],[183.75 110.25] ; [71.25 42.75],0
v4,1,0.007449,7.161291,[284   8] ; [103  10],[279.02222222  12.97777778] ; [107.97777778   5.02222222],0
p9,1,0.008483,6.928524,[256  32] ; [89 24],[247.78054863  40.21945137] ; [97.21945137 15.78054863],0
d4,1,0.012903,6.182357,[259  34] ; [89 24],[251.14285714  41.85714286] ; [96.85714286 16.14285714],0
b4,1,0.014501,5.976073,[181 113] ; [55 59],[170.05882353 123.94117647] ; [65.94117647 48.05882353],0
p2,1,0.015643,5.842567,[251  43] ; [85 28],[242.71253071  51.28746929] ; [93.28746929 19.71253071],0
r3,1,0.020216,5.393163,[283   8] ; [105   9],[278.78518519  12.21481481] ; [109.21481481   4.78518519],0
s8,1,0.028241,4.813291,[163 130] ; [77 37],[172.77641278 120.22358722] ; [67.22358722 46.77641278],0
b1,1,0.033168,4.537104,[108 186] ; [55 59],[117.45588235 176.54411765] ; [45.54411765 68.45588235],0
a1,1,0.053266,3.735551,[ 10 284] ; [  9 105],[ 13.69117647 280.30882353] ; [  5.30882353 108.69117647],0
n3,1,0.092951,2.822509,[48 13] ; [22 13],[44.47916667 16.52083333] ; [25.52083333  9.47916667],0
p10,1,0.09674,2.758478,[249  42] ; [89 24],[243.46039604  47.53960396] ; [94.53960396 18.46039604],0
n1,1,0.096992,2.754323,[19 42] ; [16 17],[22.71276596 38.28723404] ; [12.28723404 20.71276596],0
s7,1,0.130707,2.284086,[183  98] ; [79 29],[189.2596401  91.7403599] ; [72.7403599 35.2596401],0
v1,1,0.147164,2.101405,[147 137] ; [67 45],[153.47474747 130.52525253] ; [60.52525253 51.47474747],0
n6,1,0.19581,1.67335,[246  44] ; [89 23],[241.66666667  48.33333333] ; [93.33333333 18.66666667],0
p4,1,0.204697,1.608542,[182 111] ; [63 51],[176.37592138 116.62407862] ; [68.62407862 45.37592138],0
a8,1,0.209293,1.576309,[ 46 223] ; [13 96],[ 41.98677249 227.01322751] ; [17.01322751 91.98677249],0
d5,1,0.216564,1.526998,[246  47] ; [89 24],[241.76108374  51.23891626] ; [93.23891626 19.76108374],0
d2,1,0.272459,1.204326,[156 136] ; [54 60],[151.03448276 140.96551724] ; [58.96551724 55.03448276],0
u3,1,0.300993,1.069788,[55 25] ; [15 11],[52.83018868 27.16981132] ; [17.16981132  8.83018868],0
p3,1,0.315965,1.005575,[138 155] ; [60 54],[142.54054054 150.45945946] ; [55.45945946 58.54054054],0
a3,1,0.319428,0.991287,[212  81] ; [88 26],[215.97051597  77.02948403] ; [84.02948403 29.97051597],0
p12,1,0.334021,0.933245,[ 24 270] ; [  6 106],[ 21.72413793 272.27586207] ; [  8.27586207 103.72413793],0
a5,1,0.390241,0.738191,[226  68] ; [83 31],[222.66176471  71.33823529] ; [86.33823529 27.66176471],0
s3,1,0.416623,0.659822,[254  37] ; [96 18],[251.48148148  39.51851852] ; [98.51851852 15.48148148],0
v2,1,0.470172,0.521573,[169 111] ; [62 48],[165.84615385 114.15384615] ; [65.15384615 44.84615385],0
u4,1,0.570959,0.321081,[  8 286] ; [  2 112],[  7.20588235 286.79411765] ; [  2.79411765 111.20588235],0
