Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,68.76468,[227  65] ; [39 75],[191.31034483 100.68965517] ; [74.68965517 39.31034483],1
p8,1,0.57879,0.308195,[141 149] ; [51 61],[138.50746269 151.49253731] ; [53.49253731 58.50746269],0
v3,1,0.579086,0.307714,[109 171] ; [47 65],[111.42857143 168.57142857] ; [44.57142857 67.42857143],0
b2,1,0.603794,0.269311,[ 57 105] ; [32 51],[ 58.84897959 103.15102041] ; [30.15102041 52.84897959],0
b3,1,0.603794,0.269311,[ 57 105] ; [32 51],[ 58.84897959 103.15102041] ; [30.15102041 52.84897959],0
u2,1,0.612684,0.256284,[47 32] ; [14 12],[45.8952381 33.1047619] ; [15.1047619 10.8952381],0
s5,1,0.707352,0.140936,[122 160] ; [49 59],[123.64615385 158.35384615] ; [47.35384615 60.64615385],0
s1,1,0.730348,0.118793,[ 13 276] ; [  6 107],[ 13.65920398 275.34079602] ; [  5.34079602 107.65920398],0
s4,1,0.734841,0.114713,[ 72 217] ; [30 83],[ 73.32835821 215.67164179] ; [28.67164179 84.32835821],0
s6,1,0.738432,0.11151,[249  41] ; [93 17],[247.95  42.05] ; [94.05 15.95],0
a4,1,0.76489,0.08944,[137 157] ; [55 59],[138.35294118 155.64705882] ; [53.64705882 60.35294118],0
n5,1,0.791425,0.06994,[220  71] ; [84 29],[218.97029703  72.02970297] ; [85.02970297 27.97029703],0
n2,1,0.802788,0.062371,[48 13] ; [26  8],[47.51578947 13.48421053] ; [26.48421053  7.51578947],0
p7,1,0.865802,0.028559,[181 102] ; [72 39],[181.72335025 101.27664975] ; [71.27664975 39.72335025],0
n4,1,0.94309,0.005096,[222  71] ; [86 27],[222.27586207  70.72413793] ; [85.72413793 27.27586207],0
p11,1,0.95503,0.00318,[221  73] ; [86 28],[221.22058824  72.77941176] ; [85.77941176 28.22058824],0
p1,1,0.990931,0.000129,[ 18 274] ; [  7 106],[ 18.02469136 273.97530864] ; [  6.97530864 106.02469136],0
p6,1,0.994108,5.5e-05,[113 179] ; [43 68],[113.03225806 178.96774194] ; [42.96774194 68.03225806],0
