Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.090177,[16  1] ; [16 33],[8.24242424 8.75757576] ; [23.75757576 25.24242424],1
s4,1,0.002934,8.848173,[9 8] ; [ 8 41],[ 4.37878788 12.62121212] ; [12.62121212 36.37878788],0
p3,1,0.006314,7.458538,[8 9] ; [ 7 41],[ 3.92307692 13.07692308] ; [11.07692308 36.92307692],0
p6,1,0.008106,7.009804,[ 6 11] ; [ 4 44],[ 2.61538462 14.38461538] ; [ 7.38461538 40.61538462],0
s8,1,0.009755,6.679036,[ 7 10] ; [ 6 43],[ 3.34848485 13.65151515] ; [ 9.65151515 39.34848485],0
s7,1,0.011589,6.372746,[9 7] ; [10 35],[ 4.98360656 11.01639344] ; [14.01639344 30.98360656],0
s2,1,0.01318,6.144723,[11  6] ; [15 34],[ 6.6969697 10.3030303] ; [19.3030303 29.6969697],0
s3,1,0.029454,4.740879,[10  7] ; [14 34],[ 6.27692308 10.72307692] ; [17.72307692 30.27692308],0
a5,1,0.035114,4.439616,[13  4] ; [23 26],[9.27272727 7.72727273] ; [26.72727273 22.27272727],0
p4,1,0.053486,3.728681,[8 9] ; [11 38],[ 4.89393939 12.10606061] ; [14.10606061 34.89393939],0
r4,1,0.072002,3.236788,[15  2] ; [32 17],[12.10606061  4.89393939] ; [34.89393939 14.10606061],0
n6,1,0.092288,2.834012,[12  5] ; [23 26],[9.01515152 7.98484848] ; [25.98484848 23.01515152],0
p10,1,0.092385,2.832322,[10  7] ; [17 31],[7.06153846 9.93846154] ; [19.93846154 28.06153846],0
a1,1,0.097226,2.750472,[ 2 15] ; [ 1 48],[ 0.77272727 16.22727273] ; [ 2.22727273 46.77272727],0
v2,1,0.15704,2.002503,[11  6] ; [21 26],[8.5 8.5] ; [23.5 23.5],0
b2,1,0.163373,1.942722,[6 6] ; [ 7 19],[4.10526316 7.89473684] ; [ 8.89473684 17.10526316],0
b3,1,0.163373,1.942722,[6 6] ; [ 7 19],[4.10526316 7.89473684] ; [ 8.89473684 17.10526316],0
v3,1,0.186819,1.742523,[7 9] ; [12 34],[ 4.90322581 11.09677419] ; [14.09677419 31.90322581],0
r2,1,0.196704,1.666676,[16  1] ; [38  9],[14.34375  2.65625] ; [39.65625  7.34375],0
p9,1,0.210089,1.570811,[9 7] ; [18 29],[6.85714286 9.14285714] ; [20.14285714 26.85714286],0
d4,1,0.216067,1.530304,[16  1] ; [40  9],[14.42424242  2.57575758] ; [41.57575758  7.42424242],0
u2,1,0.236958,1.398601,[2 4] ; [11  7],[3.25 2.75] ; [9.75 8.25],0
p1,1,0.252648,1.308601,[ 2 15] ; [ 2 47],[ 1.03030303 15.96969697] ; [ 2.96969697 46.03030303],0
n3,1,0.28255,1.154783,[2 4] ; [10  7],[3.13043478 2.86956522] ; [8.86956522 8.13043478],0
d3,1,0.308552,1.036863,[8 9] ; [30 19],[9.78787879 7.21212121] ; [28.21212121 20.78787879],0
v4,1,0.37481,0.787656,[14  3] ; [35 14],[12.62121212  4.37878788] ; [36.37878788 12.62121212],0
d5,1,0.37481,0.787656,[14  3] ; [35 14],[12.62121212  4.37878788] ; [36.37878788 12.62121212],0
a7,1,0.385448,0.753255,[8 9] ; [29 20],[9.53030303 7.46969697] ; [27.46969697 21.53030303],0
a6,1,0.404546,0.694773,[ 6 11] ; [23 26],[7.46969697 9.53030303] ; [21.53030303 27.46969697],0
p8,1,0.461464,0.542341,[ 3 14] ; [13 36],[ 4.12121212 12.87878788] ; [11.87878788 37.12121212],0
b1,1,0.584735,0.298643,[ 6 11] ; [21 28],[ 6.95454545 10.04545455] ; [20.04545455 28.95454545],0
b4,1,0.584735,0.298643,[11  6] ; [28 21],[10.04545455  6.95454545] ; [28.95454545 20.04545455],0
s1,1,0.593291,0.285234,[ 1 16] ; [ 5 44],[ 1.54545455 15.45454545] ; [ 4.45454545 44.54545455],0
v1,1,0.638075,0.221269,[ 6 11] ; [14 34],[ 5.23076923 11.76923077] ; [14.76923077 33.23076923],0
