Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.001054,10.730159,[ 2 19] ; [5 2],[ 5.25 15.75] ; [1.75 5.25],0
b2,1,0.001054,10.730159,[ 2 19] ; [5 2],[ 5.25 15.75] ; [1.75 5.25],0
d2,1,0.003923,8.319175,[ 7 26] ; [7 3],[10.74418605 22.25581395] ; [3.25581395 6.74418605],0
a2,1,0.006659,7.362708,[ 2 31] ; [4 6],[ 4.60465116 28.39534884] ; [1.39534884 8.60465116],0
p1,1,0.010105,6.61622,[ 1 32] ; [3 7],[ 3.06976744 29.93023256] ; [0.93023256 9.06976744],0
d1,1,0.019301,5.474064,[ 7 26] ; [6 4],[ 9.97674419 23.02325581] ; [3.02325581 6.97674419],0
r1,1,0.023794,5.109571,[ 6 27] ; [5 4],[ 8.64285714 24.35714286] ; [2.35714286 6.64285714],0
v2,1,0.024497,5.059118,[10 23] ; [7 3],[13.04651163 19.95348837] ; [3.95348837 6.04651163],0
v4,1,0.037294,4.336918,[27  5] ; [4 4],[24.8  7.2] ; [6.2 1.8],0
a4,1,0.043362,4.081224,[ 6 27] ; [5 5],[ 8.44186047 24.55813953] ; [2.55813953 7.44186047],0
b1,1,0.055024,3.681344,[18 15] ; [2 8],[15.34883721 17.65116279] ; [4.65116279 5.34883721],0
d4,1,0.059474,3.551999,[19 14] ; [9 1],[21.48837209 11.51162791] ; [6.51162791 3.48837209],0
u1,1,0.064989,3.405253,[ 1 32] ; [2 8],[ 2.30232558 30.69767442] ; [0.69767442 9.30232558],0
p12,1,0.070508,3.271154,[ 1 31] ; [2 8],[ 2.28571429 29.71428571] ; [0.71428571 9.28571429],0
v1,1,0.102228,2.670433,[10 22] ; [6 4],[12.19047619 19.80952381] ; [3.80952381 6.19047619],0
b5,1,0.130802,2.282956,[22 11] ; [4 6],[19.95348837 13.04651163] ; [6.04651163 3.95348837],0
n6,1,0.132839,2.259005,[20 12] ; [8 1],[21.85365854 10.14634146] ; [6.14634146 2.85365854],0
s3,1,0.146656,2.106696,[14 18] ; [1 6],[12.30769231 19.69230769] ; [2.69230769 4.30769231],0
p11,1,0.152512,2.046942,[27  6] ; [6 4],[25.3255814  7.6744186] ; [7.6744186 2.3255814],0
a5,1,0.173728,1.850472,[15 18] ; [7 3],[16.88372093 16.11627907] ; [5.11627907 4.88372093],0
s2,1,0.178239,1.812249,[12 21] ; [5 3],[13.68292683 19.31707317] ; [3.31707317 4.68292683],0
p10,1,0.211011,1.564477,[21 10] ; [8 1],[22.475  8.525] ; [6.525 2.475],0
d3,1,0.232099,1.427951,[16 17] ; [7 3],[17.65116279 15.34883721] ; [5.34883721 4.65116279],0
p2,1,0.232915,1.422968,[26  7] ; [6 4],[24.55813953  8.44186047] ; [7.44186047 2.55813953],0
p5,1,0.29049,1.117348,[ 5 28] ; [3 7],[ 6.13953488 26.86046512] ; [1.86046512 8.13953488],0
n4,1,0.302467,1.063284,[17 16] ; [7 3],[18.41860465 14.58139535] ; [5.58139535 4.41860465],0
n5,1,0.31125,1.025365,[19 13] ; [7 2],[20.29268293 11.70731707] ; [5.70731707 3.29268293],0
s5,1,0.316445,1.003584,[ 3 28] ; [2 7],[ 3.875 27.125] ; [1.125 7.875],0
a1,1,0.359221,0.840613,[ 1 32] ; [1 9],[ 1.53488372 31.46511628] ; [0.46511628 9.53488372],0
a7,1,0.38548,0.753152,[18 15] ; [7 3],[19.18604651 13.81395349] ; [5.81395349 4.18604651],0
d5,1,0.38548,0.753152,[18 15] ; [7 3],[19.18604651 13.81395349] ; [5.81395349 4.18604651],0
b4,1,0.420176,0.649823,[15 18] ; [6 4],[16.11627907 16.88372093] ; [4.88372093 5.11627907],0
r3,1,0.425031,0.636364,[23 10] ; [5 4],[22. 11.] ; [6. 3.],0
p6,1,0.545895,0.364724,[13 19] ; [3 7],[12.19047619 19.80952381] ; [3.80952381 6.19047619],0
s7,1,0.576172,0.312464,[16 17] ; [3 5],[15.29268293 17.70731707] ; [3.70731707 4.29268293],0
a6,1,0.637458,0.222082,[17 16] ; [6 4],[17.65116279 15.34883721] ; [5.34883721 4.65116279],0
p7,1,0.696681,0.151948,[22  8] ; [6 3],[21.53846154  8.46153846] ; [6.46153846 2.53846154],0
s6,1,0.79978,0.064329,[14 19] ; [3 5],[13.68292683 19.31707317] ; [3.31707317 4.68292683],0
p3,1,0.800687,0.063735,[15 18] ; [5 5],[15.34883721 17.65116279] ; [4.65116279 5.34883721],0
r2,1,0.81208,0.056522,[18 12] ; [5 4],[17.69230769 12.30769231] ; [5.30769231 3.69230769],0
n3,1,0.840039,0.040741,[ 8 10] ; [2 2],[8.18181818 9.81818182] ; [1.81818182 2.18181818],0
s1,1,0.854551,0.033604,[ 4 29] ; [1 9],[ 3.8372093 29.1627907] ; [1.1627907 8.8372093],0
s8,1,0.866446,0.028283,[12 21] ; [3 6],[11.78571429 21.21428571] ; [3.21428571 5.78571429],0
p4,1,1.0,0.0,[22 11] ; [6 3],[22. 11.] ; [6. 3.],0
p9,1,1.0,0.0,[22 11] ; [6 3],[22. 11.] ; [6. 3.],0
