Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,47.887217,[ 2 27] ; [134  49],[18.60377358 10.39622642] ; [117.39622642  65.60377358],1
d5,1,0.0,40.09754,[13 16] ; [166  17],[24.48584906  4.51415094] ; [154.51415094  28.48584906],1
d3,1,0.0,31.219169,[ 8 21] ; [143  40],[20.65566038  8.34433962] ; [130.34433962  52.65566038],1
a3,1,2.9e-05,17.489312,[14 15] ; [150  31],[22.64761905  6.35238095] ; [141.35238095  39.64761905],1
a5,1,0.000258,13.349726,[17 12] ; [158  25],[23.93867925  5.06132075] ; [151.06132075  31.93867925],1
v1,1,0.005951,7.564986,[12 17] ; [122  58],[18.59330144 10.40669856] ; [115.40669856  64.59330144],0
d2,1,0.006766,7.33396,[ 8 21] ; [100  83],[14.77358491 14.22641509] ; [93.22641509 89.77358491],0
a2,1,0.008967,6.829423,[ 2 27] ; [ 55 128],[ 7.79716981 21.20283019] ; [ 49.20283019 133.79716981],0
a4,1,0.010968,6.470496,[ 8 21] ; [97 86],[14.36320755 14.63679245] ; [90.63679245 92.36320755],0
p3,1,0.011413,6.399845,[13 16] ; [126  57],[19.01415094  9.98584906] ; [119.98584906  63.01415094],0
p1,1,0.050597,3.821566,[ 7 22] ; [ 20 161],[ 3.72857143 25.27142857] ; [ 23.27142857 157.72857143],0
p2,1,0.068812,3.311137,[24  5] ; [170  13],[26.53773585  2.46226415] ; [167.46226415  15.53773585],0
r3,1,0.085783,2.951782,[27  2] ; [178   3],[28.30952381  0.69047619] ; [176.69047619   4.30952381],0
u1,1,0.088562,2.900316,[ 3 26] ; [ 45 138],[ 6.56603774 22.43396226] ; [ 41.43396226 141.56603774],0
p4,1,0.097424,2.74722,[18 11] ; [140  43],[21.61320755  7.38679245] ; [136.38679245  46.61320755],0
a6,1,0.111847,2.52793,[14 15] ; [116  66],[17.86729858 11.13270142] ; [112.13270142  69.86729858],0
p9,1,0.114921,2.485207,[24  4] ; [171  11],[26.  2.] ; [169.  13.],0
s3,1,0.141954,2.156645,[17 12] ; [129  50],[20.35576923  8.64423077] ; [125.64423077  53.35576923],0
s7,1,0.179807,1.799215,[20  5] ; [118  59],[17.07920792  7.92079208] ; [120.92079208  56.07920792],0
u3,1,0.189068,1.724864,[7 8] ; [22 11],[9.0625 5.9375] ; [19.9375 13.0625],0
b5,1,0.237526,1.39522,[11 18] ; [91 92],[13.95283019 15.04716981] ; [88.04716981 94.95283019],0
s4,1,0.251771,1.313448,[10 19] ; [ 44 136],[ 7.49282297 21.50717703] ; [ 46.50717703 133.49282297],0
p11,1,0.269241,1.22061,[22  7] ; [154  29],[24.0754717  4.9245283] ; [151.9245283  31.0754717],0
s2,1,0.285029,1.142955,[18 11] ; [130  51],[20.43809524  8.56190476] ; [127.56190476  53.43809524],0
s6,1,0.316435,1.003623,[22  5] ; [159  21],[23.60869565  3.39130435] ; [157.39130435  22.60869565],0
n1,1,0.346073,0.887803,[6 4] ; [16 21],[4.68085106 5.31914894] ; [17.31914894 19.68085106],0
n6,1,0.347909,0.881068,[25  4] ; [164  15],[26.35096154  2.64903846] ; [162.64903846  16.35096154],0
b4,1,0.393725,0.727407,[15 14] ; [110  73],[17.0990566 11.9009434] ; [107.9009434  75.0990566],0
p10,1,0.410842,0.676364,[24  4] ; [166  17],[25.21327014  2.78672986] ; [164.78672986  18.21327014],0
a1,1,0.412264,0.672263,[ 1 28] ; [ 14 169],[ 2.05188679 26.94811321] ; [ 12.94811321 170.05188679],0
p8,1,0.440596,0.59473,[22  6] ; [131  52],[20.30331754  7.69668246] ; [132.69668246  50.30331754],0
n2,1,0.505499,0.443373,[9 1] ; [30  7],[8.29787234 1.70212766] ; [30.70212766  6.29787234],0
u4,1,0.505922,0.442492,[ 1 28] ; [  3 180],[ 0.54716981 28.45283019] ; [  3.45283019 179.54716981],0
v2,1,0.515108,0.423676,[16 12] ; [115  66],[17.55023923 10.44976077] ; [113.44976077  67.55023923],0
p5,1,0.538546,0.378241,[ 8 21] ; [ 41 142],[ 6.70283019 22.29716981] ; [ 42.29716981 140.70283019],0
n5,1,0.552206,0.35338,[25  4] ; [147  33],[23.86602871  5.13397129] ; [148.13397129  31.86602871],0
u2,1,0.602967,0.270544,[8 7] ; [14 17],[7.17391304 7.82608696] ; [14.82608696 16.17391304],0
n3,1,0.65115,0.204453,[8 2] ; [27 10],[7.44680851 2.55319149] ; [27.55319149  9.44680851],0
r4,1,0.655372,0.199194,[27  2] ; [174   9],[27.49528302  1.50471698] ; [173.50471698   9.49528302],0
p12,1,0.658696,0.195112,[ 4 25] ; [ 20 162],[ 3.2985782 25.7014218] ; [ 20.7014218 161.2985782],0
s1,1,0.660852,0.19249,[ 1 27] ; [  4 177],[ 0.66985646 27.33014354] ; [  4.33014354 176.66985646],0
b1,1,0.705167,0.143153,[12 17] ; [ 69 114],[11.08018868 17.91981132] ; [ 69.91981132 113.08018868],0
b2,1,0.723179,0.125467,[6 9] ; [52 64],[6.64122137 8.35877863] ; [51.35877863 64.64122137],0
b3,1,0.723179,0.125467,[6 9] ; [52 64],[6.64122137 8.35877863] ; [51.35877863 64.64122137],0
s8,1,0.754699,0.097625,[18 10] ; [112  71],[17.25118483 10.74881517] ; [112.74881517  70.25118483],0
