Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.509338,[11 29] ; [114  27],[27.62430939 12.37569061] ; [97.37569061 43.62430939],1
n6,1,1.4e-05,18.926364,[24 16] ; [126  15],[33.14917127  6.85082873] ; [116.85082873  24.14917127],1
a2,1,0.010007,6.633683,[ 3 37] ; [ 38 104],[ 9.01098901 30.98901099] ; [ 31.98901099 110.01098901],0
s7,1,0.014062,6.030282,[12 24] ; [75 58],[18.53254438 17.46745562] ; [68.46745562 64.53254438],0
a4,1,0.021565,5.28051,[11 29] ; [68 74],[17.36263736 22.63736264] ; [61.63736264 80.36263736],0
r1,1,0.025675,4.977794,[25 14] ; [115  27],[30.16574586  8.83425414] ; [109.83425414  32.16574586],0
p10,1,0.025883,4.963798,[26 14] ; [115  26],[31.16022099  8.83977901] ; [109.83977901  31.16022099],0
a6,1,0.026859,4.899856,[21 19] ; [101  41],[26.81318681 13.18681319] ; [95.18681319 46.81318681],0
a3,1,0.027265,4.873983,[22 18] ; [104  38],[27.69230769 12.30769231] ; [98.30769231 43.69230769],0
p9,1,0.028963,4.769831,[28 12] ; [120  21],[32.70718232  7.29281768] ; [115.29281768  25.70718232],0
u1,1,0.093539,2.812394,[ 4 36] ; [ 31 111],[ 7.69230769 32.30769231] ; [ 27.30769231 114.69230769],0
d2,1,0.110916,2.541123,[15 25] ; [73 68],[19.44751381 20.55248619] ; [68.55248619 72.44751381],0
s4,1,0.113084,2.510586,[12 28] ; [ 26 115],[ 8.39779006 31.60220994] ; [ 29.60220994 111.39779006],0
s3,1,0.121414,2.398981,[20 20] ; [89 51],[24.22222222 15.77777778] ; [84.77777778 55.22222222],0
a5,1,0.133318,2.253431,[26 14] ; [109  33],[29.67032967 10.32967033] ; [105.32967033  36.67032967],0
d5,1,0.134725,2.2372,[27 13] ; [112  30],[30.54945055  9.45054945] ; [108.45054945  33.54945055],0
p11,1,0.134725,2.2372,[27 13] ; [112  30],[30.54945055  9.45054945] ; [108.45054945  33.54945055],0
p6,1,0.159939,1.974803,[14 26] ; [67 74],[17.90055249 22.09944751] ; [63.09944751 77.90055249],0
d4,1,0.165419,1.923979,[28 12] ; [114  28],[31.20879121  8.79120879] ; [110.79120879  31.20879121],0
d1,1,0.203886,1.614319,[18 22] ; [80 62],[21.53846154 18.46153846] ; [76.46153846 65.53846154],0
b2,1,0.243164,1.362154,[ 5 18] ; [31 59],[ 7.32743363 15.67256637] ; [28.67256637 61.32743363],0
b3,1,0.243164,1.362154,[ 5 18] ; [31 59],[ 7.32743363 15.67256637] ; [28.67256637 61.32743363],0
n2,1,0.284911,1.143516,[10  3] ; [18 12],[8.46511628 4.53488372] ; [19.53488372 10.46511628],0
a8,1,0.311215,1.025513,[ 2 34] ; [ 15 118],[ 3.62130178 32.37869822] ; [ 13.37869822 119.62130178],0
v4,1,0.33173,0.942131,[36  4] ; [133   8],[37.3480663  2.6519337] ; [131.6519337   9.3480663],0
p2,1,0.354986,0.855555,[31  9] ; [119  23],[32.96703297  7.03296703] ; [117.03296703  24.96703297],0
s5,1,0.361758,0.83178,[16 22] ; [46 89],[13.61849711 24.38150289] ; [48.38150289 86.61849711],0
