Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.4e-05,18.845229,[34  9] ; [60 85],[21.5 21.5] ; [72.5 72.5],1
s2,1,0.000333,12.874564,[26 17] ; [ 44 101],[16.0106383 26.9893617] ; [53.9893617 91.0106383],1
s3,1,0.003214,8.681547,[28 14] ; [58 84],[19.63043478 22.36956522] ; [66.36956522 75.63043478],0
p5,1,0.005772,7.62016,[ 5 37] ; [  3 141],[ 1.80645161 40.19354839] ; [  6.19354839 137.80645161],0
d4,1,0.013856,6.056394,[40  3] ; [110  35],[34.30851064  8.69148936] ; [115.69148936  29.30851064],0
n4,1,0.021845,5.258053,[ 9 34] ; [58 87],[15.32446809 27.67553191] ; [51.67553191 93.32446809],0
p9,1,0.0386,4.27837,[33  9] ; [87 55],[27.39130435 14.60869565] ; [92.60869565 49.39130435],0
n6,1,0.039556,4.236808,[31 12] ; [79 66],[25.15957447 17.84042553] ; [84.84042553 60.15957447],0
s8,1,0.057994,3.593851,[16 27] ; [ 33 112],[11.20744681 31.79255319] ; [ 37.79255319 107.20744681],0
b1,1,0.063761,3.436756,[10 33] ; [56 89],[15.09574468 27.90425532] ; [50.90425532 94.09574468],0
a6,1,0.069003,3.306569,[20 23] ; [90 55],[25.15957447 17.84042553] ; [84.84042553 60.15957447],0
p10,1,0.129124,2.30301,[29 13] ; [80 63],[24.74594595 17.25405405] ; [84.25405405 58.74594595],0
r3,1,0.147088,2.102194,[41  2] ; [127  18],[38.42553191  4.57446809] ; [129.57446809  15.42553191],0
s7,1,0.167704,1.903351,[15 26] ; [ 35 102],[11.51685393 29.48314607] ; [38.48314607 98.51685393],0
p12,1,0.194466,1.683458,[ 2 41] ; [  2 142],[ 0.9197861 42.0802139] ; [  3.0802139 140.9197861],0
r2,1,0.200895,1.635858,[39  3] ; [122  21],[36.55135135  5.44864865] ; [124.44864865  18.55135135],0
d5,1,0.204534,1.609701,[35  8] ; [104  41],[31.79255319 11.20744681] ; [107.20744681  37.79255319],0
d2,1,0.290704,1.116357,[18 25] ; [48 97],[15.09574468 27.90425532] ; [50.90425532 94.09574468],0
b5,1,0.302511,1.063092,[22 21] ; [87 58],[24.93085106 18.06914894] ; [84.06914894 60.93085106],0
p3,1,0.309354,1.033431,[15 28] ; [ 39 106],[12.35106383 30.64893617] ; [ 41.64893617 103.35106383],0
a3,1,0.349549,0.875094,[23 19] ; [91 54],[25.60427807 16.39572193] ; [88.39572193 56.60427807],0
s4,1,0.371557,0.798452,[ 9 34] ; [ 22 123],[ 7.09042553 35.90957447] ; [ 23.90957447 121.09042553],0
a7,1,0.412738,0.6709,[33 10] ; [102  43],[30.87765957 12.12234043] ; [104.12234043  40.87765957],0
p11,1,0.422503,0.643341,[29 14] ; [88 57],[26.7606383 16.2393617] ; [90.2393617 54.7606383],0
