Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.4e-05,18.845229,[34  9] ; [60 85],[21.5 21.5] ; [72.5 72.5],1
a5,1,0.444917,0.583568,[28 15] ; [85 60],[25.84574468 17.15425532] ; [87.15425532 57.84574468],0
b3,1,0.481154,0.496247,[ 7 15] ; [19 59],[ 5.72 16.28] ; [20.28 57.72],0
b2,1,0.481154,0.496247,[ 7 15] ; [19 59],[ 5.72 16.28] ; [20.28 57.72],0
p1,1,0.481265,0.495995,[ 1 41] ; [  7 136],[ 1.81621622 40.18378378] ; [  6.18378378 136.81621622],0
u2,1,0.501157,0.452486,[ 9 11] ; [28 24],[10.27777778  9.72222222] ; [26.72222222 25.27777778],0
p7,1,0.508162,0.43785,[16 25] ; [65 80],[17.85483871 23.14516129] ; [63.14516129 81.85483871],0
b4,1,0.5209,0.412112,[29 14] ; [90 55],[27.21808511 15.78191489] ; [91.78191489 53.21808511],0
a1,1,0.53522,0.38447,[ 2 41] ; [  4 141],[ 1.37234043 41.62765957] ; [  4.62765957 140.37234043],0
v4,1,0.556069,0.346557,[37  4] ; [125  19],[35.9027027  5.0972973] ; [126.0972973  17.9027027],0
n2,1,0.562833,0.334822,[7 6] ; [27 16],[7.89285714 5.10714286] ; [26.10714286 16.89285714],0
d1,1,0.56758,0.326748,[22 21] ; [67 78],[20.35638298 22.64361702] ; [68.64361702 76.35638298],0
p2,1,0.585459,0.297492,[31 11] ; [100  44],[29.58064516 12.41935484] ; [101.41935484  42.58064516],0
n3,1,0.714402,0.13392,[8 4] ; [31 12],[8.50909091 3.49090909] ; [30.49090909 12.50909091],0
s1,1,0.714458,0.133865,[ 2 41] ; [  5 140],[ 1.60106383 41.39893617] ; [  5.39893617 139.60106383],0
v2,1,0.738931,0.111068,[21 22] ; [62 73],[20.0505618 22.9494382] ; [62.9494382 72.0505618],0
a2,1,0.746294,0.104672,[ 4 39] ; [ 16 129],[ 4.57446809 38.42553191] ; [ 15.42553191 129.57446809],0
a8,1,0.74656,0.104444,[ 2 36] ; [  9 125],[ 2.43023256 35.56976744] ; [  8.56976744 125.43023256],0
v3,1,0.773706,0.082674,[12 30] ; [35 98],[11.28 30.72] ; [35.72 97.28],0
u1,1,0.832229,0.044878,[ 4 39] ; [ 12 133],[ 3.65957447 39.34042553] ; [ 12.34042553 132.65957447],0
r4,1,0.833235,0.044333,[33 10] ; [109  36],[32.4787234 10.5212766] ; [109.5212766  35.4787234],0
a4,1,0.850024,0.035754,[14 29] ; [ 45 100],[13.49468085 29.50531915] ; [45.50531915 99.49468085],0
p8,1,0.882672,0.021781,[15 27] ; [50 95],[14.59893048 27.40106952] ; [50.40106952 94.59893048],0
u3,1,0.883738,0.021384,[10 10] ; [27 25],[10.27777778  9.72222222] ; [26.72222222 25.27777778],0
d3,1,0.894552,0.017569,[28 15] ; [96 49],[28.36170213 14.63829787] ; [95.63829787 49.36170213],0
v1,1,0.945394,0.004691,[14 27] ; [47 93],[13.81767956 27.18232044] ; [47.18232044 92.81767956],0
p4,1,0.961278,0.002357,[15 28] ; [50 95],[14.86702128 28.13297872] ; [50.13297872 94.86702128],0
r1,1,0.970144,0.001401,[30 12] ; [104  41],[30.09625668 11.90374332] ; [103.90374332  41.09625668],0
n1,1,0.97894,0.000697,[ 3 10] ; [10 34],[ 2.96491228 10.03508772] ; [10.03508772 33.96491228],0
