Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.437752,[80 72] ; [ 30 135],[52.7444795 99.2555205] ; [ 57.2555205 107.7444795],1
v1,1,2e-06,22.368371,[92 57] ; [ 57 106],[71.15705128 77.84294872] ; [77.84294872 85.15705128],1
r1,1,4e-06,21.342954,[124  28] ; [95 70],[105.00946372  46.99053628] ; [113.99053628  51.00946372],1
r3,1,0.000299,13.074189,[149   3] ; [144  21],[140.49211356  11.50788644] ; [152.50788644  12.49211356],1
p6,1,0.002657,9.029143,[61 88] ; [ 41 123],[ 48.55591054 100.44408946] ; [ 53.44408946 110.55591054],0
r4,1,0.002752,8.964814,[139  13] ; [132  34],[129.53459119  22.46540881] ; [141.46540881  24.53459119],0
r2,1,0.003285,8.641976,[143   7] ; [141  24],[135.23809524  14.76190476] ; [148.76190476  16.23809524],0
p3,1,0.006233,7.481556,[79 71] ; [ 62 104],[66.93037975 83.06962025] ; [74.06962025 91.93037975],0
u1,1,0.012,6.310912,[ 10 142] ; [  2 164],[  5.73584906 146.26415094] ; [  6.26415094 159.73584906],0
s8,1,0.015113,5.903258,[63 88] ; [ 47 117],[52.73015873 98.26984127] ; [ 57.26984127 106.73015873],0
p7,1,0.019365,5.468247,[102  47] ; [90 72],[91.98713826 57.01286174] ; [100.01286174  61.98713826],0
d3,1,0.024574,5.053645,[69 82] ; [ 55 110],[59.25316456 91.74683544] ; [ 64.74683544 100.25316456],0
p10,1,0.037692,4.318855,[122  26] ; [116  44],[114.36363636  33.63636364] ; [123.63636364  36.36363636],0
n1,1,0.04566,3.994107,[ 9 25] ; [21 22],[13.24675325 20.75324675] ; [16.75324675 26.24675325],0
p9,1,0.070771,3.265046,[126  23] ; [123  38],[119.68064516  29.31935484] ; [129.31935484  31.68064516],0
d4,1,0.077016,3.126764,[94 57] ; [87 79],[86.21766562 64.78233438] ; [94.78233438 71.21766562],0
a7,1,0.083932,2.987069,[104  46] ; [99 66],[96.66666667 53.33333333] ; [106.33333333  58.66666667],0
a1,1,0.092072,2.837771,[  8 144] ; [  3 163],[  5.25786164 146.74213836] ; [  5.74213836 160.25786164],0
a5,1,0.102185,2.671111,[92 59] ; [86 80],[84.78864353 66.21135647] ; [93.21135647 72.78864353],0
s7,1,0.119943,2.418071,[68 74] ; [62 97],[61.32890365 80.67109635] ; [68.67109635 90.32890365],0
n4,1,0.123012,2.378551,[116  35] ; [114  51],[109.90506329  41.09493671] ; [120.09493671  44.90506329],0
b1,1,0.13679,2.213701,[ 50 102] ; [68 98],[56.40251572 95.59748428] ; [ 61.59748428 104.40251572],0
s3,1,0.142362,2.152243,[79 68] ; [74 89],[72.5516129 74.4483871] ; [80.4483871 82.5516129],0
s4,1,0.151017,2.061946,[ 21 129] ; [ 33 131],[ 25.79617834 124.20382166] ; [ 28.20382166 135.79617834],0
s6,1,0.158049,1.992793,[101  45] ; [99 62],[95.11400651 50.88599349] ; [104.88599349  56.11400651],0
