Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.616023,[4 6] ; [239  14],[9.23954373 0.76045627] ; [233.76045627  19.23954373],1
r2,1,3e-06,22.118527,[7 3] ; [246   6],[9.65648855 0.34351145] ; [243.34351145   8.65648855],1
r1,1,6.1e-05,16.082109,[4 6] ; [218  34],[8.47328244 1.52671756] ; [213.52671756  38.47328244],1
s8,1,0.01597,5.806142,[3 7] ; [168  83],[6.55172414 3.44827586] ; [164.44827586  86.55172414],0
p7,1,0.040166,4.210875,[4 6] ; [170  71],[6.93227092 3.06772908] ; [167.06772908  73.93227092],0
d4,1,0.044628,4.032634,[7 3] ; [226  25],[8.92720307 1.07279693] ; [224.07279693  26.92720307],0
b4,1,0.059718,3.545194,[9 1] ; [153 100],[6.15969582 3.84030418] ; [155.84030418  97.15969582],0
a6,1,0.079868,3.067587,[4 6] ; [167  83],[6.57692308 3.42307692] ; [164.42307692  85.57692308],0
a7,1,0.08489,2.968703,[5 5] ; [187  64],[7.35632184 2.64367816] ; [184.64367816  66.35632184],0
d1,1,0.169965,1.883253,[5 5] ; [178  75],[6.9581749 3.0418251] ; [176.0418251  76.9581749],0
p8,1,0.185518,1.752859,[3 6] ; [137 109],[4.94117647 4.05882353] ; [135.05882353 110.94117647],0
s7,1,0.192785,1.696202,[5 4] ; [182  61],[6.67857143 2.32142857] ; [180.32142857  62.67857143],0
v3,1,0.223316,1.482933,[4 6] ; [146 100],[5.859375 4.140625] ; [144.140625 101.859375],0
v1,1,0.229536,1.443735,[5 5] ; [167  78],[6.74509804 3.25490196] ; [165.25490196  79.74509804],0
a4,1,0.263112,1.25231,[3 7] ; [121 131],[4.73282443 5.26717557] ; [119.26717557 132.73282443],0
p9,1,0.3208,0.985681,[8 2] ; [221  25],[8.9453125 1.0546875] ; [220.0546875  25.9453125],0
b1,1,0.366013,0.817155,[5 5] ; [ 91 162],[3.65019011 6.34980989] ; [ 92.34980989 160.65019011],0
d3,1,0.387414,0.747043,[6 4] ; [182  69],[7.20306513 2.79693487] ; [180.79693487  70.20306513],0
u2,1,0.442918,0.58871,[1 2] ; [33 26],[1.64516129 1.35483871] ; [32.35483871 26.64516129],0
n6,1,0.457252,0.552614,[8 2] ; [218  30],[8.75968992 1.24031008] ; [217.24031008  30.75968992],0
b5,1,0.507109,0.440028,[5 5] ; [153 100],[6.00760456 3.99239544] ; [151.99239544 101.00760456],0
a8,1,0.513507,0.426914,[1 9] ; [ 41 186],[1.7721519 8.2278481] ; [ 40.2278481 186.7721519],0
d5,1,0.529063,0.396192,[8 2] ; [219  33],[8.66412214 1.33587786] ; [218.33587786  33.66412214],0
p11,1,0.53659,0.381897,[7 3] ; [198  55],[7.79467681 2.20532319] ; [197.20532319  55.79467681],0
p10,1,0.544484,0.367292,[8 2] ; [215  33],[8.64341085 1.35658915] ; [214.35658915  33.64341085],0
b2,1,0.563106,0.334355,[2 5] ; [60 92],[2.72955975 4.27044025] ; [59.27044025 92.72955975],0
b3,1,0.563106,0.334355,[2 5] ; [60 92],[2.72955975 4.27044025] ; [59.27044025 92.72955975],0
a2,1,0.576515,0.311903,[2 8] ; [ 71 182],[2.7756654 7.2243346] ; [ 70.2243346 182.7756654],0
a3,1,0.591023,0.28875,[7 3] ; [194  57],[7.70114943 2.29885057] ; [193.29885057  57.70114943],0
s3,1,0.696144,0.152515,[9 1] ; [214  36],[8.57692308 1.42307692] ; [214.42307692  35.57692308],0
s5,1,0.706378,0.141922,[4 5] ; [121 117],[4.55465587 4.44534413] ; [120.44534413 117.55465587],0
p12,1,0.716192,0.132171,[1 9] ; [ 35 214],[1.38996139 8.61003861] ; [ 34.61003861 214.38996139],0
p4,1,0.729159,0.119885,[6 4] ; [162  86],[6.51162791 3.48837209] ; [161.48837209  86.51162791],0
p3,1,0.756174,0.096416,[6 4] ; [137 112],[5.52123552 4.47876448] ; [137.47876448 111.52123552],0
p2,1,0.763822,0.09028,[8 2] ; [209  41],[8.34615385 1.65384615] ; [208.65384615  41.34615385],0
p6,1,0.809515,0.058106,[5 5] ; [113 132],[4.62745098 5.37254902] ; [113.37254902 131.62745098],0
d2,1,0.830202,0.045986,[6 4] ; [142 109],[5.67049808 4.32950192] ; [142.32950192 108.67049808],0
p5,1,0.848231,0.036625,[1 9] ; [ 30 220],[1.19230769 8.80769231] ; [ 29.80769231 220.19230769],0
s6,1,0.871156,0.026306,[8 1] ; [215  32],[7.83984375 1.16015625] ; [215.16015625  31.83984375],0
a5,1,0.914543,0.011516,[8 2] ; [205  47],[8.12977099 1.87022901] ; [204.87022901  47.12977099],0
n4,1,0.940084,0.00565,[8 2] ; [204  48],[8.09160305 1.90839695] ; [203.90839695  48.09160305],0
s4,1,0.96529,0.001894,[2 8] ; [ 49 203],[1.94656489 8.05343511] ; [ 49.05343511 202.94656489],0
n5,1,1.0,0.0,[8 2] ; [200  50],[8. 2.] ; [200.  50.],0
