Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.469979,[24 37] ; [83 11],[42.10967742 18.89032258] ; [64.89032258 29.10967742],1
a5,1,2.4e-05,17.877156,[14 47] ; [54 40],[26.76129032 34.23870968] ; [41.23870968 52.76129032],1
r2,1,0.000102,15.093744,[39 21] ; [85  9],[48.31168831 11.68831169] ; [75.68831169 18.31168831],1
v2,1,0.000659,11.60257,[13 47] ; [43 44],[22.85714286 37.14285714] ; [33.14285714 53.85714286],1
v4,1,0.001285,10.364516,[42 18] ; [84  9],[49.41176471 10.58823529] ; [76.58823529 16.41176471],0
a7,1,0.001443,10.150491,[23 38] ; [60 34],[32.66451613 28.33548387] ; [50.33548387 43.66451613],0
p11,1,0.001781,9.762087,[32 29] ; [72 22],[40.92903226 20.07096774] ; [63.07096774 30.92903226],0
s3,1,0.003411,8.573619,[20 40] ; [53 39],[28.81578947 31.18421053] ; [44.18421053 47.81578947],0
v1,1,0.003685,8.433031,[17 43] ; [48 44],[25.65789474 34.34210526] ; [39.34210526 52.65789474],0
d3,1,0.004816,7.947332,[16 45] ; [46 48],[24.4 36.6] ; [37.6 56.4],0
r3,1,0.009067,6.809555,[43 17] ; [83 11],[49.09090909 10.90909091] ; [76.90909091 17.09090909],0
b4,1,0.009516,6.723395,[24 37] ; [57 37],[31.87741935 29.12258065] ; [49.12258065 44.87741935],0
u2,1,0.009717,6.686124,[11 25] ; [23 15],[16.54054054 19.45945946] ; [17.45945946 20.54054054],0
a6,1,0.011515,6.38405,[25 36] ; [58 36],[32.66451613 28.33548387] ; [50.33548387 43.66451613],0
u3,1,0.01304,6.163716,[10 27] ; [21 17],[15.29333333 21.70666667] ; [15.70666667 22.29333333],0
a4,1,0.013177,6.145215,[ 6 55] ; [24 68],[11.96078431 49.03921569] ; [18.03921569 73.96078431],0
a3,1,0.01325,6.135385,[24 37] ; [55 37],[31.49673203 29.50326797] ; [47.50326797 44.49673203],0
d4,1,0.03133,4.634779,[22 39] ; [50 43],[28.51948052 32.48051948] ; [43.48051948 49.51948052],0
