Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.027067,4.886538,[ 4 12] ; [4 1],[6.0952381 9.9047619] ; [1.9047619 3.0952381],0
v3,1,0.029501,4.738125,[ 2 14] ; [3 2],[ 3.80952381 12.19047619] ; [1.19047619 3.80952381],0
a6,1,0.074716,3.17625,[ 3 13] ; [3 2],[ 4.57142857 11.42857143] ; [1.42857143 3.57142857],0
s7,1,0.099481,2.713846,[ 1 12] ; [2 3],[ 2.16666667 10.83333333] ; [0.83333333 4.16666667],0
p10,1,0.156582,2.006932,[9 7] ; [1 4],[7.61904762 8.38095238] ; [2.38095238 2.61904762],0
a7,1,0.156582,2.006932,[7 9] ; [4 1],[8.38095238 7.61904762] ; [2.61904762 2.38095238],0
b4,1,0.247879,1.335216,[11  5] ; [2 3],[9.9047619 6.0952381] ; [3.0952381 1.9047619],0
n2,1,0.283977,1.147959,[1 6] ; [1 1],[1.55555556 5.44444444] ; [0.44444444 1.55555556],0
r2,1,0.291841,1.111111,[10  5] ; [2 3],[9. 6.] ; [3. 2.],0
r1,1,0.339802,0.911178,[7 9] ; [1 4],[6.0952381 9.9047619] ; [1.9047619 3.0952381],0
a2,1,0.360585,0.835855,[ 1 15] ; [1 4],[ 1.52380952 14.47619048] ; [0.47619048 4.52380952],0
s8,1,0.360585,0.835855,[ 1 15] ; [1 4],[ 1.52380952 14.47619048] ; [0.47619048 4.52380952],0
s5,1,0.360585,0.835855,[ 1 15] ; [1 4],[ 1.52380952 14.47619048] ; [0.47619048 4.52380952],0
r4,1,0.360585,0.835855,[ 1 15] ; [1 4],[ 1.52380952 14.47619048] ; [0.47619048 4.52380952],0
v2,1,0.360585,0.835855,[ 1 15] ; [1 4],[ 1.52380952 14.47619048] ; [0.47619048 4.52380952],0
p8,1,0.468717,0.525,[ 6 10] ; [1 4],[ 5.33333333 10.66666667] ; [1.66666667 3.33333333],0
b1,1,0.468717,0.525,[10  6] ; [4 1],[10.66666667  5.33333333] ; [3.33333333 1.66666667],0
p11,1,0.468717,0.525,[ 6 10] ; [1 4],[ 5.33333333 10.66666667] ; [1.66666667 3.33333333],0
d3,1,0.468717,0.525,[10  6] ; [4 1],[10.66666667  5.33333333] ; [3.33333333 1.66666667],0
a4,1,0.468717,0.525,[ 6 10] ; [1 4],[ 5.33333333 10.66666667] ; [1.66666667 3.33333333],0
p4,1,0.516937,0.42,[ 4 12] ; [2 3],[ 4.57142857 11.42857143] ; [1.42857143 3.57142857],0
n6,1,0.516937,0.42,[ 4 12] ; [2 3],[ 4.57142857 11.42857143] ; [1.42857143 3.57142857],0
p2,1,0.525392,0.403295,[9 7] ; [2 3],[8.38095238 7.61904762] ; [2.61904762 2.38095238],0
u2,1,0.57075,0.321429,[5 2] ; [1 1],[4.66666667 2.33333333] ; [1.33333333 0.66666667],0
n1,1,0.57075,0.321429,[2 5] ; [1 1],[2.33333333 4.66666667] ; [0.66666667 1.33333333],0
p9,1,0.695943,0.152727,[8 8] ; [2 3],[7.61904762 8.38095238] ; [2.38095238 2.61904762],0
d1,1,0.71714,0.13125,[ 5 11] ; [2 3],[ 5.33333333 10.66666667] ; [1.66666667 3.33333333],0
d2,1,0.818769,0.0525,[ 4 12] ; [1 4],[ 3.80952381 12.19047619] ; [1.19047619 3.80952381],0
n3,1,0.857714,0.032143,[4 3] ; [1 1],[3.88888889 3.11111111] ; [1.11111111 0.88888889],0
a3,1,0.88242,0.021875,[9 7] ; [3 2],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
d5,1,0.88242,0.021875,[9 7] ; [3 2],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
b5,1,0.88242,0.021875,[9 7] ; [3 2],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
v4,1,0.88242,0.021875,[9 7] ; [3 2],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
a5,1,0.919964,0.010096,[ 6 10] ; [2 3],[6.0952381 9.9047619] ; [1.9047619 3.0952381],0
p3,1,0.919964,0.010096,[ 6 10] ; [2 3],[6.0952381 9.9047619] ; [1.9047619 3.0952381],0
s4,1,0.950458,0.00386,[ 3 13] ; [1 4],[ 3.04761905 12.95238095] ; [0.95238095 4.04761905],0
s2,1,0.950458,0.00386,[ 3 13] ; [1 4],[ 3.04761905 12.95238095] ; [0.95238095 4.04761905],0
p7,1,1.0,0.0,[6 9] ; [2 3],[6. 9.] ; [2. 3.],0
