Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,177.776105,[202  78] ; [ 37 216],[125.55347092 154.44652908] ; [113.44652908 139.55347092],1
d3,1,0.0,137.727554,[247  33] ; [100 152],[182.63157895  97.36842105] ; [164.36842105  87.63157895],1
d5,1,0.0,128.558293,[273   7] ; [144 109],[219.0619137  60.9380863] ; [197.9380863  55.0619137],1
d4,1,0.0,126.954319,[274   5] ; [149 105],[221.42026266  57.57973734] ; [201.57973734  52.42026266],1
a2,1,0.0,67.417403,[ 96 184] ; [ 14 240],[ 57.67790262 222.32209738] ; [ 52.32209738 201.67790262],1
a5,1,0.0,61.947858,[235  45] ; [133 121],[192.9588015  87.0411985] ; [175.0411985  78.9588015],1
a4,1,0.0,54.429559,[158 122] ; [ 63 190],[116.09756098 163.90243902] ; [104.90243902 148.09756098],1
u1,1,0.0,53.136169,[ 74 206] ; [  9 245],[ 43.52059925 236.47940075] ; [ 39.47940075 214.52059925],1
a3,1,0.0,43.799203,[222  58] ; [132 121],[185.96622889  94.03377111] ; [168.03377111  84.96622889],1
r1,1,2e-06,22.258686,[235  43] ; [169  83],[211.90943396  66.09056604] ; [192.09056604  59.90943396],1
r2,1,3.3e-05,17.251266,[268   8] ; [219  31],[255.53612167  20.46387833] ; [231.46387833  18.53612167],1
a6,1,0.000753,11.353842,[204  76] ; [150 104],[185.61797753  94.38202247] ; [168.38202247  85.61797753],1
p4,1,0.002139,9.426524,[171 108] ; [121 131],[153.42372881 125.57627119] ; [138.57627119 113.42372881],0
s2,1,0.002697,9.002164,[147 132] ; [100 152],[129.77966102 149.22033898] ; [117.22033898 134.77966102],0
s8,1,0.005316,7.768533,[119 161] ; [ 78 175],[103.48968105 176.51031895] ; [ 93.51031895 159.48968105],0
p3,1,0.010539,6.541506,[135 143] ; [ 95 158],[120.41431262 157.58568738] ; [109.58568738 143.41431262],0
s7,1,0.0118,6.340685,[127 143] ; [ 88 156],[112.93774319 157.06225681] ; [102.06225681 141.93774319],0
s5,1,0.017067,5.689429,[ 95 173] ; [ 63 182],[ 82.54191033 185.45808967] ; [ 75.45808967 169.54191033],0
p6,1,0.018939,5.507118,[109 167] ; [ 74 175],[ 96.20571429 179.79428571] ; [ 86.79428571 162.20571429],0
r4,1,0.021353,5.297762,[256  24] ; [216  38],[247.4906367  32.5093633] ; [224.5093633  29.4906367],0
b2,1,0.021554,5.281433,[ 69 101] ; [ 39 100],[ 59.41747573 110.58252427] ; [48.58252427 90.41747573],0
b3,1,0.021554,5.281433,[ 69 101] ; [ 39 100],[ 59.41747573 110.58252427] ; [48.58252427 90.41747573],0
a7,1,0.022762,5.186545,[211  69] ; [168  85],[199.09943715  80.90056285] ; [179.90056285  73.09943715],0
n4,1,0.030833,4.662256,[207  72] ; [166  87],[195.61466165  83.38533835] ; [177.38533835  75.61466165],0
s6,1,0.039016,4.260167,[189  87] ; [149 100],[177.69142857  98.30857143] ; [160.30857143  88.69142857],0
v2,1,0.05366,3.723249,[124 149] ; [ 90 153],[113.22093023 159.77906977] ; [100.77906977 142.22093023],0
n2,1,0.079229,3.080649,[48 24] ; [52 13],[52.55474453 19.44525547] ; [47.44525547 17.55474453],0
u3,1,0.123497,2.372404,[38 20] ; [64 56],[33.23595506 24.76404494] ; [68.76404494 51.23595506],0
u4,1,0.12748,2.322923,[  5 275] ; [  1 253],[  3.14606742 276.85393258] ; [  2.85393258 251.14606742],0
b4,1,0.128815,2.30673,[166 114] ; [134 120],[157.30337079 122.69662921] ; [142.69662921 111.30337079],0
n6,1,0.145813,2.115517,[232  47] ; [197  55],[225.40677966  53.59322034] ; [203.59322034  48.40677966],0
s1,1,0.167713,1.903272,[  7 270] ; [ 12 240],[  9.9489603 267.0510397] ; [  9.0510397 242.9489603],0
p10,1,0.171442,1.870287,[220  59] ; [183  65],[213.35294118  65.64705882] ; [189.64705882  58.35294118],0
u2,1,0.209592,1.574242,[34 23] ; [60 61],[30.1011236 26.8988764] ; [63.8988764 57.1011236],0
s3,1,0.236649,1.400443,[156 124] ; [128 125],[149.19324578 130.80675422] ; [134.80675422 118.19324578],0
p8,1,0.270225,1.215602,[139 139] ; [113 137],[132.68181818 145.31818182] ; [119.31818182 130.68181818],0
n5,1,0.304217,1.055616,[194  84] ; [164  86],[188.49242424  89.50757576] ; [169.50757576  80.49242424],0
p2,1,0.314328,1.012401,[232  47] ; [201  51],[227.50847458  51.49152542] ; [205.49152542  46.50847458],0
n1,1,0.316992,1.001316,[30 43] ; [21 43],[27.17518248 45.82481752] ; [23.82481752 40.17518248],0
v4,1,0.39571,0.721325,[263  16] ; [232  19],[260.5754717  18.4245283] ; [234.4245283  16.5754717],0
a1,1,0.480037,0.498778,[  7 273] ; [  9 245],[  8.38951311 271.61048689] ; [  7.61048689 246.38951311],0
n3,1,0.483408,0.491164,[49 21] ; [49 16],[50.81481481 19.18518519] ; [47.18518519 17.81481481],0
v1,1,0.508293,0.43758,[123 149] ; [105 143],[119.26153846 152.73846154] ; [108.73846154 139.26153846],0
p7,1,0.578488,0.308686,[168 107] ; [145 102],[164.89463602 110.10536398] ; [148.10536398  98.89463602],0
p9,1,0.583968,0.299863,[227  50] ; [201  50],[224.53787879  52.46212121] ; [203.46212121  47.53787879],0
a8,1,0.596687,0.280022,[ 33 223] ; [ 35 206],[ 35.02615694 220.97384306] ; [ 32.97384306 208.02615694],0
b1,1,0.645888,0.211123,[107 173] ; [102 152],[109.58801498 170.41198502] ; [ 99.41198502 154.58801498],0
b5,1,0.657214,0.196926,[175 105] ; [154 100],[172.5093633 107.4906367] ; [156.4906367  97.5093633],0
p12,1,0.731183,0.118028,[ 14 264] ; [ 11 239],[ 13.16287879 264.83712121] ; [ 11.83712121 238.16287879],0
p5,1,0.746164,0.104783,[ 22 257] ; [ 18 234],[ 21.01694915 257.98305085] ; [ 18.98305085 233.01694915],0
p11,1,0.756672,0.09601,[214  66] ; [197  57],[215.50561798  64.49438202] ; [195.49438202  58.50561798],0
s4,1,0.864314,0.029202,[ 54 221] ; [ 48 204],[ 53.22580645 221.77419355] ; [ 48.77419355 203.22580645],0
p1,1,0.979728,0.000646,[ 18 262] ; [ 16 235],[ 17.92843691 262.07156309] ; [ 16.07156309 234.92843691],0
