Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,59.289023,[ 7 42] ; [77 18],[28.58333333 20.41666667] ; [55.41666667 39.58333333],1
p2,1,6.2e-05,16.036832,[21 30] ; [71 24],[32.1369863 18.8630137] ; [59.8630137 35.1369863],1
v4,1,8e-05,15.552806,[32 17] ; [87  8],[40.49305556  8.50694444] ; [78.50694444 16.49305556],1
p11,1,0.000116,14.850139,[23 28] ; [73 22],[33.53424658 17.46575342] ; [62.46575342 32.53424658],1
r3,1,0.00151,10.066458,[34 16] ; [84 10],[40.97222222  9.02777778] ; [77.02777778 16.97222222],0
r4,1,0.002375,9.234327,[28 23] ; [75 20],[35.97945205 15.02054795] ; [67.02054795 27.97945205],0
s5,1,0.026219,4.941545,[ 5 46] ; [23 68],[10.05633803 40.94366197] ; [17.94366197 73.05633803],0
n6,1,0.029677,4.727879,[29 21] ; [71 23],[34.72222222 15.27777778] ; [65.27777778 28.72222222],0
a7,1,0.036897,4.355182,[22 28] ; [59 36],[27.93103448 22.06896552] ; [53.06896552 41.93103448],0
p8,1,0.037622,4.322043,[13 37] ; [41 53],[18.75 31.25] ; [35.25 58.75],0
r2,1,0.042807,4.102991,[37 13] ; [83 12],[41.37931034  8.62068966] ; [78.62068966 16.37931034],0
p5,1,0.046601,3.959718,[ 1 49] ; [11 84],[ 4.13793103 45.86206897] ; [ 7.86206897 87.13793103],0
p4,1,0.048717,3.885093,[12 38] ; [38 56],[17.36111111 32.63888889] ; [32.63888889 61.36111111],0
v2,1,0.073158,3.210702,[12 36] ; [37 55],[16.8 31.2] ; [32.2 59.8],0
d2,1,0.07663,3.134975,[15 36] ; [16 79],[10.82876712 40.17123288] ; [20.17123288 74.82876712],0
s1,1,0.078605,3.093517,[ 6 43] ; [ 4 89],[ 3.45070423 45.54929577] ; [ 6.54929577 86.45070423],0
s6,1,0.081017,3.04439,[17 34] ; [45 48],[21.95833333 29.04166667] ; [40.04166667 52.95833333],0
u1,1,0.088307,2.904975,[ 3 48] ; [ 1 94],[ 1.39726027 49.60273973] ; [ 2.60273973 92.39726027],0
a3,1,0.095936,2.771842,[18 32] ; [47 46],[22.72727273 27.27272727] ; [42.27272727 50.72727273],0
a6,1,0.109369,2.563316,[23 28] ; [56 39],[27.59589041 23.40410959] ; [51.40410959 43.59589041],0
a5,1,0.127505,2.322627,[18 33] ; [46 49],[22.35616438 28.64383562] ; [41.64383562 53.35616438],0
v1,1,0.155422,2.018215,[16 35] ; [40 52],[19.97202797 31.02797203] ; [36.02797203 55.97202797],0
b5,1,0.161648,1.958743,[25 26] ; [58 37],[28.99315068 22.00684932] ; [54.00684932 40.99315068],0
d1,1,0.206489,1.595872,[ 4 47] ; [ 3 92],[ 2.44520548 48.55479452] ; [ 4.55479452 90.44520548],0
