Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,34.153172,[213  42] ; [35 35],[194.58461538  60.41538462] ; [53.41538462 16.58461538],1
d1,1,0.0,32.107675,[188  68] ; [26 44],[168.04907975  87.95092025] ; [45.95092025 24.04907975],1
d2,1,0.0,28.439185,[153 101] ; [17 53],[133.27160494 120.72839506] ; [36.72839506 33.27160494],1
u1,1,1.5e-05,18.734683,[ 69 187] ; [ 2 68],[ 55.75460123 200.24539877] ; [15.24539877 54.75460123],1
r1,1,2.3e-05,17.903186,[225  30] ; [47 23],[213.41538462  41.58461538] ; [58.58461538 11.41538462],1
a4,1,3.9e-05,16.93664,[140 115] ; [19 51],[124.75384615 130.24615385] ; [34.24615385 35.75384615],1
a6,1,0.003012,8.800114,[185  69] ; [38 32],[174.82098765  79.17901235] ; [48.17901235 21.82098765],0
s7,1,0.003478,8.537897,[147  97] ; [26 39],[136.60841424 107.39158576] ; [36.39158576 28.60841424],0
a7,1,0.007189,7.225043,[197  59] ; [42 27],[188.25846154  67.74153846] ; [50.74153846 18.25846154],0
d4,1,0.007285,7.201381,[228  27] ; [54 16],[221.26153846  33.73846154] ; [60.73846154  9.26153846],0
s8,1,0.012834,6.191849,[139 112] ; [27 43],[129.80062305 121.19937695] ; [36.19937695 33.80062305],0
d5,1,0.015064,5.908919,[223  32] ; [53 17],[216.55384615  38.44615385] ; [59.44615385 10.55384615],0
p3,1,0.015534,5.854911,[157  94] ; [32 37],[148.246875 102.753125] ; [40.753125 28.246875],0
d3,1,0.018185,5.578212,[196  59] ; [44 26],[188.30769231  66.69230769] ; [51.69230769 18.30769231],0
p8,1,0.018381,5.559447,[156  92] ; [32 36],[147.5443038 100.4556962] ; [40.4556962 27.5443038],0
s5,1,0.020261,5.389223,[103 146] ; [17 49],[ 94.85714286 154.14285714] ; [25.14285714 40.85714286],0
p2,1,0.0254,4.996432,[227  26] ; [55 14],[221.57142857  31.42857143] ; [60.42857143  8.57142857],0
a8,1,0.039082,4.257303,[ 40 181] ; [ 5 61],[ 34.65156794 186.34843206] ; [10.34843206 55.65156794],0
n2,1,0.050865,3.812704,[34  7] ; [10  7],[31.10344828  9.89655172] ; [12.89655172  4.10344828],0
r4,1,0.117069,2.456098,[238  18] ; [61  9],[234.79754601  21.20245399] ; [64.20245399  5.79754601],0
p4,1,0.120772,2.407286,[174  77] ; [41 28],[168.640625  82.359375] ; [46.359375 22.640625],0
p5,1,0.127384,2.324095,[ 33 221] ; [14 55],[ 36.95975232 217.04024768] ; [10.04024768 58.95975232],0
s2,1,0.132042,2.268331,[142 109] ; [32 37],[136.48125 114.51875] ; [37.51875 31.48125],0
p9,1,0.138299,2.19678,[226  25] ; [56 11],[222.58490566  28.41509434] ; [59.41509434  7.58490566],0
b1,1,0.185247,1.75502,[ 95 161] ; [20 50],[ 90.30674847 165.69325153] ; [24.69325153 45.30674847],0
s4,1,0.210869,1.565452,[ 29 223] ; [12 58],[ 32.08695652 219.91304348] ; [ 8.91304348 61.08695652],0
b2,1,0.220344,1.50213,[72 95] ; [13 27],[68.57487923 98.42512077] ; [16.42512077 23.57487923],0
b3,1,0.220344,1.50213,[72 95] ; [13 27],[68.57487923 98.42512077] ; [16.42512077 23.57487923],0
n6,1,0.23114,1.433833,[222  30] ; [57 12],[219.02803738  32.97196262] ; [59.97196262  9.02803738],0
u3,1,0.234891,1.410997,[29 14] ; [19 16],[26.46153846 16.53846154] ; [21.53846154 13.46153846],0
a1,1,0.270737,1.213008,[ 16 240] ; [ 2 68],[ 14.13496933 241.86503067] ; [ 3.86503067 66.13496933],0
n4,1,0.284575,1.145112,[211  44] ; [54 16],[207.92307692  47.07692308] ; [57.07692308 12.92307692],0
p12,1,0.285868,1.138982,[ 30 222] ; [ 5 63],[ 27.5625 224.4375] ; [ 7.4375 60.5625],0
n3,1,0.297814,1.083958,[29 13] ; [14  3],[30.61016949 11.38983051] ; [12.38983051  4.61016949],0
