Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.5e-05,17.099881,[73 38] ; [107  14],[86.12068966 24.87931034] ; [93.87931034 27.12068966],1
v3,1,0.701383,0.147037,[37 72] ; [44 77],[38.38695652 70.61304348] ; [42.61304348 78.38695652],0
d1,1,0.731794,0.117471,[64 52] ; [70 52],[65.31092437 50.68907563] ; [68.68907563 53.31092437],0
d3,1,0.793319,0.068646,[83 33] ; [84 36],[82.08474576 33.91525424] ; [84.91525424 35.08474576],0
b5,1,0.810879,0.057261,[74 42] ; [76 46],[73.1092437 42.8907563] ; [76.8907563 45.1092437],0
a2,1,0.829141,0.046571,[28 88] ; [28 94],[27.29411765 88.70588235] ; [28.70588235 93.29411765],0
a7,1,0.836925,0.042365,[85 30] ; [88 33],[84.30084746 30.69915254] ; [88.69915254 32.30084746],0
r3,1,0.850965,0.035302,[97 17] ; [104  17],[97.50638298 16.49361702] ; [103.49361702  17.50638298],0
u1,1,0.857079,0.032434,[21 95] ; [ 21 101],[20.47058824 95.52941176] ; [ 21.52941176 100.47058824],0
a8,1,0.85775,0.032127,[10 91] ; [10 99],[ 9.61904762 91.38095238] ; [10.38095238 98.61904762],0
p8,1,0.894663,0.017531,[43 71] ; [45 77],[42.50847458 71.49152542] ; [45.49152542 76.50847458],0
v2,1,0.898718,0.0162,[54 54] ; [60 58],[54.47787611 53.52212389] ; [59.52212389 58.47787611],0
p5,1,0.910613,0.012603,[  9 106] ; [  9 112],[  8.77118644 106.22881356] ; [  9.22881356 111.77118644],0
n1,1,0.940785,0.005518,[15 29] ; [14 28],[14.8372093 29.1627907] ; [14.1627907 27.8372093],0
