Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3.5e-05,17.148729,[47 12] ; [15 24],[37.32653061 21.67346939] ; [24.67346939 14.32653061],1
d3,1,0.001307,10.33285,[40 18] ; [14 25],[32.28865979 25.71134021] ; [21.71134021 17.28865979],0
d5,1,0.002944,8.841794,[42 17] ; [16 23],[34.91836735 24.08163265] ; [23.08163265 15.91836735],0
b5,1,0.00888,6.846747,[42 18] ; [17 22],[35.75757576 24.24242424] ; [23.24242424 15.75757576],0
a2,1,0.010416,6.562397,[15 45] ; [ 2 37],[10.3030303 49.6969697] ; [ 6.6969697 32.3030303],0
d1,1,0.0394,4.243537,[26 34] ; [ 9 30],[21.21212121 38.78787879] ; [13.78787879 25.21212121],0
s4,1,0.066361,3.37081,[ 8 52] ; [11 28],[11.51515152 48.48484848] ; [ 7.48484848 31.51515152],0
d4,1,0.068982,3.307086,[45 14] ; [23 16],[40.93877551 18.06122449] ; [27.06122449 11.93877551],0
u3,1,0.082667,3.011681,[17  7] ; [ 9 11],[14.18181818  9.81818182] ; [11.81818182  8.18181818],0
s8,1,0.097306,2.749154,[18 42] ; [ 6 33],[14.54545455 45.45454545] ; [ 9.45454545 29.54545455],0
p8,1,0.109402,2.562839,[21 38] ; [ 8 31],[17.45918367 41.54081633] ; [11.54081633 27.45918367],0
v4,1,0.115861,2.472398,[48 12] ; [25 13],[44.69387755 15.30612245] ; [28.30612245  9.69387755],0
n2,1,0.117417,2.451444,[ 9 11] ; [12  5],[11.35135135  8.64864865] ; [9.64864865 7.35135135],0
a5,1,0.151168,2.060423,[35 25] ; [17 22],[31.51515152 28.48484848] ; [20.48484848 18.51515152],0
r4,1,0.174108,1.847215,[39 21] ; [20 19],[35.75757576 24.24242424] ; [23.24242424 15.75757576],0
r1,1,0.174108,1.847215,[39 21] ; [20 19],[35.75757576 24.24242424] ; [23.24242424 15.75757576],0
p9,1,0.204063,1.613051,[37 23] ; [19 20],[33.93939394 26.06060606] ; [22.06060606 16.93939394],0
a3,1,0.22977,1.442285,[36 23] ; [19 20],[33.1122449 25.8877551] ; [21.8877551 17.1122449],0
v1,1,0.260074,1.268363,[16 42] ; [15 24],[18.53608247 39.46391753] ; [12.46391753 26.53608247],0
r2,1,0.279361,1.170197,[51  9] ; [29  9],[48.97959184 11.02040816] ; [31.02040816  6.97959184],0
s3,1,0.31536,1.008092,[28 31] ; [22 16],[30.41237113 28.58762887] ; [19.58762887 18.41237113],0
r3,1,0.32881,0.953579,[44 16] ; [25 14],[41.81818182 18.18181818] ; [27.18181818 11.81818182],0
p5,1,0.334175,0.93265,[ 1 58] ; [ 2 37],[ 1.80612245 57.19387755] ; [ 1.19387755 37.80612245],0
p2,1,0.335097,0.9291,[39 21] ; [21 17],[36.73469388 23.26530612] ; [23.26530612 14.73469388],0
a8,1,0.414436,0.666039,[ 8 51] ; [ 3 34],[ 6.76041667 52.23958333] ; [ 4.23958333 32.76041667],0
p10,1,0.432034,0.61735,[31 29] ; [17 22],[29.09090909 30.90909091] ; [18.90909091 20.09090909],0
u2,1,0.466763,0.52963,[13 11] ; [13  7],[14.18181818  9.81818182] ; [11.81818182  8.18181818],0
a1,1,0.469101,0.524092,[ 5 55] ; [ 5 34],[ 6.06060606 53.93939394] ; [ 3.93939394 35.06060606],0
p3,1,0.476357,0.507192,[16 44] ; [13 26],[17.57575758 42.42424242] ; [11.42424242 27.57575758],0
p4,1,0.481584,0.495275,[18 42] ; [14 24],[19.59183673 40.40816327] ; [12.40816327 25.59183673],0
b4,1,0.490257,0.475962,[35 25] ; [20 19],[33.33333333 26.66666667] ; [21.66666667 17.33333333],0
b3,1,0.528375,0.397516,[ 9 27] ; [ 9 19],[10.125 25.875] ; [ 7.875 20.125],0
b2,1,0.528375,0.397516,[ 9 27] ; [ 9 19],[10.125 25.875] ; [ 7.875 20.125],0
p7,1,0.545736,0.365011,[23 33] ; [18 20],[24.42553191 31.57446809] ; [16.57446809 21.42553191],0
s2,1,0.553041,0.351897,[20 39] ; [11 28],[18.66326531 40.33673469] ; [12.33673469 26.66326531],0
a4,1,0.565947,0.329512,[25 35] ; [14 25],[23.63636364 36.36363636] ; [15.36363636 23.63636364],0
s5,1,0.568098,0.325875,[10 49] ; [ 8 29],[11.0625 47.9375] ; [ 6.9375 30.0625],0
s6,1,0.663007,0.189892,[22 38] ; [16 23],[23.03030303 36.96969697] ; [14.96969697 24.03030303],0
p6,1,0.691827,0.157115,[11 49] ; [ 8 29],[11.75257732 48.24742268] ; [ 7.24742268 29.75257732],0
n4,1,0.708292,0.139989,[30 30] ; [21 18],[30.90909091 29.09090909] ; [20.09090909 18.90909091],0
s7,1,0.724723,0.124012,[14 41] ; [ 8 28],[13.2967033 41.7032967] ; [ 8.7032967 27.2967033],0
s1,1,0.764966,0.089381,[ 5 54] ; [ 4 35],[ 5.41836735 53.58163265] ; [ 3.58163265 35.41836735],0
n1,1,0.768651,0.086518,[ 8 12] ; [ 6 11],[ 7.56756757 12.43243243] ; [ 6.43243243 10.56756757],0
n3,1,0.876682,0.02408,[10  9] ; [8 8],[9.77142857 9.22857143] ; [8.22857143 7.77142857],0
