Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.001401,10.204589,[8 3] ; [ 5 22],[3.76315789 7.23684211] ; [ 9.23684211 17.76315789],0
v1,1,0.006656,7.363464,[7 4] ; [ 5 22],[3.47368421 7.52631579] ; [ 8.52631579 18.47368421],0
d1,1,0.018518,5.546465,[5 6] ; [ 3 24],[2.31578947 8.68421053] ; [ 5.68421053 21.31578947],0
r3,1,0.023598,5.123938,[10  1] ; [14 13],[6.94736842 4.05263158] ; [17.05263158  9.94736842],0
n4,1,0.023598,5.123938,[10  1] ; [14 13],[6.94736842 4.05263158] ; [17.05263158  9.94736842],0
p6,1,0.030572,4.676818,[4 7] ; [ 2 24],[1.78378378 9.21621622] ; [ 4.21621622 21.78378378],0
p11,1,0.035609,4.415754,[9 2] ; [12 15],[6.07894737 4.92105263] ; [14.92105263 12.07894737],0
p10,1,0.073699,3.198653,[8 3] ; [11 16],[5.5 5.5] ; [13.5 13.5],0
d5,1,0.086186,2.944215,[7 4] ; [ 9 18],[4.63157895 6.36842105] ; [11.36842105 15.63157895],0
n3,1,0.105645,2.618182,[4 1] ; [4 7],[2.5 2.5] ; [5.5 5.5],0
r4,1,0.139487,2.183614,[4 7] ; [ 4 23],[2.31578947 8.68421053] ; [ 5.68421053 21.31578947],0
p8,1,0.148731,2.085217,[6 5] ; [ 8 19],[4.05263158 6.94736842] ; [ 9.94736842 17.05263158],0
u3,1,0.196706,1.666667,[2 3] ; [ 2 13],[1. 4.] ; [ 3. 12.],0
p5,1,0.215311,1.535354,[3 8] ; [ 3 24],[1.73684211 9.26315789] ; [ 4.26315789 22.73684211],0
v3,1,0.24061,1.377014,[4 7] ; [ 5 22],[2.60526316 8.39473684] ; [ 6.39473684 20.60526316],0
n5,1,0.256782,1.286023,[9 2] ; [17 10],[7.52631579 3.47368421] ; [18.47368421  8.52631579],0
p4,1,0.283232,1.151515,[7 4] ; [12 15],[5.5 5.5] ; [13.5 13.5],0
b5,1,0.283232,1.151515,[4 7] ; [15 12],[5.5 5.5] ; [13.5 13.5],0
s5,1,0.368955,0.807181,[3 8] ; [ 4 23],[2.02631579 8.97368421] ; [ 4.97368421 22.02631579],0
p7,1,0.385831,0.752039,[7 4] ; [13 14],[5.78947368 5.21052632] ; [14.21052632 12.78947368],0
b4,1,0.437642,0.602458,[5 6] ; [16 11],[6.07894737 4.92105263] ; [14.92105263 12.07894737],0
p3,1,0.482367,0.493506,[5 6] ; [ 9 18],[4.05263158 6.94736842] ; [ 9.94736842 17.05263158],0
s2,1,0.482367,0.493506,[5 6] ; [ 9 18],[4.05263158 6.94736842] ; [ 9.94736842 17.05263158],0
p12,1,0.500008,0.45492,[ 1 10] ; [ 1 26],[ 0.57894737 10.42105263] ; [ 1.42105263 25.57894737],0
v4,1,0.507591,0.439031,[7 4] ; [14 13],[6.07894737 4.92105263] ; [14.92105263 12.07894737],0
s3,1,0.51465,0.424601,[3 8] ; [10 16],[3.86486486 7.13513514] ; [ 9.13513514 16.86486486],0
a4,1,0.548294,0.360382,[3 8] ; [ 5 22],[2.31578947 8.68421053] ; [ 5.68421053 21.31578947],0
s4,1,0.548294,0.360382,[3 8] ; [ 5 22],[2.31578947 8.68421053] ; [ 5.68421053 21.31578947],0
p2,1,0.565021,0.331085,[8 3] ; [17 10],[7.23684211 3.76315789] ; [17.76315789  9.23684211],0
a6,1,0.565021,0.331085,[3 8] ; [10 17],[3.76315789 7.23684211] ; [ 9.23684211 17.76315789],0
a3,1,0.571689,0.319865,[6 5] ; [12 15],[5.21052632 5.78947368] ; [12.78947368 14.21052632],0
s7,1,0.580926,0.304741,[2 7] ; [ 8 17],[2.64705882 6.35294118] ; [ 7.35294118 17.64705882],0
p9,1,0.582716,0.301865,[7 4] ; [14 12],[6.24324324 4.75675676] ; [14.75675676 11.24324324],0
u2,1,0.605577,0.266667,[3 2] ; [7 8],[2.5 2.5] ; [7.5 7.5],0
p1,1,0.635934,0.2241,[ 1 10] ; [ 4 23],[1.44736842 9.55263158] ; [ 3.55263158 23.44736842],0
b1,1,0.68547,0.164033,[7 4] ; [19  8],[7.52631579 3.47368421] ; [18.47368421  8.52631579],0
r1,1,0.715478,0.132867,[3 8] ; [ 9 18],[3.47368421 7.52631579] ; [ 8.52631579 18.47368421],0
s8,1,0.739805,0.110298,[3 8] ; [ 6 21],[2.60526316 8.39473684] ; [ 6.39473684 20.60526316],0
n1,1,0.755497,0.09697,[1 4] ; [3 8],[1.25 3.75] ; [2.75 8.25],0
s6,1,0.789536,0.071243,[5 6] ; [11 16],[4.63157895 6.36842105] ; [11.36842105 15.63157895],0
b3,1,0.791337,0.07,[2 6] ; [ 6 14],[2.28571429 5.71428571] ; [ 5.71428571 14.28571429],0
b2,1,0.791337,0.07,[2 6] ; [ 6 14],[2.28571429 5.71428571] ; [ 5.71428571 14.28571429],0
d4,1,0.802317,0.062675,[7 4] ; [16 11],[6.65789474 4.34210526] ; [16.34210526 10.65789474],0
a5,1,0.802317,0.062675,[4 7] ; [11 16],[4.34210526 6.65789474] ; [10.65789474 16.34210526],0
n2,1,0.838464,0.041558,[3 2] ; [6 5],[2.8125 2.1875] ; [6.1875 4.8125],0
s1,1,0.853988,0.033868,[ 1 10] ; [ 3 24],[1.15789474 9.84210526] ; [ 2.84210526 24.15789474],0
d3,1,0.858273,0.031888,[4 7] ; [ 9 18],[3.76315789 7.23684211] ; [ 9.23684211 17.76315789],0
n6,1,0.918904,0.010366,[7 4] ; [17  9],[7.13513514 3.86486486] ; [16.86486486  9.13513514],0
