Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,7e-06,20.200444,[20 40] ; [66 28],[33.50649351 26.49350649] ; [52.49350649 41.50649351],1
a6,1,4.5e-05,16.630268,[21 39] ; [65 30],[33.29032258 26.70967742] ; [52.70967742 42.29032258],1
d4,1,0.001581,9.981608,[33 27] ; [75 20],[41.80645161 18.19354839] ; [66.19354839 28.80645161],0
p10,1,0.012078,6.299354,[39 21] ; [77 16],[45.49019608 14.50980392] ; [70.50980392 22.49019608],0
d5,1,0.014612,5.962661,[35 25] ; [73 22],[41.80645161 18.19354839] ; [66.19354839 28.80645161],0
r4,1,0.036392,4.378651,[31 29] ; [65 30],[37.16129032 22.83870968] ; [58.83870968 36.16129032],0
r3,1,0.038605,4.278158,[48 12] ; [86  8],[52.20779221  7.79220779] ; [81.79220779 12.20779221],0
d2,1,0.04032,4.204352,[26 34] ; [26 69],[20.12903226 39.87096774] ; [31.87096774 63.12903226],0
a4,1,0.060834,3.514506,[23 37] ; [23 72],[17.80645161 42.19354839] ; [28.19354839 66.80645161],0
b1,1,0.069005,3.306527,[29 31] ; [32 63],[23.61290323 36.38709677] ; [37.38709677 57.61290323],0
b2,1,0.074175,3.18813,[ 9 32] ; [19 29],[12.8988764 28.1011236] ; [15.1011236 32.8988764],0
b3,1,0.074175,3.18813,[ 9 32] ; [19 29],[12.8988764 28.1011236] ; [15.1011236 32.8988764],0
p11,1,0.112457,2.51935,[42 18] ; [77 18],[46.06451613 13.93548387] ; [72.93548387 22.06451613],0
p12,1,0.114975,2.484471,[ 1 59] ; [ 7 87],[ 3.11688312 56.88311688] ; [ 4.88311688 89.11688312],0
u3,1,0.116409,2.464989,[ 8 19] ; [20 21],[11.11764706 15.88235294] ; [16.88235294 24.11764706],0
r2,1,0.128289,2.313087,[44 15] ; [77 14],[47.59333333 11.40666667] ; [73.40666667 17.59333333],0
p3,1,0.159514,1.978828,[24 36] ; [49 46],[28.25806452 31.74193548] ; [44.74193548 50.25806452],0
n2,1,0.179759,1.799617,[16  9] ; [21  5],[18.1372549  6.8627451] ; [18.8627451  7.1372549],0
d1,1,0.19233,1.699681,[19 41] ; [40 55],[22.83870968 37.16129032] ; [36.16129032 58.83870968],0
n5,1,0.272831,1.202459,[44 16] ; [61 33],[40.90909091 19.09090909] ; [64.09090909 29.90909091],0
p1,1,0.285046,1.142871,[ 5 55] ; [ 4 91],[ 3.48387097 56.51612903] ; [ 5.51612903 89.48387097],0
v1,1,0.289074,1.123929,[22 36] ; [43 49],[25.13333333 32.86666667] ; [39.86666667 52.13333333],0
p8,1,0.300747,1.070878,[24 34] ; [47 47],[27.09210526 30.90789474] ; [43.90789474 50.09210526],0
p6,1,0.338524,0.916012,[18 40] ; [36 57],[20.74172185 37.25827815] ; [33.25827815 59.74172185],0
b5,1,0.385169,0.754139,[35 25] ; [62 33],[37.5483871 22.4516129] ; [59.4516129 35.5483871],0
a5,1,0.394619,0.724663,[28 32] ; [51 44],[30.58064516 29.41935484] ; [48.41935484 46.58064516],0
b4,1,0.413581,0.668483,[32 28] ; [57 38],[34.4516129 25.5483871] ; [54.5483871 40.4516129],0
a2,1,0.414191,0.666738,[ 4 56] ; [10 85],[ 5.41935484 54.58064516] ; [ 8.58064516 86.41935484],0
s6,1,0.444949,0.583486,[31 27] ; [55 37],[33.25333333 24.74666667] ; [52.74666667 39.25333333],0
s5,1,0.453705,0.561378,[13 44] ; [25 63],[14.93793103 42.06206897] ; [23.06206897 64.93793103],0
u2,1,0.457157,0.552846,[12 15] ; [22 19],[13.5 13.5] ; [20.5 20.5],0
s4,1,0.474794,0.510797,[11 49] ; [22 73],[12.77419355 47.22580645] ; [20.22580645 74.77419355],0
v4,1,0.483546,0.490856,[52  7] ; [87  8],[53.25324675  5.74675325] ; [85.74675325  9.25324675],0
n4,1,0.540967,0.37375,[42 18] ; [62 33],[40.25806452 19.74193548] ; [63.74193548 31.25806452],0
s3,1,0.54625,0.364079,[31 27] ; [46 49],[29.18954248 28.81045752] ; [47.81045752 47.18954248],0
u1,1,0.573053,0.317601,[ 2 58] ; [ 5 90],[ 2.70967742 57.29032258] ; [ 4.29032258 90.70967742],0
s7,1,0.61019,0.259898,[25 33] ; [35 55],[23.51351351 34.48648649] ; [36.48648649 53.51351351],0
n6,1,0.680151,0.169956,[47 13] ; [77 18],[48. 12.] ; [76. 19.],0
n3,1,0.686737,0.162641,[18  7] ; [20  6],[18.62745098  6.37254902] ; [19.37254902  6.62745098],0
a1,1,0.732963,0.116408,[ 3 57] ; [ 6 89],[ 3.48387097 56.51612903] ; [ 5.51612903 89.48387097],0
p9,1,0.746313,0.104655,[50 10] ; [81 14],[50.70967742  9.29032258] ; [80.29032258 14.70967742],0
p5,1,0.75929,0.093889,[ 6 54] ; [11 84],[ 6.58064516 53.41935484] ; [10.41935484 84.58064516],0
s8,1,0.760985,0.09253,[21 39] ; [31 64],[20.12903226 39.87096774] ; [31.87096774 63.12903226],0
n1,1,0.765291,0.089127,[ 9 16] ; [ 8 17],[ 8.5 16.5] ; [ 8.5 16.5],0
p7,1,0.834976,0.043399,[35 24] ; [53 39],[34.38410596 24.61589404] ; [53.61589404 38.38410596],0
v2,1,0.871606,0.026121,[25 34] ; [39 56],[24.51948052 34.48051948] ; [39.48051948 55.51948052],0
s2,1,0.923257,0.00928,[27 33] ; [42 53],[26.70967742 33.29032258] ; [42.29032258 52.70967742],0
v3,1,0.930219,0.007668,[17 42] ; [28 67],[17.24025974 41.75974026] ; [27.75974026 67.24025974],0
a3,1,0.986165,0.000301,[33 26] ; [53 42],[32.94805195 26.05194805] ; [53.05194805 41.94805195],0
p4,1,0.986165,0.000301,[33 26] ; [53 42],[32.94805195 26.05194805] ; [53.05194805 41.94805195],0
a8,1,0.988048,0.000224,[ 6 49] ; [10 81],[ 6.02739726 48.97260274] ; [ 9.97260274 81.02739726],0
