Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.076823,3.130856,[11  7] ; [3 8],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
d2,1,0.092373,2.832522,[ 3 15] ; [5 6],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
b3,1,0.093533,2.8125,[3 9] ; [5 3],[4.8 7.2] ; [3.2 4.8],0
b2,1,0.093533,2.8125,[3 9] ; [5 3],[4.8 7.2] ; [3.2 4.8],0
v2,1,0.114169,2.495544,[ 1 16] ; [3 8],[ 2.42857143 14.57142857] ; [1.57142857 9.42857143],0
p2,1,0.148808,2.084423,[ 8 10] ; [2 9],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
a5,1,0.148808,2.084423,[ 8 10] ; [2 9],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
b5,1,0.227907,1.453877,[9 9] ; [3 8],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
s6,1,0.229078,1.446576,[ 3 15] ; [4 7],[ 4.34482759 13.65517241] ; [2.65517241 8.34482759],0
p11,1,0.242187,1.367817,[ 7 11] ; [2 9],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
v3,1,0.263585,1.249832,[ 2 16] ; [3 8],[ 3.10344828 14.89655172] ; [1.89655172 9.10344828],0
n6,1,0.295108,1.096171,[8 9] ; [3 8],[ 6.67857143 10.32142857] ; [4.32142857 6.67857143],0
a3,1,0.295108,1.096171,[8 9] ; [3 8],[ 6.67857143 10.32142857] ; [4.32142857 6.67857143],0
p6,1,0.295366,1.095001,[ 2 15] ; [3 8],[ 3.03571429 13.96428571] ; [1.96428571 9.03571429],0
r1,1,0.331171,0.944312,[ 5 13] ; [5 6],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
a6,1,0.331171,0.944312,[ 5 13] ; [5 6],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
s3,1,0.331171,0.944312,[ 5 13] ; [5 6],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
p7,1,0.355109,0.855117,[ 8 10] ; [3 8],[ 6.82758621 11.17241379] ; [4.17241379 6.82758621],0
u2,1,0.396144,0.72,[1 9] ; [2 6],[1.66666667 8.33333333] ; [1.33333333 6.66666667],0
u3,1,0.396144,0.72,[1 9] ; [2 6],[1.66666667 8.33333333] ; [1.33333333 6.66666667],0
p8,1,0.462832,0.539037,[ 4 13] ; [4 7],[ 4.85714286 12.14285714] ; [3.14285714 7.85714286],0
n4,1,0.473701,0.51333,[9 9] ; [7 4],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
d3,1,0.493886,0.46805,[ 3 15] ; [3 8],[ 3.72413793 14.27586207] ; [2.27586207 8.72413793],0
r3,1,0.590826,0.289056,[ 6 11] ; [5 6],[ 6.67857143 10.32142857] ; [4.32142857 6.67857143],0
a1,1,0.592104,0.287071,[ 2 16] ; [2 9],[ 2.48275862 15.51724138] ; [1.51724138 9.48275862],0
v1,1,0.627726,0.235157,[ 5 13] ; [4 7],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
n2,1,0.714393,0.133929,[5 5] ; [2 3],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
n3,1,0.714393,0.133929,[5 5] ; [2 3],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
n1,1,0.714393,0.133929,[5 5] ; [2 3],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
s5,1,0.715441,0.132903,[ 1 17] ; [ 1 10],[ 1.24137931 16.75862069] ; [ 0.75862069 10.24137931],0
d4,1,0.72759,0.121336,[ 7 11] ; [5 6],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
n5,1,0.732122,0.117172,[12  6] ; [8 3],[12.4137931  5.5862069] ; [7.5862069 3.4137931],0
p4,1,0.732122,0.117172,[ 6 12] ; [3 8],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
p3,1,0.757782,0.095107,[ 4 14] ; [3 8],[ 4.34482759 13.65517241] ; [2.65517241 8.34482759],0
s1,1,0.794381,0.067926,[ 4 14] ; [2 9],[ 3.72413793 14.27586207] ; [2.27586207 8.72413793],0
p9,1,0.798977,0.064857,[ 7 10] ; [4 7],[ 6.67857143 10.32142857] ; [4.32142857 6.67857143],0
p10,1,0.798977,0.064857,[ 7 10] ; [4 7],[ 6.67857143 10.32142857] ; [4.32142857 6.67857143],0
p1,1,0.916528,0.010985,[ 3 15] ; [2 9],[ 3.10344828 14.89655172] ; [1.89655172 9.10344828],0
s4,1,0.916528,0.010985,[ 3 15] ; [2 9],[ 3.10344828 14.89655172] ; [1.89655172 9.10344828],0
b4,1,0.957675,0.002817,[ 8 10] ; [5 6],[8.06896552 9.93103448] ; [4.93103448 6.06896552],0
s7,1,0.971216,0.001302,[ 3 14] ; [2 9],[ 3.03571429 13.96428571] ; [1.96428571 9.03571429],0
s2,1,0.976445,0.000872,[ 5 13] ; [3 8],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
a7,1,0.976445,0.000872,[ 5 13] ; [3 8],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
