Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,154.28789,[119  24] ; [ 52 213],[59.93382353 83.06617647] ; [111.06617647 153.93382353],1
s6,1,0.0,51.704524,[110  30] ; [109 156],[75.7037037 64.2962963] ; [143.2962963 121.7037037],1
s7,1,0.0,50.706393,[68 74] ; [ 38 217],[ 37.91435768 104.08564232] ; [ 68.08564232 186.91435768],1
s5,1,0.0,38.521124,[62 76] ; [ 43 221],[ 36.04477612 101.95522388] ; [ 68.95522388 195.04477612],1
s4,1,2e-06,23.100019,[ 38 103] ; [ 24 243],[ 21.42647059 119.57352941] ; [ 40.57352941 226.42647059],1
a7,1,0.002793,8.938237,[118  25] ; [186  84],[105.2590799  37.7409201] ; [198.7409201  71.2590799],0
s1,1,0.006659,7.362696,[  8 133] ; [  3 266],[  3.78292683 137.21707317] ; [  7.21707317 261.78292683],0
p10,1,0.016727,5.724805,[134   9] ; [230  38],[126.64720195  16.35279805] ; [237.35279805  30.64720195],0
p12,1,0.025565,4.985219,[ 13 131] ; [ 10 258],[  8.03883495 135.96116505] ; [ 14.96116505 253.03883495],0
d4,1,0.037772,4.315269,[122  21] ; [207  63],[113.91525424  29.08474576] ; [215.08474576  54.91525424],0
p6,1,0.065231,3.399133,[51 92] ; [ 71 193],[ 42.86486486 100.13513514] ; [ 79.13513514 184.86486486],0
u1,1,0.065598,3.389885,[ 24 120] ; [ 28 242],[ 18.08695652 125.91304348] ; [ 33.91304348 236.08695652],0
r2,1,0.094462,2.796649,[137   6] ; [243  23],[132.8606357  10.1393643] ; [247.1393643  18.8606357],0
n1,1,0.101567,2.680767,[ 7 26] ; [23 38],[10.53191489 22.46808511] ; [19.46808511 41.53191489],0
u3,1,0.110772,2.543171,[29 20] ; [41 50],[24.5 24.5] ; [45.5 45.5],0
p8,1,0.122124,2.389864,[63 80] ; [138 127],[70.44852941 72.55147059] ; [130.55147059 134.44852941],0
d3,1,0.122974,2.379029,[104  38] ; [177  92],[97.08515815 44.91484185] ; [183.91484185  85.08515815],0
r1,1,0.133381,2.2527,[111  32] ; [191  79],[104.56658596  38.43341404] ; [197.43341404  72.56658596],0
p4,1,0.136511,2.216859,[86 58] ; [139 128],[78.83211679 65.16788321] ; [146.16788321 120.83211679],0
a1,1,0.143007,2.145305,[ 10 134] ; [ 10 260],[  6.95652174 137.04347826] ; [ 13.04347826 256.95652174],0
