Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,69.711797,[258  79] ; [58 96],[216.88798371 120.11201629] ; [99.11201629 54.88798371],1
d3,1,0.0,68.79707,[260  76] ; [60 94],[219.42857143 116.57142857] ; [100.57142857  53.42857143],1
d4,1,0.0,26.508793,[284  53] ; [97 56],[262.03469388  74.96530612] ; [118.96530612  34.03469388],1
r3,1,2e-06,22.3122,[316  19] ; [124  30],[301.43149284  33.56850716] ; [138.56850716  15.43149284],1
r4,1,3e-06,21.615525,[291  47] ; [105  49],[272.04878049  65.95121951] ; [123.95121951  30.04878049],1
a2,1,7e-06,20.222146,[ 82 256] ; [ 11 143],[ 63.8902439 274.1097561] ; [ 29.1097561 124.8902439],1
r1,1,1.3e-05,19.015087,[267  68] ; [94 60],[247.31083845  87.68916155] ; [113.68916155  40.31083845],1
b5,1,1.7e-05,18.487516,[231 107] ; [74 80],[209.53252033 128.46747967] ; [95.46747967 58.53252033],1
d5,1,1.9e-05,18.299279,[271  66] ; [96 58],[251.89205703  85.10794297] ; [115.10794297  38.89205703],1
d1,1,2.6e-05,17.683549,[192 146] ; [56 98],[170.37398374 167.62601626] ; [77.62601626 76.37398374],1
u1,1,0.000112,14.919766,[ 55 283] ; [  6 148],[ 41.90650407 296.09349593] ; [ 19.09349593 134.90650407],1
a5,1,0.00047,12.229946,[233 105] ; [81 73],[215.71544715 122.28455285] ; [98.28455285 55.71544715],1
s6,1,0.000548,11.945226,[207 126] ; [68 82],[189.59627329 143.40372671] ; [85.40372671 64.59627329],1
p2,1,0.001274,10.380224,[262  76] ; [98 56],[247.31707317  90.68292683] ; [112.68292683  41.31707317],0
u3,1,0.003912,8.323999,[65 45] ; [22 39],[55.96491228 54.03508772] ; [31.03508772 29.96491228],0
p10,1,0.004074,8.250522,[244  89] ; [91 60],[230.48553719 102.51446281] ; [104.51446281  46.48553719],0
b1,1,0.005937,7.569263,[104 234] ; [67 87],[117.47560976 220.52439024] ; [ 53.52439024 100.47560976],0
v2,1,0.006672,7.359172,[170 151] ; [58 89],[156.38461538 164.61538462] ; [71.61538462 75.38461538],0
p9,1,0.00827,6.974069,[254  74] ; [99 51],[242.22594142  85.77405858] ; [110.77405858  39.22594142],0
r2,1,0.011625,6.367185,[306  26] ; [127  23],[298.24896266  33.75103734] ; [134.75103734  15.24896266],0
v4,1,0.016018,5.800863,[308  27] ; [128  23],[300.53497942  34.46502058] ; [135.46502058  15.53497942],0
p8,1,0.016269,5.773566,[126 204] ; [ 41 111],[114.33609959 215.66390041] ; [52.66390041 99.33609959],0
s2,1,0.024686,5.045771,[155 179] ; [54 98],[143.63374486 190.36625514] ; [65.36625514 86.63374486],0
a8,1,0.062131,3.479554,[ 48 263] ; [ 13 131],[ 41.69450549 269.30549451] ; [ 19.30549451 124.69450549],0
p4,1,0.069952,3.28414,[124 212] ; [ 43 108],[115.21971253 220.78028747] ; [51.78028747 99.21971253],0
u2,1,0.082032,3.024166,[63 47] ; [26 34],[57.58823529 52.41176471] ; [31.41176471 28.58823529],0
v3,1,0.139361,2.184998,[105 221] ; [ 38 111],[ 98.14315789 227.85684211] ; [ 44.85684211 104.14315789],0
s8,1,0.147984,2.092905,[117 220] ; [ 43 110],[110.04081633 226.95918367] ; [ 49.95918367 103.04081633],0
n6,1,0.148769,2.084831,[261  74] ; [110  43],[254.68237705  80.31762295] ; [116.31762295  36.68237705],0
a3,1,0.163123,1.945033,[226 110] ; [93 60],[219.19018405 116.80981595] ; [99.80981595 53.19018405],0
n5,1,0.192727,1.69665,[218 116] ; [109  44],[224.26694045 109.73305955] ; [102.73305955  50.26694045],0
s3,1,0.223981,1.478679,[170 159] ; [69 82],[163.81458333 165.18541667] ; [75.18541667 75.81458333],0
u4,1,0.247605,1.336767,[  7 331] ; [  1 153],[  5.49593496 332.50406504] ; [  2.50406504 151.49593496],0
b3,1,0.274636,1.193443,[ 57 126] ; [34 56],[ 61. 122.] ; [30. 60.],0
b2,1,0.274636,1.193443,[ 57 126] ; [34 56],[ 61. 122.] ; [30. 60.],0
p12,1,0.299624,1.075868,[ 11 325] ; [  8 145],[ 13.05521472 322.94478528] ; [  5.94478528 147.05521472],0
b4,1,0.340518,0.908481,[202 136] ; [85 69],[197.16666667 140.83333333] ; [89.83333333 64.16666667],0
s4,1,0.359015,0.841335,[ 59 274] ; [ 22 131],[ 55.5 277.5] ; [ 25.5 127.5],0
s7,1,0.37999,0.770734,[127 201] ; [50 95],[122.73995772 205.26004228] ; [54.26004228 90.73995772],0
p11,1,0.396983,0.717446,[241  97] ; [104  50],[237.01219512 100.98780488] ; [107.98780488  46.01219512],0
a1,1,0.406896,0.687851,[ 14 324] ; [  9 145],[ 15.80081301 322.19918699] ; [  7.19918699 146.80081301],0
s1,1,0.606071,0.265936,[ 12 317] ; [  7 144],[ 13.02291667 315.97708333] ; [  5.97708333 145.02291667],0
n2,1,0.615278,0.25256,[67 30] ; [48 18],[68.43558282 28.56441718] ; [46.56441718 19.43558282],0
p7,1,0.624358,0.23979,[153 172] ; [67 83],[150.52631579 174.47368421] ; [69.47368421 80.52631579],0
n3,1,0.647103,0.209572,[65 32] ; [40 23],[63.65625 33.34375] ; [41.34375 21.65625],0
n1,1,0.740105,0.110034,[33 63] ; [24 41],[33.98757764 62.01242236] ; [23.01242236 41.98757764],0
a4,1,0.782036,0.076544,[133 204] ; [62 90],[134.38650307 202.61349693] ; [60.61349693 91.38650307],0
n4,1,0.830711,0.045706,[228 108] ; [103  51],[226.97142857 109.02857143] ; [104.02857143  49.97142857],0
v1,1,0.840048,0.040736,[140 190] ; [63 89],[138.98340249 191.01659751] ; [64.01659751 87.98340249],0
p1,1,0.847594,0.036937,[ 14 322] ; [  7 147],[ 14.4 321.6] ; [  6.6 147.4],0
s5,1,0.861112,0.030611,[ 80 248] ; [ 35 113],[ 79.24369748 248.75630252] ; [ 35.75630252 112.24369748],0
d2,1,0.889442,0.019324,[145 191] ; [65 88],[144.29447853 191.70552147] ; [65.70552147 87.29447853],0
p6,1,0.924362,0.009014,[ 75 260] ; [ 33 117],[ 74.59793814 260.40206186] ; [ 33.40206186 116.59793814],0
