Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,28.926282,[42  6] ; [ 7 20],[31.36 16.64] ; [17.64  9.36],1
s8,1,8.2e-05,15.515767,[38 10] ; [ 9 18],[30.08 17.92] ; [16.92 10.08],1
s5,1,0.001259,10.401011,[23 19] ; [ 4 22],[16.67647059 25.32352941] ; [10.32352941 15.67647059],0
b5,1,0.010666,6.520062,[34 14] ; [11 16],[28.8 19.2] ; [16.2 10.8],0
s6,1,0.014456,5.981538,[37  8] ; [15 12],[32.5 12.5] ; [19.5  7.5],0
s4,1,0.016718,5.725763,[20 28] ; [ 4 23],[15.36 32.64] ; [ 8.64 18.36],0
v4,1,0.044771,4.027229,[44  3] ; [21  6],[41.28378378  5.71621622] ; [23.71621622  3.28378378],0
p6,1,0.164186,1.93524,[25 22] ; [ 9 16],[22.19444444 24.80555556] ; [11.80555556 13.19444444],0
p5,1,0.204807,1.607762,[ 4 43] ; [ 5 22],[ 5.71621622 41.28378378] ; [ 3.28378378 23.71621622],0
r2,1,0.212317,1.555556,[42  3] ; [21  4],[40.5  4.5] ; [22.5  2.5],0
b1,1,0.228081,1.452789,[21 27] ; [ 8 19],[18.56 29.44] ; [10.44 16.56],0
p10,1,0.240644,1.376816,[39  9] ; [18  8],[36.97297297 11.02702703] ; [20.02702703  5.97297297],0
p7,1,0.259897,1.269307,[30 16] ; [14 13],[27.7260274 18.2739726] ; [16.2739726 10.7260274],0
u3,1,0.314854,1.010204,[10  4] ; [4 4],[8.90909091 5.09090909] ; [5.09090909 2.90909091],0
p2,1,0.335924,0.925926,[40  8] ; [20  7],[38.4  9.6] ; [21.6  5.4],0
v2,1,0.345179,0.8911,[24 22] ; [11 16],[22.05479452 23.94520548] ; [12.94520548 14.05479452],0
b2,1,0.35027,0.872478,[13 24] ; [10 11],[14.67241379 22.32758621] ; [ 8.32758621 12.67241379],0
b3,1,0.35027,0.872478,[13 24] ; [10 11],[14.67241379 22.32758621] ; [ 8.32758621 12.67241379],0
a1,1,0.440401,0.595238,[ 4 44] ; [ 1 26],[ 3.2 44.8] ; [ 1.8 25.2],0
d1,1,0.440401,0.595238,[24 24] ; [11 16],[22.4 25.6] ; [12.6 14.4],0
r4,1,0.440937,0.593844,[31 17] ; [15 12],[29.44 18.56] ; [16.56 10.44],0
p9,1,0.459683,0.546665,[41  6] ; [21  5],[39.91780822  7.08219178] ; [22.08219178  3.91780822],0
a6,1,0.459722,0.546572,[26 22] ; [17 10],[27.52 20.48] ; [15.48 11.52],0
p8,1,0.488681,0.479429,[20 26] ; [14 13],[21.42465753 24.57534247] ; [12.57534247 14.42465753],0
u2,1,0.512091,0.429792,[9 5] ; [4 4],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
n6,1,0.51988,0.414131,[36 12] ; [22  5],[37.12 10.88] ; [20.88  6.12],0
a5,1,0.521198,0.411523,[32 16] ; [16 11],[30.72 17.28] ; [17.28  9.72],0
p12,1,0.521979,0.409982,[ 2 46] ; [ 2 24],[ 2.59459459 45.40540541] ; [ 1.40540541 24.59459459],0
n3,1,0.54393,0.368304,[11  5] ; [11  3],[11.73333333  4.26666667] ; [10.26666667  3.73333333],0
p4,1,0.55569,0.347222,[30 18] ; [15 12],[28.8 19.2] ; [16.2 10.8],0
n5,1,0.568242,0.325633,[35 13] ; [18  9],[33.92 14.08] ; [19.08  7.92],0
