Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.018088,5.587583,[8 4] ; [ 80 160],[4.19047619 7.80952381] ; [ 83.80952381 156.19047619],0
s5,1,0.038572,4.279598,[4 7] ; [ 33 207],[1.62151394 9.37848606] ; [ 35.37848606 204.62151394],0
s6,1,0.04449,4.037872,[7 4] ; [ 82 159],[3.88492063 7.11507937] ; [ 85.11507937 155.88492063],0
a8,1,0.051566,3.789807,[3 8] ; [ 21 207],[1.10460251 9.89539749] ; [ 22.89539749 205.10460251],0
b4,1,0.055981,3.652629,[10  2] ; [135 109],[6.796875 5.203125] ; [138.203125 105.796875],0
r1,1,0.066432,3.369047,[5 7] ; [163  79],[7.93700787 4.06299213] ; [160.06299213  81.93700787],0
p9,1,0.07166,3.244588,[11  1] ; [159  79],[8.16 3.84] ; [161.84  76.16],0
b1,1,0.126779,2.331512,[7 5] ; [ 89 155],[4.5 7.5] ; [ 91.5 152.5],0
p1,1,0.128334,2.312539,[ 2 10] ; [ 14 229],[ 0.75294118 11.24705882] ; [ 15.24705882 227.75294118],0
v1,1,0.134668,2.237846,[6 4] ; [ 89 154],[3.75494071 6.24505929] ; [ 91.24505929 151.75494071],0
b5,1,0.139937,2.17865,[10  2] ; [152  92],[7.59375 4.40625] ; [154.40625  89.59375],0
p7,1,0.162554,1.950309,[7 5] ; [ 92 149],[4.69565217 7.30434783] ; [ 94.30434783 146.69565217],0
v3,1,0.185219,1.755242,[5 6] ; [ 64 172],[3.07287449 7.92712551] ; [ 65.92712551 170.07287449],0
p12,1,0.187901,1.733995,[ 1 10] ; [  6 238],[ 0.30196078 10.69803922] ; [  6.69803922 237.30196078],0
b2,1,0.195732,1.673934,[4 3] ; [47 94],[2.41216216 4.58783784] ; [48.58783784 92.41216216],0
b3,1,0.195732,1.673934,[4 3] ; [47 94],[2.41216216 4.58783784] ; [48.58783784 92.41216216],0
u2,1,0.198927,1.650237,[4 1] ; [47 46],[2.60204082 2.39795918] ; [48.39795918 44.60204082],0
d5,1,0.22871,1.448864,[7 5] ; [180  63],[8.8 3.2] ; [178.2  64.8],0
p11,1,0.242642,1.36518,[10  2] ; [164  80],[8.15625 3.84375] ; [165.84375  78.15625],0
d1,1,0.308893,1.035403,[4 8] ; [118 126],[5.71875 6.28125] ; [116.28125 127.71875],0
p4,1,0.323672,0.974052,[5 6] ; [ 76 167],[3.50787402 7.49212598] ; [ 77.49212598 165.50787402],0
a6,1,0.328259,0.955754,[6 6] ; [156  88],[7.59375 4.40625] ; [154.40625  89.59375],0
r2,1,0.379347,0.772818,[9 3] ; [202  37],[10.0876494  1.9123506] ; [200.9123506  38.0876494],0
n5,1,0.392223,0.73204,[9 3] ; [152  90],[7.60629921 4.39370079] ; [153.39370079  88.60629921],0
a5,1,0.403293,0.698485,[9 3] ; [154  90],[7.640625 4.359375] ; [155.359375  88.640625],0
n4,1,0.412997,0.670157,[9 3] ; [154  89],[7.67058824 4.32941176] ; [155.32941176  87.67058824],0
d3,1,0.422446,0.6435,[6 6] ; [149  93],[7.32283465 4.67716535] ; [147.67716535  94.32283465],0
d4,1,0.490154,0.476188,[10  2] ; [181  62],[8.98823529 3.01176471] ; [182.01176471  60.98823529],0
n3,1,0.519438,0.41501,[3 1] ; [50 35],[2.38202247 1.61797753] ; [50.61797753 34.38202247],0
s8,1,0.520615,0.412675,[3 9] ; [ 43 200],[2.16470588 9.83529412] ; [ 43.83529412 199.16470588],0
r3,1,0.527435,0.399331,[11  1] ; [205  36],[10.24505929  1.75494071] ; [205.75494071  35.24505929],0
s2,1,0.632822,0.228253,[ 2 10] ; [ 29 212],[ 1.47035573 10.52964427] ; [ 29.52964427 211.47035573],0
n2,1,0.66233,0.190706,[2 2] ; [53 34],[2.41758242 1.58241758] ; [52.58241758 34.41758242],0
p2,1,0.682598,0.167215,[8 3] ; [163  81],[7.37647059 3.62352941] ; [163.62352941  80.37647059],0
a4,1,0.730867,0.118317,[4 8] ; [ 93 150],[4.56470588 7.43529412] ; [ 92.43529412 150.56470588],0
u3,1,0.731226,0.117988,[2 3] ; [45 49],[2.37373737 2.62626263] ; [44.62626263 49.37373737],0
u1,1,0.798177,0.065386,[ 1 11] ; [ 26 218],[ 1.265625 10.734375] ; [ 25.734375 218.265625],0
a3,1,0.813417,0.055705,[7 5] ; [150  93],[7.38823529 4.61176471] ; [149.61176471  93.38823529],0
v4,1,0.827962,0.047226,[10  2] ; [208  35],[10.25882353  1.74117647] ; [207.74117647  35.25882353],0
s7,1,0.909304,0.012977,[2 9] ; [ 46 189],[2.14634146 8.85365854] ; [ 45.85365854 189.14634146],0
p6,1,0.918951,0.010354,[2 9] ; [ 47 195],[2.13043478 8.86956522] ; [ 46.86956522 195.13043478],0
r4,1,0.924636,0.008948,[9 3] ; [180  64],[8.859375 3.140625] ; [180.140625  63.859375],0
v2,1,0.959769,0.002545,[5 6] ; [105 130],[4.91869919 6.08130081] ; [105.08130081 129.91869919],0
a7,1,0.960632,0.002437,[8 4] ; [159  82],[7.92094862 4.07905138] ; [159.07905138  81.92094862],0
a2,1,0.980094,0.000623,[ 2 10] ; [ 40 204],[ 1.96875 10.03125] ; [ 40.03125 203.96875],0
n6,1,0.987161,0.000259,[9 3] ; [181  61],[8.97637795 3.02362205] ; [181.02362205  60.97637795],0
d2,1,0.996232,2.2e-05,[5 7] ; [101 141],[5.00787402 6.99212598] ; [100.99212598 141.00787402],0
n1,1,1.0,0.0,[1 2] ; [29 58],[1. 2.] ; [29. 58.],0
