Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.00096,10.90373,[ 3 15] ; [60 42],[9.45 8.55] ; [53.55 48.45],1
p7,1,0.003589,8.480825,[12  5] ; [33 66],[ 6.59482759 10.40517241] ; [38.40517241 60.59482759],0
p8,1,0.004612,8.025496,[10  8] ; [23 77],[ 5.03389831 12.96610169] ; [27.96610169 72.03389831],0
b5,1,0.005391,7.743266,[16  2] ; [55 47],[10.65  7.35] ; [60.35 41.65],0
p2,1,0.016181,5.78306,[15  3] ; [54 48],[10.35  7.65] ; [58.65 43.35],0
a3,1,0.017071,5.689109,[ 6 12] ; [64 37],[10.58823529  7.41176471] ; [59.41176471 41.58823529],0
s8,1,0.021623,5.275849,[ 8 10] ; [20 82],[ 4.2 13.8] ; [23.8 78.2],0
n4,1,0.167185,1.908002,[ 6 12] ; [52 50],[8.7 9.3] ; [49.3 52.7],0
r1,1,0.173971,1.848384,[9 9] ; [68 34],[11.55  6.45] ; [65.45 36.55],0
s4,1,0.17612,1.830065,[ 4 14] ; [11 91],[ 2.25 15.75] ; [12.75 89.25],0
v4,1,0.190231,1.715825,[16  2] ; [74 25],[13.84615385  4.15384615] ; [76.15384615 22.84615385],0
p11,1,0.191732,1.704261,[12  6] ; [51 51],[9.45 8.55] ; [53.55 48.45],0
a4,1,0.217652,1.519787,[ 4 14] ; [38 64],[ 6.3 11.7] ; [35.7 66.3],0
n5,1,0.223243,1.483404,[11  7] ; [46 55],[8.62184874 9.37815126] ; [48.37815126 52.62184874],0
s2,1,0.252172,1.311229,[ 8 10] ; [31 70],[ 5.89915966 12.10084034] ; [33.10084034 67.89915966],0
v2,1,0.269045,1.221608,[9 9] ; [34 60],[ 6.91071429 11.08928571] ; [36.08928571 57.91071429],0
n3,1,0.270806,1.212661,[7 2] ; [25 18],[5.53846154 3.46153846] ; [26.46153846 16.53846154],0
p4,1,0.292906,1.106216,[ 7 11] ; [27 74],[ 5.14285714 12.85714286] ; [28.85714286 72.14285714],0
b3,1,0.313143,1.017371,[3 4] ; [15 45],[1.88059701 5.11940299] ; [16.11940299 43.88059701],0
b2,1,0.313143,1.017371,[3 4] ; [15 45],[1.88059701 5.11940299] ; [16.11940299 43.88059701],0
n2,1,0.372355,0.795789,[7 2] ; [28 17],[5.83333333 3.16666667] ; [29.16666667 15.83333333],0
p5,1,0.37766,0.778306,[ 1 17] ; [ 2 98],[ 0.45762712 17.54237288] ; [ 2.54237288 97.45762712],0
u1,1,0.412262,0.672269,[ 2 16] ; [ 6 96],[ 1.2 16.8] ; [ 6.8 95.2],0
r3,1,0.42012,0.649979,[15  3] ; [76 26],[13.65  4.35] ; [77.35 24.65],0
s7,1,0.505275,0.443839,[ 6 11] ; [26 69],[ 4.85714286 12.14285714] ; [27.14285714 67.85714286],0
r4,1,0.531168,0.392157,[12  6] ; [60 42],[10.8  7.2] ; [61.2 40.8],0
a8,1,0.540335,0.37492,[ 1 15] ; [11 86],[ 1.69911504 14.30088496] ; [10.30088496 86.69911504],0
n1,1,0.546802,0.363078,[4 4] ; [17 27],[3.23076923 4.76923077] ; [17.76923077 26.23076923],0
d1,1,0.582361,0.302433,[ 6 12] ; [41 61],[ 7.05 10.95] ; [39.95 62.05],0
d3,1,0.625239,0.238572,[11  6] ; [59 42],[10.08474576  6.91525424] ; [59.91525424 41.08474576],0
b4,1,0.679802,0.170349,[11  7] ; [57 45],[10.2  7.8] ; [57.8 44.2],0
d5,1,0.681495,0.168447,[13  5] ; [68 33],[12.25210084  5.74789916] ; [68.74789916 32.25210084],0
u3,1,0.682601,0.167213,[6 6] ; [21 16],[6.6122449 5.3877551] ; [20.3877551 16.6122449],0
s6,1,0.699745,0.148737,[ 8 10] ; [40 61],[ 7.2605042 10.7394958] ; [40.7394958 60.2605042],0
s5,1,0.70575,0.142559,[ 3 14] ; [14 85],[ 2.49137931 14.50862069] ; [14.50862069 84.49137931],0
r2,1,0.728458,0.120532,[15  3] ; [79 20],[14.46153846  3.53846154] ; [79.53846154 19.46153846],0
a7,1,0.750248,0.101323,[12  6] ; [64 38],[11.4  6.6] ; [64.6 37.4],0
p1,1,0.755977,0.096577,[ 1 17] ; [ 4 97],[ 0.75630252 17.24369748] ; [ 4.24369748 96.75630252],0
s1,1,0.769562,0.085818,[ 1 16] ; [ 8 93],[ 1.29661017 15.70338983] ; [ 7.70338983 93.29661017],0
v1,1,0.773635,0.082727,[ 7 11] ; [35 64],[ 6.46153846 11.53846154] ; [35.53846154 63.46153846],0
d4,1,0.784606,0.074705,[13  5] ; [69 31],[12.50847458  5.49152542] ; [69.49152542 30.50847458],0
d2,1,0.788294,0.072106,[ 6 12] ; [37 64],[ 6.50420168 11.49579832] ; [36.49579832 64.50420168],0
p9,1,0.805228,0.060805,[11  7] ; [58 42],[10.52542373  7.47457627] ; [58.47457627 41.52542373],0
u2,1,0.825283,0.048733,[8 4] ; [24 14],[7.68 4.32] ; [24.32 13.68],0
b1,1,0.878021,0.023556,[9 9] ; [49 53],[8.7 9.3] ; [49.3 52.7],0
a6,1,0.918779,0.010398,[11  7] ; [63 38],[11.19327731  6.80672269] ; [62.80672269 38.19327731],0
v3,1,0.931085,0.007479,[ 4 14] ; [22 73],[ 4.14159292 13.85840708] ; [21.85840708 73.14159292],0
s3,1,0.935473,0.006555,[8 9] ; [46 54],[7.84615385 9.15384615] ; [46.15384615 53.84615385],0
p10,1,0.937729,0.006103,[9 9] ; [51 49],[9.15254237 8.84745763] ; [50.84745763 49.15254237],0
