Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,50.43279,[22 83] ; [141  83],[52.0212766 52.9787234] ; [110.9787234 113.0212766],1
s8,1,0.0,49.874038,[14 91] ; [122 102],[43.40425532 61.59574468] ; [ 92.59574468 131.40425532],1
s7,1,0.0,39.291048,[19 79] ; [124  92],[44.63057325 53.36942675] ; [ 98.36942675 117.63057325],1
s3,1,0.0,39.278499,[32 72] ; [151  72],[58.20183486 45.79816514] ; [124.79816514  98.20183486],1
s5,1,0.0,39.013365,[11 94] ; [100 119],[35.97222222 69.02777778] ; [ 75.02777778 143.97222222],1
p10,1,2e-06,22.711578,[68 37] ; [193  28],[84.06441718 20.93558282] ; [176.93558282  44.06441718],1
p9,1,4.4e-05,16.703106,[72 32] ; [196  27],[85.23547401 18.76452599] ; [182.76452599  40.23547401],1
r3,1,6.4e-05,15.993738,[91 14] ; [217   5],[98.89908257  6.10091743] ; [209.10091743  12.89908257],1
r1,1,0.000338,12.848329,[67 37] ; [183  39],[79.75460123 24.24539877] ; [170.24539877  51.75460123],1
n5,1,0.000941,10.939731,[61 44] ; [168  53],[73.75766871 31.24233129] ; [155.24233129  65.75766871],1
s4,1,0.001363,10.254554,[10 95] ; [ 54 165],[20.74074074 84.25925926] ; [ 43.25925926 175.74074074],0
u1,1,0.001864,9.678869,[ 7 98] ; [ 45 179],[16.59574468 88.40425532] ; [ 35.40425532 188.59574468],0
v4,1,0.002695,9.003116,[92 12] ; [214   7],[97.92  6.08] ; [208.08  12.92],0
d4,1,0.003549,8.501041,[71 33] ; [185  39],[81.17073171 22.82926829] ; [174.82926829  49.17073171],0
p4,1,0.003968,8.298394,[56 49] ; [156  68],[67.65957447 37.34042553] ; [144.34042553  79.65957447],0
r4,1,0.005692,7.645402,[83 22] ; [202  22],[90.95744681 14.04255319] ; [194.04255319  29.95744681],0
a5,1,0.00577,7.620781,[62 43] ; [166  58],[72.76595745 32.23404255] ; [155.23404255  68.76595745],0
u3,1,0.007036,7.263874,[14 24] ; [40 22],[20.52 17.48] ; [33.48 28.52],0
n4,1,0.007392,7.175163,[66 39] ; [171  51],[76.10091743 28.89908257] ; [160.89908257  61.10091743],0
p6,1,0.009463,6.73324,[37 66] ; [114 108],[47.85538462 55.14461538] ; [103.14461538 118.85538462],0
d5,1,0.011551,6.37856,[72 32] ; [183  41],[80.85365854 23.14634146] ; [174.14634146  49.85365854],0
p2,1,0.012022,6.307692,[84 20] ; [203  21],[91. 13.] ; [196.  28.],0
p12,1,0.013604,6.088797,[  1 104] ; [ 17 207],[ 5.74468085 99.25531915] ; [ 12.25531915 211.74468085],0
r2,1,0.014259,6.005844,[90 14] ; [206  12],[95.60248447  8.39751553] ; [200.39751553  17.60248447],0
a7,1,0.015822,5.822526,[65 39] ; [169  55],[74.19512195 29.80487805] ; [159.80487805  64.19512195],0
v1,1,0.021043,5.323258,[38 66] ; [110 109],[47.65325077 56.34674923] ; [100.34674923 118.65325077],0
p5,1,0.04031,4.204804,[ 4 99] ; [ 24 200],[ 8.81957187 94.18042813] ; [ 19.18042813 204.81957187],0
d3,1,0.076872,3.129818,[61 42] ; [155  69],[68.03669725 34.96330275] ; [147.96330275  76.03669725],0
p8,1,0.086219,2.94359,[58 46] ; [147  77],[65. 39.] ; [140.  84.],0
a2,1,0.087226,2.924837,[17 88] ; [ 55 169],[22.9787234 82.0212766] ; [ 49.0212766 174.9787234],0
a8,1,0.095252,2.783298,[10 86] ; [ 37 170],[14.89108911 81.10891089] ; [ 32.10891089 174.89108911],0
s1,1,0.101181,2.686829,[ 6 98] ; [  5 217],[  3.50920245 100.49079755] ; [  7.49079755 214.50920245],0
p11,1,0.124694,2.35735,[77 28] ; [181  43],[82.34042553 22.65957447] ; [175.65957447  48.34042553],0
p3,1,0.138746,2.191812,[48 57] ; [122 102],[54.25531915 50.74468085] ; [115.74468085 108.25531915],0
a1,1,0.148133,2.091376,[  2 103] ; [ 12 212],[  4.46808511 100.53191489] ; [  9.53191489 214.46808511],0
p1,1,0.151147,2.060639,[  3 102] ; [ 15 208],[ 5.76219512 99.23780488] ; [ 12.23780488 210.76219512],0
n3,1,0.167321,1.90678,[26  4] ; [33 12],[23.6  6.4] ; [35.4  9.6],0
a3,1,0.172504,1.861046,[67 37] ; [161  63],[72.29268293 31.70731707] ; [155.70731707  68.29268293],0
a4,1,0.178887,1.806845,[37 68] ; [ 96 127],[42.57621951 62.42378049] ; [ 90.42378049 132.57621951],0
n6,1,0.240301,1.378825,[80 24] ; [183  39],[83.90184049 20.09815951] ; [179.09815951  42.90184049],0
u2,1,0.245567,1.348348,[18 19] ; [37 24],[20.76530612 16.23469388] ; [34.23469388 26.76530612],0
d1,1,0.246557,1.34271,[50 55] ; [122 102],[54.89361702 50.10638298] ; [117.10638298 106.89361702],0
n2,1,0.369358,0.805822,[20 10] ; [35 11],[21.71052632  8.28947368] ; [33.28947368 12.71052632],0
b1,1,0.529042,0.396232,[43 62] ; [100 124],[45.63829787 59.36170213] ; [ 97.36170213 126.63829787],0
b5,1,0.555401,0.34773,[65 40] ; [131  93],[62.55319149 42.44680851] ; [133.44680851  90.55319149],0
a6,1,0.573491,0.316875,[67 38] ; [150  74],[69.25531915 35.74468085] ; [147.74468085  76.25531915],0
d2,1,0.648722,0.207516,[45 60] ; [102 122],[46.91489362 58.08510638] ; [100.08510638 123.91489362],0
v2,1,0.685788,0.163683,[42 60] ; [ 95 123],[43.66875 58.33125] ; [ 93.33125 124.66875],0
b4,1,0.731026,0.118172,[56 49] ; [124 100],[57.44680851 47.55319149] ; [122.55319149 101.44680851],0
n1,1,0.827934,0.047242,[10 19] ; [17 29],[10.44 18.56] ; [16.56 29.44],0
b3,1,0.98939,0.000177,[19 37] ; [49 95],[19.04 36.96] ; [48.96 95.04],0
b2,1,0.98939,0.000177,[19 37] ; [49 95],[19.04 36.96] ; [48.96 95.04],0
