Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.130735,2.28375,[ 7 49] ; [1 1],[ 7.72413793 48.27586207] ; [0.27586207 1.72413793],0
d1,1,0.208912,1.578947,[18 39] ; [2 1],[19. 38.] ; [1. 2.],0
s1,1,0.230382,1.438502,[ 6 51] ; [1 2],[ 6.65 50.35] ; [0.35 2.65],0
a2,1,0.295782,1.093117,[ 7 50] ; [1 2],[ 7.6 49.4] ; [0.4 2.6],0
p10,1,0.326033,0.964593,[21 34] ; [2 1],[21.81034483 33.18965517] ; [1.18965517 1.81034483],0
p11,1,0.43897,0.598972,[25 32] ; [2 1],[25.65 31.35] ; [1.35 1.65],0
d3,1,0.43897,0.598972,[25 32] ; [2 1],[25.65 31.35] ; [1.35 1.65],0
a6,1,0.476215,0.507519,[26 31] ; [2 1],[26.6 30.4] ; [1.4 1.6],0
p9,1,0.49159,0.473045,[25 29] ; [2 1],[25.57894737 28.42105263] ; [1.42105263 1.57894737],0
b1,1,0.553617,0.350877,[29 28] ; [1 2],[28.5 28.5] ; [1.5 1.5],0
a5,1,0.634833,0.225564,[30 27] ; [2 1],[30.4 26.6] ; [1.6 1.4],0
a7,1,0.634833,0.225564,[27 30] ; [1 2],[26.6 30.4] ; [1.4 1.6],0
p8,1,0.674374,0.176528,[13 44] ; [1 2],[13.3 43.7] ; [0.7 2.3],0
a3,1,0.700683,0.147762,[31 25] ; [2 1],[31.3220339 24.6779661] ; [1.6779661 1.3220339],0
d5,1,0.719886,0.128602,[32 25] ; [2 1],[32.3 24.7] ; [1.7 1.3],0
r4,1,0.732356,0.116959,[14 43] ; [1 2],[14.25 42.75] ; [0.75 2.25],0
p3,1,0.732356,0.116959,[14 43] ; [1 2],[14.25 42.75] ; [0.75 2.25],0
r3,1,0.745012,0.10577,[32 24] ; [2 1],[32.27118644 23.72881356] ; [1.72881356 1.27118644],0
p2,1,0.745171,0.105634,[22 35] ; [1 1],[22.22033898 34.77966102] ; [0.77966102 1.22033898],0
r1,1,0.854995,0.033397,[22 35] ; [1 2],[21.85 35.15] ; [1.15 1.85],0
b4,1,0.854995,0.033397,[35 22] ; [2 1],[35.15 21.85] ; [1.85 1.15],0
s6,1,0.897151,0.016708,[17 40] ; [1 2],[17.1 39.9] ; [0.9 2.1],0
s3,1,0.929573,0.007811,[17 38] ; [1 2],[17.06896552 37.93103448] ; [0.93103448 2.06896552],0
v1,1,0.965707,0.001848,[18 38] ; [1 2],[18.03389831 37.96610169] ; [0.96610169 2.03389831],0
a4,1,0.965707,0.001848,[18 38] ; [1 2],[18.03389831 37.96610169] ; [0.96610169 2.03389831],0
v2,1,0.965707,0.001848,[18 38] ; [1 2],[18.03389831 37.96610169] ; [0.96610169 2.03389831],0
n6,1,1.0,0.0,[28 28] ; [1 1],[28. 28.] ; [1. 1.],0
