Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,31.728343,[126  15] ; [21 21],[113.26229508  27.73770492] ; [33.73770492  8.26229508],1
p10,1,0.0,25.562314,[119  21] ; [21 23],[106.52173913  33.47826087] ; [33.47826087 10.52173913],1
p11,1,1e-06,24.904522,[124  18] ; [23 21],[112.22580645  29.77419355] ; [34.77419355  9.22580645],1
p7,1,1e-06,24.151312,[100  41] ; [13 31],[86.12432432 54.87567568] ; [26.87567568 17.12432432],1
n4,1,3.8e-05,16.949028,[121  20] ; [25 19],[111.27567568  29.72432432] ; [34.72432432  9.27567568],1
n5,1,6.5e-05,15.963936,[118  23] ; [24 20],[108.22702703  32.77297297] ; [33.77297297 10.22702703],1
p8,1,0.00152,10.053687,[76 63] ; [12 32],[66.84153005 72.15846995] ; [21.15846995 22.84153005],0
n6,1,0.002354,9.251012,[123  17] ; [30 14],[116.41304348  23.58695652] ; [36.58695652  7.41304348],0
r3,1,0.002875,8.885017,[134   8] ; [35  9],[129.02150538  12.97849462] ; [39.97849462  4.02150538],0
r1,1,0.004418,8.103302,[114  28] ; [26 18],[106.88172043  35.11827957] ; [33.11827957 10.88172043],0
p3,1,0.004827,7.94321,[86 56] ; [16 28],[77.87096774 64.12903226] ; [24.12903226 19.87096774],0
p4,1,0.005263,7.78691,[82 59] ; [15 29],[73.92972973 67.07027027] ; [23.07027027 20.92972973],0
b1,1,0.020528,5.366453,[62 80] ; [28 16],[68.70967742 73.29032258] ; [21.29032258 22.70967742],0
r4,1,0.021439,5.290732,[124  18] ; [32 12],[119.09677419  22.90322581] ; [36.90322581  7.09677419],0
v4,1,0.030241,4.695565,[131  10] ; [36  8],[127.28108108  13.71891892] ; [39.71891892  4.28108108],0
p6,1,0.030859,4.660773,[53 86] ; [ 9 35],[47.09289617 91.90710383] ; [14.90710383 29.09289617],0
d4,1,0.032407,4.576833,[122  19] ; [32 12],[117.37297297  23.62702703] ; [36.62702703  7.37297297],0
d5,1,0.045076,4.015786,[121  20] ; [32 12],[116.61081081  24.38918919] ; [36.38918919  7.61081081],0
d1,1,0.052377,3.763682,[88 54] ; [20 24],[82.4516129 59.5483871] ; [25.5483871 18.4516129],0
d3,1,0.076886,3.129528,[70 72] ; [15 29],[64.89247312 77.10752688] ; [20.10752688 23.89247312],0
s7,1,0.088696,2.897887,[83 55] ; [18 22],[78.30337079 59.69662921] ; [22.69662921 17.30337079],0
n3,1,0.092389,2.832244,[28  6] ; [11  7],[25.5  8.5] ; [13.5  4.5],0
a3,1,0.100514,2.697361,[119  23] ; [32 12],[115.27956989  26.72043011] ; [35.72043011  8.27956989],0
v1,1,0.129997,2.292535,[76 62] ; [18 25],[71.66850829 66.33149171] ; [22.33149171 20.66850829],0
s3,1,0.139169,2.187128,[82 59] ; [20 24],[77.74054054 63.25945946] ; [24.25945946 19.74054054],0
b5,1,0.227481,1.456544,[63 79] ; [15 29],[59.5483871 82.4516129] ; [18.4516129 25.5483871],0
s6,1,0.228706,1.448891,[94 44] ; [25 18],[90.72928177 47.27071823] ; [28.27071823 14.72928177],0
a2,1,0.238914,1.386989,[ 19 123] ; [ 3 41],[ 16.79569892 125.20430108] ; [ 5.20430108 38.79569892],0
a8,1,0.278735,1.173249,[ 17 116] ; [ 3 41],[ 15.02824859 117.97175141] ; [ 4.97175141 39.02824859],0
p5,1,0.301988,1.065394,[ 18 124] ; [ 3 40],[ 16.11891892 125.88108108] ; [ 4.88108108 38.11891892],0
r2,1,0.348369,0.87939,[130  10] ; [38  5],[128.52459016  11.47540984] ; [39.47540984  3.52459016],0
s1,1,0.35156,0.867818,[  5 136] ; [ 3 41],[  6.0972973 134.9027027] ; [ 1.9027027 42.0972973],0
u2,1,0.387556,0.746596,[12 11] ; [4 7],[10.82352941 12.17647059] ; [5.17647059 5.82352941],0
v2,1,0.406084,0.690237,[72 68] ; [19 24],[69.61748634 70.38251366] ; [21.38251366 21.61748634],0
u1,1,0.466829,0.529471,[ 11 131] ; [ 2 42],[  9.92473118 132.07526882] ; [ 3.07526882 40.92473118],0
s8,1,0.468609,0.525255,[75 67] ; [20 23],[72.91891892 69.08108108] ; [22.08108108 20.91891892],0
v3,1,0.471566,0.518303,[61 78] ; [15 25],[59.01675978 79.98324022] ; [16.98324022 23.01675978],0
d2,1,0.485092,0.487395,[83 59] ; [22 20],[81.0326087 60.9673913] ; [23.9673913 18.0326087],0
b2,1,0.491592,0.47304,[48 49] ; [17 13],[49.64566929 47.35433071] ; [15.35433071 14.64566929],0
b3,1,0.491592,0.47304,[48 49] ; [17 13],[49.64566929 47.35433071] ; [15.35433071 14.64566929],0
s5,1,0.495737,0.464052,[57 80] ; [15 27],[55.10614525 81.89385475] ; [16.89385475 25.10614525],0
n1,1,0.528612,0.397059,[14 20] ; [10 10],[15.11111111 18.88888889] ; [ 8.88888889 11.11111111],0
p12,1,0.645821,0.21121,[  9 131] ; [ 2 42],[  8.36956522 131.63043478] ; [ 2.63043478 41.36956522],0
p1,1,0.652669,0.202551,[ 10 132] ; [ 4 40],[ 10.68817204 131.31182796] ; [ 3.31182796 40.68817204],0
s4,1,0.683792,0.165889,[ 25 116] ; [ 9 35],[ 25.91351351 115.08648649] ; [ 8.08648649 35.91351351],0
u3,1,0.689095,0.160066,[ 8 15] ; [5 7],[ 8.54285714 14.45714286] ; [4.45714286 7.54285714],0
s2,1,0.699169,0.149338,[72 69] ; [21 23],[70.88108108 70.11891892] ; [22.11891892 21.88108108],0
