Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,41.899237,[105   1] ; [14 10],[97.03076923  8.96923077] ; [21.96923077  2.03076923],1
v4,1,0.0,28.317299,[103   2] ; [15  8],[96.796875  8.203125] ; [21.203125  1.796875],1
r1,1,1e-06,23.370021,[84 22] ; [ 7 17],[74.2 31.8] ; [16.8  7.2],1
r2,1,1.8e-05,18.40365,[99  7] ; [14  9],[92.85271318 13.14728682] ; [20.14728682  2.85271318],1
n3,1,0.004161,8.212352,[27  2] ; [6 5],[23.925  5.075] ; [9.075 1.925],0
d1,1,0.00779,7.081012,[49 57] ; [ 4 20],[43.21538462 62.78461538] ; [ 9.78461538 14.21538462],0
p9,1,0.010799,6.498033,[84 22] ; [13 11],[79.09230769 26.90769231] ; [17.90769231  6.09230769],0
v2,1,0.012397,6.253153,[55 45] ; [ 6 17],[49.59349593 50.40650407] ; [11.40650407 11.59349593],0
n6,1,0.013444,6.109777,[75 29] ; [11 13],[69.875 34.125] ; [16.125  7.875],0
d3,1,0.017813,5.614402,[73 32] ; [10 13],[68.0859375 36.9140625] ; [14.9140625  8.0859375],0
v3,1,0.024042,5.091584,[31 69] ; [ 2 22],[26.61290323 73.38709677] ; [ 6.38709677 17.61290323],0
d5,1,0.028023,4.826652,[73 32] ; [11 13],[68.37209302 36.62790698] ; [15.62790698  8.37209302],0
s6,1,0.031817,4.608337,[68 36] ; [10 14],[63.375 40.625] ; [14.625  9.375],0
b1,1,0.033335,4.528473,[41 65] ; [15  9],[45.66153846 60.33846154] ; [10.33846154 13.66153846],0
p11,1,0.036737,4.362547,[80 26] ; [13 11],[75.83076923 30.16923077] ; [17.16923077  6.83076923],0
b4,1,0.041394,4.15982,[64 42] ; [ 9 15],[59.52307692 46.47692308] ; [13.47692308 10.52307692],0
s8,1,0.045738,3.991215,[40 65] ; [ 4 20],[35.81395349 69.18604651] ; [ 8.18604651 15.81395349],0
a5,1,0.052561,3.757818,[71 35] ; [11 13],[66.86153846 39.13846154] ; [15.13846154  8.86153846],0
p10,1,0.090213,2.870575,[80 26] ; [14 10],[76.64615385 29.35384615] ; [17.35384615  6.64615385],0
s1,1,0.098665,2.726989,[  2 104] ; [ 2 22],[  3.26153846 102.73846154] ; [ 0.73846154 23.26153846],0
p3,1,0.100532,2.697087,[55 51] ; [ 8 16],[51.36923077 54.63076923] ; [11.63076923 12.36923077],0
a7,1,0.101314,2.684733,[75 30] ; [13 11],[71.62790698 33.37209302] ; [16.37209302  7.62790698],0
d4,1,0.110494,2.547138,[82 23] ; [15  9],[78.95348837 26.04651163] ; [18.04651163  5.95348837],0
a2,1,0.151624,2.055836,[16 90] ; [ 1 23],[13.86153846 92.13846154] ; [ 3.13846154 20.86153846],0
s5,1,0.163149,1.94479,[33 70] ; [ 4 19],[30.24603175 72.75396825] ; [ 6.75396825 16.24603175],0
a6,1,0.164441,1.932909,[65 41] ; [11 13],[61.96923077 44.03076923] ; [14.03076923  9.96923077],0
d2,1,0.180121,1.796623,[42 64] ; [ 6 18],[39.13846154 66.86153846] ; [ 8.86153846 15.13846154],0
n1,1,0.21706,1.523701,[ 5 23] ; [4 7],[ 6.46153846 21.53846154] ; [2.53846154 8.46153846],0
a3,1,0.245214,1.350364,[69 37] ; [12 11],[66.55813953 39.44186047] ; [14.44186047  8.55813953],0
p2,1,0.251313,1.315991,[89 16] ; [18  6],[87.09302326 17.90697674] ; [19.90697674  4.09302326],0
a4,1,0.310462,1.028711,[38 68] ; [ 6 18],[35.87692308 70.12307692] ; [ 8.12307692 15.87692308],0
u3,1,0.353842,0.859632,[20 15] ; [5 7],[18.61702128 16.38297872] ; [6.38297872 5.61702128],0
b2,1,0.361755,0.83179,[16 38] ; [ 2 10],[14.72727273 39.27272727] ; [3.27272727 8.72727273],0
b3,1,0.361755,0.83179,[16 38] ; [ 2 10],[14.72727273 39.27272727] ; [3.27272727 8.72727273],0
s3,1,0.439229,0.598296,[55 50] ; [10 13],[53.3203125 51.6796875] ; [11.6796875 11.3203125],0
n2,1,0.439391,0.597871,[22  7] ; [7 4],[21.025  7.975] ; [7.975 3.025],0
s7,1,0.443989,0.585951,[39 61] ; [ 7 16],[37.39837398 62.60162602] ; [ 8.60162602 14.39837398],0
p5,1,0.584305,0.299326,[  6 100] ; [ 2 21],[ 6.57364341 99.42635659] ; [ 1.42635659 21.57364341],0
p6,1,0.599657,0.275514,[37 66] ; [10 14],[38.11811024 64.88188976] ; [ 8.88188976 15.11811024],0
