Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.485188,[162  24] ; [1 5],[157.90625  28.09375] ; [5.09375 0.90625],1
r2,1,3e-06,21.92946,[174   8] ; [3 3],[171.35106383  10.64893617] ; [5.64893617 0.35106383],1
p10,1,0.000621,11.711643,[142  41] ; [1 5],[138.46031746  44.53968254] ; [4.53968254 1.46031746],1
p9,1,0.003979,8.293215,[148  34] ; [2 4],[145.21276596  36.78723404] ; [4.78723404 1.21276596],0
r1,1,0.004139,8.221736,[151  35] ; [2 4],[148.21875  37.78125] ; [4.78125 1.21875],0
a5,1,0.004547,8.051534,[132  54] ; [1 5],[128.84375  57.15625] ; [4.15625 1.84375],0
d3,1,0.012653,6.217053,[123  63] ; [1 5],[120.125  65.875] ; [3.875 2.125],0
p11,1,0.016632,5.734767,[142  44] ; [2 4],[139.5  46.5] ; [4.5 1.5],0
b1,1,0.016864,5.710522,[ 66 120] ; [5 1],[ 68.78125 117.21875] ; [2.21875 3.78125],0
s1,1,0.02964,4.730052,[  4 179] ; [1 5],[  4.84126984 178.15873016] ; [0.15873016 5.84126984],0
v1,1,0.049032,3.874273,[103  77] ; [1 5],[100.64516129  79.35483871] ; [3.35483871 2.64516129],0
n6,1,0.053748,3.720507,[151  34] ; [3 3],[149.16230366  35.83769634] ; [4.83769634 1.16230366],0
p7,1,0.062102,3.480327,[100  81] ; [1 5],[97.75935829 83.24064171] ; [3.24064171 2.75935829],0
s3,1,0.07299,3.214473,[99 85] ; [1 5],[96.84210526 87.15789474] ; [3.15789474 2.84210526],0
a6,1,0.092832,2.824568,[123  62] ; [2 4],[121.07329843  63.92670157] ; [3.92670157 2.07329843],0
s2,1,0.135352,2.230018,[88 97] ; [1 5],[86.20418848 98.79581152] ; [2.79581152 3.20418848],0
p1,1,0.199357,1.647076,[  9 177] ; [1 5],[  9.6875 176.3125] ; [0.3125 5.6875],0
a1,1,0.199357,1.647076,[  9 177] ; [1 5],[  9.6875 176.3125] ; [0.3125 5.6875],0
d4,1,0.205188,1.605055,[159  27] ; [4 2],[157.90625  28.09375] ; [5.09375 0.90625],0
s8,1,0.215722,1.532603,[ 78 108] ; [1 5],[ 76.53125 109.46875] ; [2.46875 3.53125],0
a7,1,0.239806,1.381733,[134  52] ; [3 3],[132.71875  53.28125] ; [4.28125 1.71875],0
p2,1,0.239806,1.381733,[134  52] ; [3 3],[132.71875  53.28125] ; [4.28125 1.71875],0
b4,1,0.243519,1.360108,[111  75] ; [5 1],[112.375  73.625] ; [3.625 2.375],0
n4,1,0.258187,1.278455,[132  53] ; [3 3],[130.7591623  54.2408377] ; [4.2408377 1.7591623],0
d1,1,0.273624,1.198488,[104  82] ; [2 4],[102.6875  83.3125] ; [3.3125 2.6875],0
v4,1,0.286837,1.13441,[174  11] ; [5 1],[173.37696335  11.62303665] ; [5.62303665 0.37696335],0
v3,1,0.391788,0.733385,[93 89] ; [2 4],[91.96808511 90.03191489] ; [3.03191489 2.96808511],0
p6,1,0.397191,0.716813,[ 35 146] ; [2 4],[ 35.81283422 145.18716578] ; [1.18716578 4.81283422],0
p3,1,0.521243,0.411433,[ 53 132] ; [1 5],[ 52.30366492 132.69633508] ; [1.69633508 4.30366492],0
s5,1,0.523878,0.406252,[ 50 125] ; [1 5],[ 49.30939227 125.69060773] ; [1.69060773 4.30939227],0
s6,1,0.678942,0.171319,[107  76] ; [3 3],[106.50793651  76.49206349] ; [3.49206349 2.50793651],0
a4,1,0.730989,0.118205,[ 75 111] ; [2 4],[ 74.59375 111.40625] ; [2.40625 3.59375],0
d2,1,0.733749,0.115697,[ 80 106] ; [3 3],[ 80.40625 105.59375] ; [2.59375 3.40625],0
n1,1,0.747977,0.103239,[12 36] ; [1 2],[12.23529412 35.76470588] ; [0.76470588 2.23529412],0
a3,1,0.756237,0.096364,[134  51] ; [4 2],[133.66492147  51.33507853] ; [4.33507853 1.66492147],0
n3,1,0.796513,0.066493,[36 13] ; [2 1],[35.80769231 13.19230769] ; [2.19230769 0.80769231],0
n2,1,0.796513,0.066493,[36 13] ; [2 1],[35.80769231 13.19230769] ; [2.19230769 0.80769231],0
d5,1,0.798465,0.065195,[147  39] ; [5 1],[147.25  38.75] ; [4.75 1.25],0
n5,1,0.814955,0.054774,[114  70] ; [4 2],[114.27368421  69.72631579] ; [3.72631579 2.27368421],0
b2,1,0.841336,0.040074,[41 64] ; [1 2],[40.83333333 64.16666667] ; [1.16666667 1.83333333],0
b3,1,0.841336,0.040074,[41 64] ; [1 2],[40.83333333 64.16666667] ; [1.16666667 1.83333333],0
s7,1,0.843567,0.03894,[ 80 100] ; [2 3],[ 79.78378378 100.21621622] ; [2.21621622 2.78378378],0
s4,1,0.943082,0.005098,[ 29 157] ; [1 5],[ 29.0625 156.9375] ; [0.9375 5.0625],0
a2,1,0.945858,0.004612,[ 33 153] ; [1 5],[ 32.9375 153.0625] ; [1.0625 4.9375],0
u3,1,0.957403,0.002853,[25 27] ; [1 1],[25.03703704 26.96296296] ; [0.96296296 1.03703704],0
