Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,25.585825,[31 12] ; [ 1 20],[21.5 21.5] ; [10.5 10.5],1
p10,1,0.007516,7.145242,[37  4] ; [13  8],[33.06451613  7.93548387] ; [16.93548387  4.06451613],0
p11,1,0.010378,6.568798,[37  6] ; [12  9],[32.921875 10.078125] ; [16.078125  4.921875],0
a5,1,0.013482,6.104783,[32 11] ; [ 9 12],[27.546875 15.453125] ; [13.453125  7.546875],0
d4,1,0.03672,4.363347,[38  5] ; [14  7],[34.9375  8.0625] ; [17.0625  3.9375],0
d2,1,0.037483,4.328333,[22 21] ; [ 5 16],[18.140625 24.859375] ; [ 8.859375 12.140625],0
a4,1,0.049073,3.872864,[19 24] ; [ 4 17],[15.453125 27.546875] ; [ 7.546875 13.453125],0
p6,1,0.05564,3.662791,[10 32] ; [10 11],[13.33333333 28.66666667] ; [ 6.66666667 14.33333333],0
b5,1,0.062383,3.472868,[18 25] ; [14  7],[21.5 21.5] ; [10.5 10.5],0
u1,1,0.065575,3.390444,[10 33] ; [ 1 20],[ 7.390625 35.609375] ; [ 3.609375 17.390625],0
a7,1,0.06697,3.355771,[34  9] ; [12  9],[30.90625 12.09375] ; [15.09375  5.90625],0
r2,1,0.067744,3.336864,[41  1] ; [18  3],[39.33333333  2.66666667] ; [19.66666667  1.33333333],0
v2,1,0.087478,2.920176,[25 16] ; [ 8 13],[21.82258065 19.17741935] ; [11.17741935  9.82258065],0
a6,1,0.126973,2.32913,[29 14] ; [10 11],[26.203125 16.796875] ; [12.796875  8.203125],0
n4,1,0.144335,2.131125,[34  9] ; [13  8],[31.578125 11.421875] ; [15.421875  5.578125],0
r3,1,0.146298,2.110437,[40  3] ; [17  4],[38.296875  4.703125] ; [18.703125  2.296875],0
n6,1,0.170864,1.875349,[33 10] ; [12  8],[30.71428571 12.28571429] ; [14.28571429  5.71428571],0
d3,1,0.173482,1.852592,[30 13] ; [11 10],[27.546875 15.453125] ; [13.453125  7.546875],0
b4,1,0.183964,1.765308,[26 17] ; [ 9 12],[23.515625 19.484375] ; [11.484375  9.515625],0
p2,1,0.292528,1.107948,[34  7] ; [15  6],[32.40322581  8.59677419] ; [16.59677419  4.40322581],0
n5,1,0.303562,1.058481,[32 11] ; [13  8],[30.234375 12.765625] ; [14.765625  6.234375],0
v4,1,0.362577,0.828947,[39  3] ; [18  3],[38.  4.] ; [19.  2.],0
r4,1,0.365144,0.820123,[35  8] ; [15  6],[33.59375  9.40625] ; [16.40625  4.59375],0
p8,1,0.365588,0.818607,[19 23] ; [ 7 14],[17.33333333 24.66666667] ; [ 8.66666667 12.33333333],0
p4,1,0.371488,0.798682,[21 21] ; [ 8 13],[19.33333333 22.66666667] ; [ 9.66666667 11.33333333],0
v3,1,0.393248,0.728874,[17 21] ; [ 7 14],[15.45762712 22.54237288] ; [ 8.54237288 12.45762712],0
s1,1,0.449575,0.571724,[ 2 41] ; [ 2 19],[ 2.6875 40.3125] ; [ 1.3125 19.6875],0
s5,1,0.52144,0.411044,[ 9 32] ; [ 3 17],[ 8.06557377 32.93442623] ; [ 3.93442623 16.06557377],0
p9,1,0.530335,0.39375,[33  9] ; [15  6],[32. 10.] ; [16.  5.],0
n3,1,0.536268,0.3825,[9 3] ; [3 2],[8.47058824 3.52941176] ; [3.52941176 1.47058824],0
