Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,7e-06,20.332996,[ 98 202] ; [33 17],[112.28571429 187.71428571] ; [18.71428571 31.28571429],1
s8,1,1e-05,19.470012,[ 80 219] ; [29 21],[ 93.38395415 205.61604585] ; [15.61604585 34.38395415],1
s7,1,0.000255,13.375417,[ 88 195] ; [28 20],[ 99.17824773 183.82175227] ; [16.82175227 31.17824773],1
p3,1,0.000362,12.719865,[ 71 228] ; [24 26],[ 81.38968481 217.61031519] ; [13.61031519 36.38968481],1
s2,1,0.00445,8.090531,[111 184] ; [29 20],[120.05813953 174.94186047] ; [19.94186047 29.05813953],0
d1,1,0.005193,7.811087,[146 154] ; [35 15],[155.14285714 144.85714286] ; [25.85714286 24.14285714],0
p9,1,0.005267,7.785488,[200  91] ; [44  6],[208.2228739  82.7771261] ; [35.7771261 14.2228739],0
n4,1,0.015707,5.835352,[201  99] ; [42  8],[208.28571429  91.71428571] ; [34.71428571 15.28571429],0
a4,1,0.024295,5.073421,[122 176] ; [29 21],[129.3045977 168.6954023] ; [21.6954023 28.3045977],0
p2,1,0.032007,4.598142,[187 113] ; [39 11],[193.71428571 106.28571429] ; [32.28571429 17.71428571],0
b2,1,0.03243,4.575596,[ 57 109] ; [16 13],[ 62.14358974 103.85641026] ; [10.85641026 18.14358974],0
b3,1,0.03243,4.575596,[ 57 109] ; [16 13],[ 62.14358974 103.85641026] ; [10.85641026 18.14358974],0
v2,1,0.041698,4.147433,[127 158] ; [29 19],[133.51351351 151.48648649] ; [22.48648649 25.51351351],0
d2,1,0.046061,3.979371,[133 164] ; [30 20],[139.5129683 157.4870317] ; [23.4870317 26.5129683],0
u4,1,0.057669,3.603192,[  5 295] ; [ 3 47],[  6.85714286 293.14285714] ; [ 1.14285714 48.85714286],0
p8,1,0.060209,3.531628,[ 60 238] ; [16 34],[ 65.08045977 232.91954023] ; [10.91954023 39.08045977],0
s6,1,0.060487,3.523979,[153 143] ; [33 17],[159.12138728 136.87861272] ; [26.87861272 23.12138728],0
v1,1,0.080113,3.062598,[113 179] ; [25 23],[118.51764706 173.48235294] ; [19.48235294 28.51764706],0
n3,1,0.081801,3.028759,[61 40] ; [14  3],[64.19491525 36.80508475] ; [10.80508475  6.19491525],0
v4,1,0.085463,2.957822,[254  45] ; [47  3],[257.87679083  41.12320917] ; [43.12320917  6.87679083],0
d5,1,0.107486,2.590793,[220  80] ; [42  8],[224.57142857  75.42857143] ; [37.42857143 12.57142857],0
d4,1,0.114897,2.485535,[227  72] ; [43  7],[231.31805158  67.68194842] ; [38.68194842 11.31805158],0
r4,1,0.117357,2.45224,[228  72] ; [43  7],[232.28571429  67.71428571] ; [38.71428571 11.28571429],0
r3,1,0.126628,2.333363,[257  41] ; [47  3],[260.32183908  37.67816092] ; [43.67816092  6.32183908],0
r2,1,0.132024,2.268538,[265  33] ; [47  2],[267.94236311  30.05763689] ; [44.05763689  4.94236311],0
n1,1,0.145578,2.117981,[39 66] ; [9 7],[41.65289256 63.34710744] ; [6.34710744 9.65289256],0
r1,1,0.170774,1.876135,[214  85] ; [31 19],[209.89971347  89.10028653] ; [35.10028653 14.89971347],0
s5,1,0.171313,1.871412,[ 57 229] ; [13 32],[ 60.48338369 225.51661631] ; [ 9.51661631 35.48338369],0
p1,1,0.185567,1.752465,[ 20 279] ; [ 6 44],[ 22.27507163 276.72492837] ; [ 3.72492837 46.27507163],0
u1,1,0.186609,1.744186,[ 39 261] ; [10 40],[ 42. 258.] ; [ 7. 43.],0
n6,1,0.188587,1.728623,[219  80] ; [41  9],[222.75071633  76.24928367] ; [37.24928367 12.75071633],0
u2,1,0.190025,1.717424,[53 56] ; [10  5],[55.37903226 53.62096774] ; [7.62096774 7.37903226],0
a5,1,0.197105,1.663696,[194 106] ; [37 13],[198. 102.] ; [33. 17.],0
p12,1,0.203191,1.619288,[ 16 282] ; [ 5 45],[ 17.98275862 280.01724138] ; [ 3.01724138 46.98275862],0
d3,1,0.208098,1.584607,[182 118] ; [35 15],[186. 114.] ; [31. 19.],0
b5,1,0.208098,1.584607,[182 118] ; [35 15],[186. 114.] ; [31. 19.],0
n5,1,0.284285,1.146489,[192 107] ; [36 14],[195.33524355 103.66475645] ; [32.66475645 17.33524355],0
s3,1,0.297369,1.085956,[130 165] ; [26 24],[133.39130435 161.60869565] ; [22.60869565 27.39130435],0
a1,1,0.310055,1.030442,[ 16 284] ; [ 1 49],[ 14.57142857 285.42857143] ; [ 2.42857143 47.57142857],0
a7,1,0.318824,0.993767,[200  99] ; [37 13],[203.04584527  95.95415473] ; [33.95415473 16.04584527],0
u3,1,0.374981,0.787092,[60 50] ; [10  5],[61.6 48.4] ; [8.4 6.6],0
a3,1,0.392911,0.729913,[190 108] ; [35 15],[192.67241379 105.32758621] ; [32.32758621 17.67241379],0
p10,1,0.559842,0.339977,[188 107] ; [34 16],[189.82608696 105.17391304] ; [32.17391304 17.82608696],0
b4,1,0.590602,0.289406,[186 114] ; [29 21],[184.28571429 115.71428571] ; [30.71428571 19.28571429],0
b1,1,0.619341,0.246795,[113 187] ; [17 33],[111.42857143 188.57142857] ; [18.57142857 31.42857143],0
v3,1,0.624677,0.239349,[ 85 200] ; [16 32],[ 86.44144144 198.55855856] ; [14.55855856 33.44144144],0
