Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,61.448719,[57 35] ; [265  16],[79.42091153 12.57908847] ; [242.57908847  38.42091153],1
r2,1,1.2e-05,19.096961,[77 13] ; [274   7],[85.14824798  4.85175202] ; [265.85175202  15.14824798],1
a5,1,3.6e-05,17.059631,[43 49] ; [198  83],[59.44235925 32.55764075] ; [181.55764075  99.44235925],1
d1,1,0.00027,13.268155,[29 63] ; [150 131],[44.15013405 47.84986595] ; [134.84986595 146.15013405],1
d4,1,0.001333,10.295802,[60 32] ; [227  52],[71.16981132 20.83018868] ; [215.83018868  63.16981132],0
v2,1,0.001737,9.80833,[33 56] ; [148 115],[45.76420455 43.23579545] ; [135.23579545 127.76420455],0
r3,1,0.002293,9.298748,[78 14] ; [264  15],[84.80862534  7.19137466] ; [257.19137466  21.80862534],0
a2,1,0.004366,8.124965,[ 8 84] ; [ 62 219],[17.26541555 74.73458445] ; [ 52.73458445 228.26541555],0
a3,1,0.004754,7.970884,[50 41] ; [198  81],[60.99459459 30.00540541] ; [187.00540541  91.99459459],0
s4,1,0.007648,7.114083,[24 68] ; [ 39 239],[15.66486486 76.33513514] ; [ 47.33513514 230.66486486],0
s8,1,0.007843,7.068986,[21 71] ; [106 173],[31.49326146 60.50673854] ; [ 95.50673854 183.49326146],0
v1,1,0.008425,6.940839,[28 60] ; [132 144],[38.68131868 49.31868132] ; [121.31868132 154.68131868],0
a6,1,0.009473,6.731366,[50 42] ; [193  86],[60.25876011 31.74123989] ; [182.74123989  96.25876011],0
a8,1,0.0096,6.7076,[ 4 82] ; [ 40 220],[10.93641618 75.06358382] ; [ 33.06358382 226.93641618],0
u1,1,0.010717,6.511601,[ 4 88] ; [ 40 241],[10.85254692 81.14745308] ; [ 33.14745308 247.85254692],0
n4,1,0.017348,5.66087,[52 40] ; [196  84],[61.33333333 30.66666667] ; [186.66666667  93.33333333],0
s7,1,0.019807,5.428869,[24 65] ; [110 160],[33.22005571 55.77994429] ; [100.77994429 169.22005571],0
a4,1,0.020689,5.35281,[26 66] ; [117 163],[35.3655914 56.6344086] ; [107.6344086 172.3655914],0
s6,1,0.023363,5.141333,[42 48] ; [167 110],[51.25340599 38.74659401] ; [157.74659401 119.25340599],0
d3,1,0.025748,4.972862,[46 44] ; [180 100],[54.97297297 35.02702703] ; [171.02702703 108.97297297],0
p1,1,0.031483,4.626452,[ 9 83] ; [ 11 268],[ 4.95956873 87.04043127] ; [ 15.04043127 263.95956873],0
n1,1,0.058354,3.583557,[ 8 28] ; [33 49],[12.50847458 23.49152542] ; [28.49152542 53.50847458],0
u3,1,0.066582,3.365339,[17 25] ; [48 35],[21.84 20.16] ; [43.16 39.84],0
s3,1,0.08641,2.940021,[39 53] ; [146 131],[46.12466125 45.87533875] ; [138.87533875 138.12466125],0
d5,1,0.088271,2.905628,[61 30] ; [213  67],[67.20754717 23.79245283] ; [206.79245283  73.20754717],0
a7,1,0.090322,2.868627,[55 36] ; [196  84],[61.56603774 29.43396226] ; [189.43396226  90.56603774],0
s2,1,0.141735,2.159018,[33 59] ; [124 154],[39.03783784 52.96216216] ; [117.96216216 160.03783784],0
p11,1,0.17668,1.825328,[60 32] ; [204  77],[65.1152815 26.8847185] ; [198.8847185  82.1152815],0
p7,1,0.187465,1.737431,[37 52] ; [133 135],[42.38095238 46.61904762] ; [127.61904762 140.38095238],0
p12,1,0.204603,1.609209,[ 2 89] ; [ 15 262],[ 4.20380435 86.79619565] ; [ 12.79619565 264.20380435],0
v3,1,0.214691,1.539508,[26 64] ; [ 97 172],[30.8356546 59.1643454] ; [ 92.1643454 176.8356546],0
u4,1,0.237272,1.396728,[ 2 90] ; [  2 279],[ 0.98659517 91.01340483] ; [  3.01340483 277.98659517],0
p2,1,0.281675,1.158988,[62 30] ; [205  75],[66.03225806 25.96774194] ; [200.96774194  79.03225806],0
s5,1,0.303433,1.059044,[19 68] ; [ 74 196],[22.66386555 64.33613445] ; [ 70.33613445 199.66386555],0
n3,1,0.378925,0.774185,[24 13] ; [59 22],[26.02542373 10.97457627] ; [56.97457627 24.02542373],0
p10,1,0.382824,0.761613,[61 29] ; [201  76],[64.2506812 25.7493188] ; [197.7493188  79.2506812],0
n5,1,0.412008,0.673,[56 36] ; [183  96],[59.26684636 32.73315364] ; [179.73315364  99.26684636],0
a1,1,0.426619,0.63201,[ 5 87] ; [ 10 271],[ 3.6997319 88.3002681] ; [ 11.3002681 269.6997319],0
b1,1,0.449814,0.57112,[31 61] ; [107 174],[34.03753351 57.96246649] ; [103.96246649 177.03753351],0
p6,1,0.473796,0.51311,[18 70] ; [ 47 228],[15.75757576 72.24242424] ; [ 49.24242424 225.75757576],0
d2,1,0.477048,0.505603,[34 57] ; [116 163],[36.89189189 54.10810811] ; [113.10810811 165.89189189],0
u2,1,0.523076,0.407825,[20 21] ; [45 37],[21.66666667 19.33333333] ; [43.33333333 38.66666667],0
b4,1,0.621765,0.243395,[51 41] ; [164 117],[53.02949062 38.97050938] ; [161.97050938 119.02949062],0
n6,1,0.670692,0.180793,[70 22] ; [219  61],[71.47311828 20.52688172] ; [217.52688172  62.47311828],0
p5,1,0.743583,0.107002,[ 4 88] ; [ 10 268],[ 3.48108108 88.51891892] ; [ 10.51891892 267.48108108],0
b5,1,0.745682,0.105195,[60 32] ; [178 103],[58.70241287 33.29758713] ; [179.29758713 101.70241287],0
p8,1,0.864687,0.02904,[30 61] ; [ 93 181],[30.66575342 60.33424658] ; [ 92.33424658 181.66575342],0
b2,1,0.878203,0.023485,[17 31] ; [ 52 100],[16.56 31.44] ; [52.44 99.56],0
b3,1,0.878203,0.023485,[17 31] ; [ 52 100],[16.56 31.44] ; [52.44 99.56],0
s1,1,0.88383,0.02135,[ 3 88] ; [ 10 266],[ 3.22343324 87.77656676] ; [  9.77656676 266.22343324],0
