Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,63.259802,[40 68] ; [350 108],[74.41696113 33.58303887] ; [315.58303887 142.41696113],1
n4,1,0.0,26.206442,[55 54] ; [345 113],[76.89594356 32.10405644] ; [323.10405644 134.89594356],1
p10,1,3e-06,21.944877,[65 43] ; [368  85],[83.35828877 24.64171123] ; [349.64171123 103.35828877],1
p11,1,0.0001,15.129487,[69 40] ; [371  89],[84.28822496 24.71177504] ; [355.71177504 104.28822496],1
p9,1,0.000157,14.283958,[72 36] ; [374  77],[86.16815742 21.83184258] ; [359.83184258  91.16815742],1
u3,1,0.006658,7.363104,[29 10] ; [72 72],[21.52459016 17.47540984] ; [79.47540984 64.52459016],0
u2,1,0.010065,6.623398,[28 11] ; [69 73],[20.90055249 18.09944751] ; [76.09944751 65.90055249],0
s5,1,0.011141,6.442723,[18 87] ; [131 315],[28.3938294 76.6061706] ; [120.6061706 325.3938294],0
s6,1,0.019448,5.460749,[56 52] ; [290 163],[66.60962567 41.39037433] ; [279.39037433 173.60962567],0
b3,1,0.019451,5.460521,[13 54] ; [ 90 173],[20.91212121 46.08787879] ; [ 82.08787879 180.91212121],0
b2,1,0.019451,5.460521,[13 54] ; [ 90 173],[20.91212121 46.08787879] ; [ 82.08787879 180.91212121],0
p2,1,0.021112,5.317549,[76 33] ; [366  92],[84.97001764 24.02998236] ; [357.02998236 100.97001764],0
b1,1,0.024527,5.056972,[49 60] ; [154 306],[38.88752197 70.11247803] ; [164.11247803 295.88752197],0
u1,1,0.026217,4.941663,[  9 100] ; [ 77 383],[16.4745167 92.5254833] ; [ 69.5254833 390.4745167],0
d1,1,0.029269,4.751734,[49 60] ; [260 200],[59.19332162 49.80667838] ; [249.80667838 210.19332162],0
v3,1,0.029709,4.726054,[27 71] ; [174 269],[36.4103512 61.5896488] ; [164.5896488 278.4103512],0
s4,1,0.040231,4.208131,[10 99] ; [ 78 378],[16.97699115 92.02300885] ; [ 71.02300885 384.97699115],0
a4,1,0.04301,4.095011,[35 74] ; [196 263],[44.32922535 64.67077465] ; [186.67077465 272.32922535],0
p3,1,0.04377,4.06543,[33 76] ; [187 272],[42.21830986 66.78169014] ; [177.78169014 281.21830986],0
r4,1,0.048861,3.880106,[93 16] ; [421  39],[98.46397188 10.53602812] ; [415.53602812  44.46397188],0
v1,1,0.048944,3.877288,[40 65] ; [216 227],[49.05109489 55.94890511] ; [206.94890511 236.05109489],0
d2,1,0.049578,3.855657,[40 68] ; [218 241],[49.14285714 58.85714286] ; [208.85714286 250.14285714],0
s7,1,0.083913,2.987439,[33 67] ; [187 254],[40.66543438 59.33456562] ; [179.33456562 261.66543438],0
s1,1,0.089334,2.886337,[  6 102] ; [ 11 441],[  3.27857143 104.72142857] ; [ 13.72142857 438.27857143],0
p8,1,0.102691,2.663242,[37 71] ; [195 260],[44.5044405 63.4955595] ; [187.4955595 267.5044405],0
v4,1,0.106401,2.606885,[97  9] ; [437  21],[100.36170213   5.63829787] ; [433.63829787  24.36170213],0
a2,1,0.107677,2.587988,[17 92] ; [104 356],[23.17926186 85.82073814] ; [ 97.82073814 362.17926186],0
d5,1,0.128211,2.314027,[80 28] ; [371  89],[85.75352113 22.24647887] ; [365.24647887  94.75352113],0
s8,1,0.132628,2.26147,[33 76] ; [174 284],[39.79365079 69.20634921] ; [167.20634921 290.79365079],0
p4,1,0.142253,2.153419,[44 64] ; [222 235],[50.8460177 57.1539823] ; [215.1539823 241.8460177],0
p5,1,0.203606,1.616318,[  4 104] ; [ 32 423],[  6.90586146 101.09413854] ; [ 29.09413854 425.90586146],0
p7,1,0.213752,1.545833,[48 58] ; [235 217],[53.75985663 52.24014337] ; [229.24014337 222.75985663],0
r2,1,0.234264,1.414785,[97 10] ; [428  28],[99.77797513  7.22202487] ; [425.22202487  30.77797513],0
p12,1,0.254608,1.297841,[  3 104] ; [ 25 433],[  5.30265487 101.69734513] ; [ 22.69734513 435.30265487],0
a3,1,0.285584,1.140325,[69 40] ; [315 144],[73.69014085 35.30985915] ; [310.30985915 148.69014085],0
v2,1,0.371537,0.798519,[50 49] ; [244 196],[54. 45.] ; [240. 200.],0
a8,1,0.376922,0.780716,[11 91] ; [ 59 359],[13.73076923 88.26923077] ; [ 56.26923077 361.73076923],0
s2,1,0.389273,0.741213,[45 63] ; [210 244],[49.00355872 58.99644128] ; [205.99644128 248.00355872],0
u4,1,0.457889,0.551051,[  1 108] ; [  9 451],[  1.91564148 107.08435852] ; [  8.08435852 451.91564148],0
n2,1,0.49026,0.475955,[26 10] ; [81 23],[27.51428571  8.48571429] ; [79.48571429 24.51428571],0
a7,1,0.515662,0.422561,[76 33] ; [335 125],[78.73286467 30.26713533] ; [332.26713533 127.73286467],0
a1,1,0.546845,0.363,[  4 105] ; [ 12 448],[  3.06502636 105.93497364] ; [ 12.93497364 447.06502636],0
d3,1,0.573087,0.317544,[69 39] ; [307 153],[71.49295775 36.50704225] ; [304.50704225 155.49295775],0
d4,1,0.615279,0.252559,[84 23] ; [371  89],[85.86419753 21.13580247] ; [369.13580247  90.86419753],0
r1,1,0.682177,0.167686,[87 21] ; [360  97],[85.44424779 22.55575221] ; [361.55575221  95.44424779],0
a5,1,0.704692,0.143636,[75 34] ; [325 135],[76.62565905 32.37434095] ; [323.37434095 136.62565905],0
b4,1,0.792943,0.068901,[62 47] ; [268 192],[63.21616872 45.78383128] ; [266.78383128 193.21616872],0
p1,1,0.824775,0.049021,[  6 102] ; [ 23 434],[  5.54336283 102.45663717] ; [ 23.45663717 433.54336283],0
s3,1,0.838294,0.041647,[59 49] ; [242 210],[58.05 49.95] ; [242.95 209.05],0
n3,1,0.884467,0.021115,[26  8] ; [79 26],[25.68345324  8.31654676] ; [79.31654676 25.68345324],0
a6,1,0.92404,0.009091,[74 34] ; [313 147],[73.58450704 34.41549296] ; [313.41549296 146.58450704],0
b5,1,0.941513,0.005383,[67 42] ; [281 179],[66.66432337 42.33567663] ; [281.33567663 178.66432337],0
n1,1,0.973747,0.001083,[12 23] ; [35 68],[11.92028986 23.07971014] ; [35.07971014 67.92028986],0
