Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,42.553795,[253   9] ; [66 24],[237.4375  24.5625] ; [81.5625  8.4375],1
p10,1,0.0,37.658873,[213  50] ; [41 46],[190.86285714  72.13714286] ; [63.13714286 23.86285714],1
p9,1,0.0,28.568711,[218  42] ; [48 38],[199.88439306  60.11560694] ; [66.11560694 19.88439306],1
p2,1,0.0,27.615162,[219  45] ; [50 40],[200.61016949  63.38983051] ; [68.38983051 21.61016949],1
v4,1,2e-06,22.486478,[246  15] ; [69 21],[234.23076923  26.76923077] ; [80.76923077  9.23076923],1
r4,1,1.9e-05,18.270828,[234  31] ; [62 28],[220.95774648  44.04225352] ; [75.04225352 14.95774648],1
b1,1,0.000443,12.342228,[ 81 184] ; [46 44],[ 94.8028169 170.1971831] ; [32.1971831 57.8028169],1
d4,1,0.00089,11.044301,[219  45] ; [59 30],[207.90934844  56.09065156] ; [70.09065156 18.90934844],1
n6,1,0.001917,9.627014,[227  36] ; [64 25],[217.42329545  45.57670455] ; [73.57670455 15.42329545],0
u2,1,0.002175,9.395872,[48 30] ; [ 9 22],[40.78899083 37.21100917] ; [16.21100917 14.78899083],0
u3,1,0.003965,8.29968,[45 35] ; [ 8 23],[38.1981982 41.8018018] ; [14.8018018 16.1981982],0
a1,1,0.004961,7.893739,[  9 256] ; [10 80],[ 14.18309859 250.81690141] ; [ 4.81690141 85.18309859],0
d1,1,0.005043,7.86389,[157 108] ; [38 52],[145.56338028 119.43661972] ; [49.43661972 40.56338028],0
p8,1,0.006957,7.283981,[106 152] ; [22 66],[ 95.44508671 162.55491329] ; [32.55491329 55.44508671],0
p7,1,0.006993,7.274744,[137 119] ; [32 55],[126.13411079 129.86588921] ; [42.86588921 44.13411079],0
r1,1,0.015668,5.839784,[211  53] ; [60 29],[202.67422096  61.32577904] ; [68.32577904 20.67422096],0
p4,1,0.016209,5.780084,[111 153] ; [24 63],[101.53846154 162.46153846] ; [33.46153846 53.53846154],0
d5,1,0.016635,5.734481,[214  51] ; [61 28],[205.86158192  59.13841808] ; [69.13841808 19.86158192],0
v1,1,0.019365,5.468247,[130 125] ; [33 57],[120.47826087 134.52173913] ; [42.52173913 47.47826087],0
s6,1,0.021626,5.275641,[170  90] ; [46 43],[160.91690544  99.08309456] ; [55.08309456 33.91690544],0
p12,1,0.031632,4.618333,[ 19 244] ; [ 1 88],[ 14.94318182 248.05681818] ; [ 5.05681818 83.94318182],0
n3,1,0.055085,3.679511,[44 15] ; [20 16],[39.74736842 19.25263158] ; [24.25263158 11.74736842],0
v2,1,0.061747,3.489821,[132 117] ; [36 51],[124.5 124.5] ; [43.5 43.5],0
s1,1,0.06227,3.475873,[  8 248] ; [ 7 83],[ 11.0982659 244.9017341] ; [ 3.9017341 86.0982659],0
d3,1,0.089253,2.887786,[181  84] ; [52 37],[174.42090395  90.57909605] ; [58.57909605 30.42090395],0
b4,1,0.093311,2.816301,[165 100] ; [47 43],[158.25352113 106.74647887] ; [53.74647887 36.25352113],0
s8,1,0.112122,2.524057,[107 157] ; [28 62],[100.6779661 163.3220339] ; [34.3220339 55.6779661],0
b5,1,0.116237,2.467306,[169  96] ; [49 41],[162.73239437 102.26760563] ; [55.26760563 34.73239437],0
a6,1,0.134684,2.237666,[178  87] ; [52 37],[172.17514124  92.82485876] ; [57.82485876 31.17514124],0
r2,1,0.165492,1.923316,[242  18] ; [76 10],[238.95953757  21.04046243] ; [79.04046243  6.95953757],0
s3,1,0.170167,1.881468,[140 117] ; [40 47],[134.47674419 122.52325581] ; [45.52325581 41.47674419],0
a7,1,0.184282,1.762746,[187  77] ; [57 33],[181.96610169  82.03389831] ; [62.03389831 27.96610169],0
p6,1,0.313744,1.014847,[ 71 189] ; [19 68],[ 67.4351585 192.5648415] ; [22.5648415 64.4351585],0
n2,1,0.331548,0.942842,[46 13] ; [27 12],[43.94897959 15.05102041] ; [29.05102041  9.94897959],0
s2,1,0.33986,0.91096,[122 138] ; [37 53],[118.11428571 141.88571429] ; [40.88571429 49.11428571],0
a2,1,0.341929,0.903185,[ 55 210] ; [23 67],[ 58.22535211 206.77464789] ; [19.77464789 70.22535211],0
b3,1,0.373329,0.792555,[ 57 109] ; [21 30],[ 59.66820276 106.33179724] ; [18.33179724 32.66820276],0
b2,1,0.373329,0.792555,[ 57 109] ; [21 30],[ 59.66820276 106.33179724] ; [18.33179724 32.66820276],0
u1,1,0.415039,0.664321,[ 35 230] ; [15 75],[ 37.32394366 227.67605634] ; [12.67605634 77.32394366],0
n1,1,0.48663,0.483969,[24 34] ; [18 19],[25.64210526 32.35789474] ; [16.35789474 20.64210526],0
a4,1,0.57786,0.309708,[117 147] ; [42 46],[119.25 144.75] ; [39.75 48.25],0
s4,1,0.601696,0.272446,[ 32 228] ; [13 77],[ 33.42857143 226.57142857] ; [11.57142857 78.42857143],0
a3,1,0.62654,0.236782,[185  80] ; [59 29],[183.17280453  81.82719547] ; [60.82719547 27.17280453],0
v3,1,0.644635,0.212731,[ 90 165] ; [28 58],[ 88.24046921 166.75953079] ; [29.75953079 56.24046921],0
a5,1,0.654914,0.199761,[192  73] ; [63 27],[190.35211268  74.64788732] ; [64.64788732 25.35211268],0
p1,1,0.66908,0.18268,[ 17 246] ; [ 7 83],[ 17.88101983 245.11898017] ; [ 6.11898017 83.88101983],0
d2,1,0.687939,0.161325,[125 138] ; [44 44],[126.62962963 136.37037037] ; [42.37037037 45.62962963],0
s5,1,0.694341,0.154426,[ 70 185] ; [22 65],[ 68.59649123 186.40350877] ; [23.40350877 63.59649123],0
p5,1,0.714723,0.133605,[ 15 249] ; [ 6 83],[ 15.70538244 248.29461756] ; [ 5.29461756 83.70538244],0
u4,1,0.781734,0.076763,[  4 261] ; [ 1 89],[  3.73239437 261.26760563] ; [ 1.26760563 88.73239437],0
a8,1,0.794255,0.068011,[ 44 201] ; [13 65],[ 43.23529412 201.76470588] ; [13.76470588 64.23529412],0
s7,1,0.834848,0.043467,[113 142] ; [37 49],[112.17008798 142.82991202] ; [37.82991202 48.17008798],0
n5,1,0.9118,0.01227,[217  45] ; [75 15],[217.34090909  44.65909091] ; [74.65909091 15.34090909],0
