Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,22.014019,[28  7] ; [45 82],[15.77160494 19.22839506] ; [57.22839506 69.77160494],1
s1,1,0.526233,0.401661,[ 1 34] ; [  7 121],[ 1.71779141 33.28220859] ; [  6.28220859 121.71779141],0
b5,1,0.564101,0.332653,[20 15] ; [80 48],[21.47239264 13.52760736] ; [78.52760736 49.47239264],0
n2,1,0.692282,0.156626,[7 3] ; [33 19],[6.4516129 3.5483871] ; [33.5483871 18.4516129],0
a3,1,0.745683,0.105195,[17 17] ; [68 60],[17.83950617 16.16049383] ; [67.16049383 60.83950617],0
v3,1,0.747455,0.103682,[ 8 26] ; [26 98],[ 7.3164557 26.6835443] ; [26.6835443 97.3164557],0
b2,1,0.752632,0.099333,[ 3 13] ; [13 45],[ 3.45945946 12.54054054] ; [12.54054054 45.45945946],0
b3,1,0.752632,0.099333,[ 3 13] ; [13 45],[ 3.45945946 12.54054054] ; [12.54054054 45.45945946],0
p8,1,0.773498,0.082831,[15 20] ; [51 76],[14.25925926 20.74074074] ; [51.74074074 75.25925926],0
b4,1,0.795743,0.067008,[20 15] ; [70 58],[19.32515337 15.67484663] ; [70.67484663 57.32515337],0
a7,1,0.823113,0.049971,[23 12] ; [86 41],[23.54938272 11.45061728] ; [85.45061728 41.54938272],0
p6,1,0.840152,0.040682,[ 7 27] ; [ 24 102],[ 6.5875 27.4125] ; [ 24.4125 101.5875],0
d3,1,0.851042,0.035265,[22 13] ; [77 49],[21.52173913 13.47826087] ; [77.47826087 48.52173913],0
u3,1,0.875486,0.024553,[10  8] ; [31 27],[9.71052632 8.28947368] ; [31.28947368 26.71052632],0
p7,1,0.895404,0.017284,[16 17] ; [59 66],[15.66455696 17.33544304] ; [59.33544304 65.66455696],0
n1,1,0.956862,0.002926,[2 8] ; [11 42],[2.06349206 7.93650794] ; [10.93650794 42.06349206],0
a6,1,0.986652,0.00028,[21 14] ; [77 51],[21.04294479 13.95705521] ; [76.95705521 51.04294479],0
