Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.003671,8.439828,[ 6 23] ; [6 2],[ 9.40540541 19.59459459] ; [2.59459459 5.40540541],0
p2,1,0.013015,6.167133,[11 18] ; [7 1],[14.10810811 14.89189189] ; [3.89189189 4.10810811],0
p3,1,0.027639,4.850476,[ 4 25] ; [4 4],[ 6.27027027 22.72972973] ; [1.72972973 6.27027027],0
s6,1,0.030197,4.698025,[ 8 21] ; [5 2],[10.47222222 18.52777778] ; [2.52777778 4.47222222],0
s2,1,0.032125,4.591837,[ 4 24] ; [4 4],[ 6.22222222 21.77777778] ; [1.77777778 6.22222222],0
p7,1,0.040166,4.210876,[ 7 22] ; [5 3],[ 9.40540541 19.59459459] ; [2.59459459 5.40540541],0
v2,1,0.040567,4.194017,[10 19] ; [6 2],[12.54054054 16.45945946] ; [3.45945946 4.54054054],0
b4,1,0.055886,3.655446,[24  5] ; [4 4],[21.94594595  7.05405405] ; [6.05405405 1.94594595],0
s3,1,0.120347,2.412801,[ 9 19] ; [5 3],[10.88888889 17.11111111] ; [3.11111111 4.88888889],0
b5,1,0.179339,1.803093,[14 15] ; [6 2],[15.67567568 13.32432432] ; [4.32432432 3.67567568],0
p8,1,0.19765,1.659652,[ 7 20] ; [4 4],[ 8.48571429 18.51428571] ; [2.51428571 5.48571429],0
u2,1,0.200751,1.636905,[2 6] ; [2 1],[2.90909091 5.09090909] ; [1.09090909 1.90909091],0
s8,1,0.217843,1.518523,[ 5 24] ; [3 5],[ 6.27027027 22.72972973] ; [1.72972973 6.27027027],0
d5,1,0.217843,1.518523,[24  5] ; [5 3],[22.72972973  6.27027027] ; [6.27027027 1.72972973],0
d4,1,0.230549,1.437471,[21  8] ; [4 4],[19.59459459  9.40540541] ; [5.40540541 2.59459459],0
p10,1,0.243878,1.358036,[11 17] ; [5 3],[12.44444444 15.55555556] ; [3.55555556 4.44444444],0
v1,1,0.256839,1.285714,[ 8 20] ; [4 4],[ 9.33333333 18.66666667] ; [2.66666667 5.33333333],0
n6,1,0.422678,0.642857,[13 15] ; [5 3],[14. 14.] ; [4. 4.],0
r4,1,0.423026,0.641893,[10 19] ; [4 4],[10.97297297 18.02702703] ; [3.02702703 4.97297297],0
b1,1,0.476081,0.507827,[14 15] ; [5 3],[14.89189189 14.10810811] ; [4.10810811 3.89189189],0
d2,1,0.476081,0.507827,[14 15] ; [5 3],[14.89189189 14.10810811] ; [4.10810811 3.89189189],0
a3,1,0.486339,0.484615,[21  7] ; [5 3],[20.22222222  7.77777778] ; [5.77777778 2.22222222],0
s5,1,0.496629,0.462132,[ 5 24] ; [2 5],[ 5.63888889 23.36111111] ; [1.36111111 5.63888889],0
a6,1,0.497602,0.460046,[18 11] ; [6 2],[18.81081081 10.18918919] ; [5.18918919 2.81081081],0
n4,1,0.497602,0.460046,[18 11] ; [6 2],[18.81081081 10.18918919] ; [5.18918919 2.81081081],0
p9,1,0.595416,0.281966,[14 13] ; [5 3],[14.65714286 12.34285714] ; [4.34285714 3.65714286],0
s4,1,0.607221,0.264241,[ 2 27] ; [1 7],[ 2.35135135 26.64864865] ; [0.64864865 7.35135135],0
a2,1,0.619864,0.246059,[ 5 24] ; [2 6],[ 5.48648649 23.51351351] ; [1.51351351 6.48648649],0
d1,1,0.663033,0.18986,[12 17] ; [4 4],[12.54054054 16.45945946] ; [3.45945946 4.54054054],0
n2,1,0.706879,0.141414,[6 5] ; [2 1],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
n3,1,0.706879,0.141414,[6 5] ; [2 1],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
a5,1,0.729456,0.119612,[20  9] ; [5 3],[19.59459459  9.40540541] ; [5.40540541 2.59459459],0
a4,1,0.729456,0.119612,[ 9 20] ; [3 5],[ 9.40540541 19.59459459] ; [2.59459459 5.40540541],0
s7,1,0.763341,0.090659,[ 6 20] ; [2 5],[ 6.3030303 19.6969697] ; [1.6969697 5.3030303],0
p11,1,0.794944,0.067546,[13 16] ; [4 4],[13.32432432 15.67567568] ; [3.67567568 4.32432432],0
r1,1,0.794944,0.067546,[13 16] ; [4 4],[13.32432432 15.67567568] ; [3.67567568 4.32432432],0
a8,1,0.842342,0.03956,[ 8 20] ; [2 6],[ 7.77777778 20.22222222] ; [2.22222222 5.77777778],0
n5,1,0.84316,0.039146,[17 12] ; [5 3],[17.24324324 11.75675676] ; [4.75675676 3.24324324],0
d3,1,0.84316,0.039146,[17 12] ; [5 3],[17.24324324 11.75675676] ; [4.75675676 3.24324324],0
s1,1,0.862026,0.030205,[ 3 26] ; [1 7],[ 3.13513514 25.86486486] ; [0.86486486 7.13513514],0
u1,1,0.862026,0.030205,[ 3 26] ; [1 7],[ 3.13513514 25.86486486] ; [0.86486486 7.13513514],0
r2,1,0.869467,0.027006,[16 11] ; [5 3],[16.2 10.8] ; [4.8 3.2],0
b2,1,0.956561,0.002967,[ 5 14] ; [1 3],[ 4.95652174 14.04347826] ; [1.04347826 2.95652174],0
b3,1,0.956561,0.002967,[ 5 14] ; [1 3],[ 4.95652174 14.04347826] ; [1.04347826 2.95652174],0
v3,1,0.959872,0.002531,[ 7 22] ; [2 6],[ 7.05405405 21.94594595] ; [1.94594595 6.05405405],0
