Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,8e-06,19.969036,[25 14] ; [ 6 34],[15.30379747 23.69620253] ; [15.69620253 24.30379747],1
s3,1,0.000976,10.872201,[29 10] ; [15 25],[21.72151899 17.27848101] ; [22.27848101 17.72151899],1
s5,1,0.004631,8.018192,[17 20] ; [ 6 32],[11.34666667 25.65333333] ; [11.65333333 26.34666667],0
a3,1,0.012473,6.242296,[25 13] ; [15 25],[19.48717949 18.51282051] ; [20.51282051 19.48717949],0
s2,1,0.018055,5.590802,[25 14] ; [15 25],[19.74683544 19.25316456] ; [20.25316456 19.74683544],0
s6,1,0.025526,4.987854,[30  9] ; [20 18],[25.32467532 13.67532468] ; [24.67532468 13.32467532],0
p10,1,0.035661,4.413234,[31  8] ; [23 17],[26.65822785 12.34177215] ; [27.34177215 12.65822785],0
v3,1,0.054664,3.692308,[17 22] ; [ 9 30],[13. 26.] ; [13. 26.],0
p3,1,0.056145,3.647747,[23 16] ; [15 25],[18.75949367 20.24050633] ; [19.24050633 20.75949367],0
n4,1,0.066235,3.373949,[30  9] ; [23 17],[26.16455696 12.83544304] ; [26.83544304 13.16455696],0
p2,1,0.066757,3.361015,[36  3] ; [31  9],[33.07594937  5.92405063] ; [33.92405063  6.07594937],0
p8,1,0.114218,2.494864,[29 10] ; [23 17],[25.67088608 13.32911392] ; [26.32911392 13.67088608],0
p5,1,0.117057,2.456267,[ 9 30] ; [ 4 36],[ 6.41772152 32.58227848] ; [ 6.58227848 33.41772152],0
p1,1,0.117057,2.456267,[ 9 30] ; [ 4 36],[ 6.41772152 32.58227848] ; [ 6.58227848 33.41772152],0
b5,1,0.129636,2.296853,[23 16] ; [30 10],[26.16455696 12.83544304] ; [26.83544304 13.16455696],0
n1,1,0.146976,2.103355,[9 3] ; [5 6],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
d4,1,0.150949,2.062632,[31  8] ; [26 14],[28.13924051 10.86075949] ; [28.86075949 11.13924051],0
s4,1,0.166734,1.912067,[10 29] ; [ 5 33],[ 7.5974026 31.4025974] ; [ 7.4025974 30.5974026],0
n5,1,0.2102,1.570049,[32  7] ; [28 12],[29.62025316  9.37974684] ; [30.37974684  9.62025316],0
p9,1,0.2102,1.570049,[32  7] ; [28 12],[29.62025316  9.37974684] ; [30.37974684  9.62025316],0
u2,1,0.236703,1.400124,[10  4] ; [13 12],[8.25641026 5.74358974] ; [14.74358974 10.25641026],0
p4,1,0.269134,1.221156,[28 11] ; [24 16],[25.67088608 13.32911392] ; [26.32911392 13.67088608],0
d2,1,0.311587,1.023936,[ 7 32] ; [11 29],[ 8.88607595 30.11392405] ; [ 9.11392405 30.88607595],0
u3,1,0.327753,0.957755,[9 5] ; [12 13],[7.53846154 6.46153846] ; [13.46153846 11.53846154],0
v1,1,0.364873,0.821053,[21 18] ; [17 22],[19. 20.] ; [19. 20.],0
r1,1,0.379395,0.772662,[28 11] ; [25 15],[26.16455696 12.83544304] ; [26.83544304 13.16455696],0
d1,1,0.405524,0.691886,[12 27] ; [ 9 31],[10.36708861 28.63291139] ; [10.63291139 29.36708861],0
r2,1,0.413815,0.667814,[37  2] ; [36  4],[36.03797468  2.96202532] ; [36.96202532  3.03797468],0
n6,1,0.428743,0.626227,[31  8] ; [28 11],[29.5  9.5] ; [29.5  9.5],0
n2,1,0.537892,0.379461,[10  2] ; [8 3],[9.39130435 2.60869565] ; [8.60869565 2.39130435],0
r3,1,0.541175,0.373367,[37  2] ; [39  1],[37.51898734  1.48101266] ; [38.48101266  1.51898734],0
a1,1,0.541175,0.373367,[ 2 37] ; [ 1 39],[ 1.48101266 37.51898734] ; [ 1.51898734 38.48101266],0
s1,1,0.541175,0.373367,[ 2 37] ; [ 1 39],[ 1.48101266 37.51898734] ; [ 1.51898734 38.48101266],0
p11,1,0.614792,0.253255,[32  7] ; [31  9],[31.10126582  7.89873418] ; [31.89873418  8.10126582],0
p12,1,0.666449,0.185784,[ 4 35] ; [ 3 37],[ 3.4556962 35.5443038] ; [ 3.5443038 36.4556962],0
v2,1,0.731283,0.117937,[18 20] ; [20 19],[18.75324675 19.24675325] ; [19.24675325 19.75324675],0
a4,1,0.73935,0.110699,[ 9 30] ; [ 8 32],[ 8.39240506 30.60759494] ; [ 8.60759494 31.39240506],0
b4,1,0.740572,0.109624,[20 19] ; [22 18],[20.73417722 18.26582278] ; [21.26582278 18.73417722],0
n3,1,0.75235,0.099567,[8 4] ; [8 3],[8.34782609 3.65217391] ; [7.65217391 3.34782609],0
r4,1,0.753675,0.098469,[35  4] ; [35  5],[34.55696203  4.44303797] ; [35.44303797  4.55696203],0
d5,1,0.808294,0.058868,[27 12] ; [26 13],[26.5 12.5] ; [26.5 12.5],0
p7,1,0.839436,0.041053,[32  6] ; [33  7],[31.66666667  6.33333333] ; [33.33333333  6.66666667],0
a8,1,0.868088,0.027585,[ 7 29] ; [ 7 32],[ 6.72 29.28] ; [ 7.28 31.72],0
a7,1,0.876747,0.024054,[25 14] ; [25 13],[25.32467532 13.67532468] ; [24.67532468 13.32467532],0
b2,1,0.883848,0.021343,[12 18] ; [ 8 11],[12.24489796 17.75510204] ; [ 7.75510204 11.24489796],0
b3,1,0.883848,0.021343,[12 18] ; [ 8 11],[12.24489796 17.75510204] ; [ 7.75510204 11.24489796],0
d3,1,0.8953,0.017319,[22 17] ; [22 16],[22.28571429 16.71428571] ; [21.71428571 16.28571429],0
a6,1,0.909276,0.012985,[20 19] ; [20 20],[19.74683544 19.25316456] ; [20.25316456 19.74683544],0
b1,1,0.926029,0.00862,[16 23] ; [16 24],[15.79746835 23.20253165] ; [16.20253165 23.79746835],0
