Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,59.348823,[ 3 43] ; [114  48],[25.875 20.125] ; [91.125 70.875],1
d5,1,0.0,59.222289,[19 27] ; [149  13],[37.15384615  8.84615385] ; [130.84615385  31.15384615],1
d3,1,0.0,43.641741,[13 33] ; [129  33],[31.40384615 14.59615385] ; [110.59615385  51.40384615],1
a5,1,0.001901,9.642363,[27 19] ; [131  31],[34.94230769 11.05769231] ; [123.05769231  38.94230769],0
a3,1,0.002108,9.453404,[20 26] ; [110  51],[28.88888889 17.11111111] ; [101.11111111  59.88888889],0
n6,1,0.009654,6.697604,[33 13] ; [141  20],[38.66666667  7.33333333] ; [135.33333333  25.66666667],0
d2,1,0.011629,6.366636,[12 34] ; [76 86],[19.46153846 26.53846154] ; [68.53846154 93.46153846],0
r4,1,0.014137,6.020895,[36 10] ; [148  14],[40.69230769  5.30769231] ; [143.30769231  18.69230769],0
v1,1,0.019895,5.421109,[19 27] ; [97 63],[25.90291262 20.09708738] ; [90.09708738 69.90291262],0
n4,1,0.027036,4.888479,[28 18] ; [125  37],[33.83653846 12.16346154] ; [119.16346154  42.83653846],0
b1,1,0.033734,4.508135,[21 25] ; [ 47 115],[15.03846154 30.96153846] ; [ 52.96153846 109.03846154],0
u1,1,0.040161,4.211074,[ 2 44] ; [ 26 136],[ 6.19230769 39.80769231] ; [ 21.80769231 140.19230769],0
p1,1,0.06276,3.462904,[ 8 38] ; [ 13 149],[ 4.64423077 41.35576923] ; [ 16.35576923 145.64423077],0
a4,1,0.063277,3.44933,[13 33] ; [70 91],[18.44444444 27.55555556] ; [64.55555556 96.44444444],0
r1,1,0.069063,3.305158,[31 15] ; [129  32],[35.55555556 10.44444444] ; [124.44444444  36.55555556],0
r2,1,0.08234,3.018091,[39  7] ; [147  11],[41.94117647  4.05882353] ; [144.05882353  13.94117647],0
p2,1,0.083657,2.992383,[36 10] ; [143  19],[39.58653846  6.41346154] ; [139.41346154  22.58653846],0
p4,1,0.083926,2.987192,[27 19] ; [116  45],[31.77777778 14.22222222] ; [111.22222222  49.77777778],0
p12,1,0.095059,2.786538,[ 5 41] ; [  7 154],[ 2.66666667 43.33333333] ; [  9.33333333 151.66666667],0
v4,1,0.098912,2.722999,[42  4] ; [157   5],[44.00961538  1.99038462] ; [154.99038462   7.00961538],0
a8,1,0.105758,2.616499,[ 2 41] ; [ 19 120],[ 4.96153846 38.03846154] ; [ 16.03846154 122.96153846],0
p6,1,0.205103,1.605657,[16 30] ; [72 87],[19.74634146 26.25365854] ; [68.25365854 90.74634146],0
b4,1,0.206523,1.595634,[21 25] ; [91 71],[24.76923077 21.23076923] ; [87.23076923 74.76923077],0
s4,1,0.242487,1.366075,[ 7 38] ; [ 15 144],[ 4.85294118 40.14705882] ; [ 17.14705882 141.85294118],0
b3,1,0.273243,1.200392,[ 6 20] ; [32 61],[ 8.30252101 17.69747899] ; [29.69747899 63.30252101],0
b2,1,0.273243,1.200392,[ 6 20] ; [32 61],[ 8.30252101 17.69747899] ; [29.69747899 63.30252101],0
r3,1,0.277137,1.181076,[41  5] ; [152  10],[42.68269231  3.31730769] ; [150.31730769  11.68269231],0
s1,1,0.316283,1.004257,[ 2 43] ; [  3 159],[ 1.08695652 43.91304348] ; [  3.91304348 158.08695652],0
n5,1,0.33617,0.924981,[31 15] ; [120  41],[33.55555556 12.44444444] ; [117.44444444  43.55555556],0
s2,1,0.354183,0.858415,[ 5 40] ; [ 27 134],[ 6.99029126 38.00970874] ; [ 25.00970874 135.99029126],0
n1,1,0.355168,0.854906,[5 6] ; [ 9 21],[3.75609756 7.24390244] ; [10.24390244 19.75609756],0
