Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.005061,7.857654,[30 27] ; [12 35],[23.01923077 33.98076923] ; [18.98076923 28.01923077],0
d1,1,0.00659,7.381566,[29 30] ; [11 36],[22.26415094 36.73584906] ; [17.73584906 29.26415094],0
v4,1,0.025917,4.961574,[39 18] ; [22 25],[33.43269231 23.56730769] ; [27.56730769 19.43269231],0
d5,1,0.029361,4.746326,[40 19] ; [22 25],[34.50943396 24.49056604] ; [27.49056604 19.50943396],0
s5,1,0.059442,3.552872,[13 46] ; [ 4 43],[ 9.46226415 49.53773585] ; [ 7.53773585 39.46226415],0
p4,1,0.067444,3.344153,[13 46] ; [18 29],[17.25471698 41.74528302] ; [13.74528302 33.25471698],0
b1,1,0.078471,3.096286,[25 34] ; [28 19],[29.5 29.5] ; [23.5 23.5],0
v3,1,0.117902,2.444972,[16 42] ; [ 7 40],[12.7047619 45.2952381] ; [10.2952381 36.7047619],0
s3,1,0.148342,2.08922,[23 34] ; [12 33],[19.55882353 37.44117647] ; [15.44117647 29.55882353],0
b3,1,0.153992,2.032258,[13 18] ; [ 8 24],[10.33333333 20.66666667] ; [10.66666667 21.33333333],0
b2,1,0.153992,2.032258,[13 18] ; [ 8 24],[10.33333333 20.66666667] ; [10.66666667 21.33333333],0
p5,1,0.155228,2.020104,[ 5 52] ; [ 1 45],[ 3.32038835 53.67961165] ; [ 2.67961165 43.32038835],0
n2,1,0.178729,1.808163,[14 16] ; [15  8],[16.41509434 13.58490566] ; [12.58490566 10.41509434],0
d3,1,0.18508,1.756354,[34 25] ; [21 26],[30.61320755 28.38679245] ; [24.38679245 22.61320755],0
s8,1,0.18761,1.736289,[ 6 53] ; [ 9 38],[ 8.3490566 50.6509434] ; [ 6.6509434 40.3490566],0
a6,1,0.21443,1.541262,[31 28] ; [19 28],[27.83018868 31.16981132] ; [22.16981132 24.83018868],0
a4,1,0.241334,1.372786,[21 37] ; [12 35],[18.22857143 39.77142857] ; [14.77142857 32.22857143],0
n3,1,0.250174,1.322334,[13 16] ; [14  9],[15.05769231 13.94230769] ; [11.94230769 11.05769231],0
p10,1,0.280091,1.166646,[32 26] ; [20 25],[29.2815534 28.7184466] ; [22.7184466 22.2815534],0
r3,1,0.312427,1.020387,[27 31] ; [26 20],[29.55769231 28.44230769] ; [23.44230769 22.55769231],0
u3,1,0.358196,0.844208,[10 15] ; [ 6 16],[ 8.5106383 16.4893617] ; [ 7.4893617 14.5106383],0
a7,1,0.371594,0.798326,[31 27] ; [21 26],[28.72380952 29.27619048] ; [23.27619048 23.72380952],0
u2,1,0.403559,0.697696,[ 7 17] ; [ 9 13],[ 8.34782609 15.65217391] ; [ 7.65217391 14.34782609],0
v1,1,0.417927,0.656137,[20 37] ; [13 34],[18.08653846 38.91346154] ; [14.91346154 32.08653846],0
u1,1,0.427364,0.629975,[ 3 56] ; [ 1 46],[ 2.22641509 56.77358491] ; [ 1.77358491 45.22641509],0
s4,1,0.435924,0.606989,[ 8 51] ; [ 9 38],[ 9.46226415 49.53773585] ; [ 7.53773585 39.46226415],0
p1,1,0.553831,0.350499,[ 7 51] ; [ 4 43],[ 6.07619048 51.92380952] ; [ 4.92380952 42.07619048],0
a2,1,0.573793,0.316378,[ 7 52] ; [ 4 43],[ 6.12264151 52.87735849] ; [ 4.87735849 42.12264151],0
p11,1,0.617475,0.249432,[26 33] ; [23 24],[27.27358491 31.72641509] ; [21.72641509 25.27358491],0
p8,1,0.625062,0.238817,[15 43] ; [10 36],[13.94230769 44.05769231] ; [11.05769231 34.94230769],0
a1,1,0.648779,0.207443,[ 8 51] ; [ 5 42],[ 7.23584906 51.76415094] ; [ 5.76415094 41.23584906],0
p2,1,0.651524,0.203984,[29 28] ; [26 21],[30.14423077 26.85576923] ; [24.85576923 22.14423077],0
a3,1,0.662246,0.190806,[34 24] ; [25 21],[32.90384615 25.09615385] ; [26.09615385 19.90384615],0
a5,1,0.679434,0.170763,[30 29] ; [22 25],[28.94339623 30.05660377] ; [23.05660377 23.94339623],0
r1,1,0.706186,0.142117,[18 40] ; [13 34],[17.12380952 40.87619048] ; [13.87619048 33.12380952],0
s2,1,0.709231,0.139046,[16 43] ; [11 35],[15.17142857 43.82857143] ; [11.82857143 34.17142857],0
p7,1,0.735849,0.113809,[15 41] ; [14 33],[15.76699029 40.23300971] ; [13.23300971 33.76699029],0
s1,1,0.737499,0.112337,[ 4 55] ; [ 4 43],[ 4.45283019 54.54716981] ; [ 3.54716981 43.45283019],0
n6,1,0.794378,0.067928,[32 25] ; [27 19],[32.65048544 24.34951456] ; [26.34951456 19.65048544],0
b5,1,0.810367,0.057577,[29 30] ; [22 25],[28.38679245 30.61320755] ; [22.61320755 24.38679245],0
v2,1,0.862144,0.030153,[17 40] ; [13 33],[16.60194175 40.39805825] ; [13.39805825 32.60194175],0
s7,1,0.867997,0.027623,[14 44] ; [11 32],[14.35643564 43.64356436] ; [10.64356436 32.35643564],0
n4,1,0.875793,0.024431,[33 26] ; [27 20],[33.39622642 25.60377358] ; [26.60377358 20.39622642],0
b4,1,0.8801,0.022753,[36 23] ; [28 19],[35.62264151 23.37735849] ; [28.37735849 18.62264151],0
n1,1,0.887273,0.020095,[11 19] ; [ 8 15],[10.75471698 19.24528302] ; [ 8.24528302 14.75471698],0
p3,1,0.888585,0.019627,[13 45] ; [10 37],[12.7047619 45.2952381] ; [10.2952381 36.7047619],0
s6,1,0.889627,0.019259,[19 39] ; [16 31],[19.33333333 38.66666667] ; [15.66666667 31.33333333],0
p9,1,0.906222,0.013878,[31 27] ; [23 21],[30.70588235 27.29411765] ; [23.29411765 20.70588235],0
n5,1,0.921276,0.009767,[34 24] ; [28 19],[34.24761905 23.75238095] ; [27.75238095 19.24761905],0
d4,1,0.926798,0.008441,[39 19] ; [32 15],[39.21904762 18.78095238] ; [31.78095238 15.21904762],0
