Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.012412,6.251082,[16 11] ; [ 9 24],[11.25 15.75] ; [13.75 19.25],0
v2,1,0.040936,4.178678,[20  8] ; [15 18],[16.06557377 11.93442623] ; [18.93442623 14.06557377],0
p3,1,0.059537,3.550235,[15 14] ; [ 9 23],[11.40983607 17.59016393] ; [12.59016393 19.40983607],0
n6,1,0.067747,3.336777,[23  6] ; [19 14],[19.64516129  9.35483871] ; [22.35483871 10.64516129],0
a8,1,0.112588,2.517517,[ 4 21] ; [ 1 28],[ 2.31481481 22.68518519] ; [ 2.68518519 26.31481481],0
s7,1,0.113076,2.510697,[13 12] ; [10 22],[10.0877193 14.9122807] ; [12.9122807 19.0877193],0
p6,1,0.1215,2.39788,[ 4 23] ; [10 21],[ 6.51724138 20.48275862] ; [ 7.48275862 23.51724138],0
n1,1,0.130134,2.290909,[6 3] ; [4 8],[4.28571429 4.71428571] ; [5.71428571 6.28571429],0
s5,1,0.131253,2.277618,[ 9 19] ; [ 5 27],[ 6.53333333 21.46666667] ; [ 7.46666667 24.53333333],0
s8,1,0.131253,2.277618,[ 9 19] ; [ 5 27],[ 6.53333333 21.46666667] ; [ 7.46666667 24.53333333],0
b5,1,0.146155,2.11193,[21  8] ; [18 15],[18.24193548 10.75806452] ; [20.75806452 12.24193548],0
n4,1,0.148501,2.087581,[24  5] ; [22 11],[21.51612903  7.48387097] ; [24.48387097  8.51612903],0
p2,1,0.149791,2.074379,[17 12] ; [25  8],[19.64516129  9.35483871] ; [22.35483871 10.64516129],0
b2,1,0.172955,1.857143,[ 4 14] ; [ 9 12],[ 6. 12.] ; [ 7. 14.],0
b3,1,0.172955,1.857143,[ 4 14] ; [ 9 12],[ 6. 12.] ; [ 7. 14.],0
r1,1,0.193276,1.692465,[25  4] ; [24  9],[22.91935484  6.08064516] ; [26.08064516  6.91935484],0
p4,1,0.22355,1.481435,[15 14] ; [12 21],[12.62903226 16.37096774] ; [14.37096774 18.62903226],0
a6,1,0.237485,1.395458,[16 13] ; [23 10],[18.24193548 10.75806452] ; [20.75806452 12.24193548],0
n3,1,0.277291,1.180317,[8 2] ; [7 5],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
s6,1,0.283726,1.149155,[17 11] ; [15 17],[14.93333333 13.06666667] ; [17.06666667 14.93333333],0
r3,1,0.304163,1.055854,[25  4] ; [31  2],[26.19354839  2.80645161] ; [29.80645161  3.19354839],0
r2,1,0.30546,1.050203,[27  2] ; [28  5],[25.72580645  3.27419355] ; [29.27419355  3.72580645],0
p1,1,0.366855,0.81429,[ 1 28] ; [ 3 30],[ 1.87096774 27.12903226] ; [ 2.12903226 30.87096774],0
b4,1,0.379545,0.772177,[19 10] ; [18 15],[17.30645161 11.69354839] ; [19.69354839 13.30645161],0
a4,1,0.395378,0.722338,[14 15] ; [12 20],[12.36065574 16.63934426] ; [13.63934426 18.36065574],0
s4,1,0.412495,0.671599,[ 3 25] ; [ 6 27],[ 4.13114754 23.86885246] ; [ 4.86885246 28.13114754],0
p11,1,0.424814,0.636959,[17 12] ; [16 17],[15.43548387 13.56451613] ; [17.56451613 15.43548387],0
p7,1,0.466479,0.530303,[13 14] ; [19 14],[14.4 12.6] ; [17.6 15.4],0
r4,1,0.49924,0.456552,[24  5] ; [25  8],[22.91935484  6.08064516] ; [26.08064516  6.91935484],0
a3,1,0.526584,0.40098,[18 11] ; [23 10],[19.17741935  9.82258065] ; [21.82258065 11.17741935],0
d3,1,0.538926,0.377534,[19 10] ; [24  9],[20.11290323  8.88709677] ; [22.88709677 10.11290323],0
v4,1,0.541793,0.372227,[26  3] ; [27  5],[25.19672131  3.80327869] ; [27.80327869  4.19672131],0
n5,1,0.549166,0.358814,[18 11] ; [18 15],[16.83870968 12.16129032] ; [19.16129032 13.83870968],0
b1,1,0.574826,0.314674,[17 12] ; [17 16],[15.90322581 13.09677419] ; [18.09677419 14.90322581],0
s1,1,0.588738,0.292319,[ 4 25] ; [ 3 29],[ 3.32786885 25.67213115] ; [ 3.67213115 28.32786885],0
d2,1,0.622086,0.242947,[15 14] ; [15 18],[14.03225806 14.96774194] ; [15.96774194 17.03225806],0
