Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.011896,6.326238,[41  5] ; [7 5],[38.06896552  7.93103448] ; [9.93103448 2.06896552],0
p7,1,0.013409,6.114362,[40  5] ; [7 5],[37.10526316  7.89473684] ; [9.89473684 2.10526316],0
p4,1,0.015755,5.829979,[44  2] ; [8 3],[41.96491228  4.03508772] ; [10.03508772  0.96491228],0
u3,1,0.044045,4.054847,[6 1] ; [1 3],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
v2,1,0.051096,3.805124,[36 10] ; [6 6],[33.31034483 12.68965517] ; [8.68965517 3.31034483],0
p2,1,0.055617,3.663479,[41  5] ; [8 4],[38.86206897  7.13793103] ; [10.13793103  1.86206897],0
p6,1,0.057566,3.606149,[32 13] ; [5 7],[29.21052632 15.78947368] ; [7.78947368 4.21052632],0
n5,1,0.06123,3.503763,[43  3] ; [9 3],[41.24137931  4.75862069] ; [10.75862069  1.24137931],0
p10,1,0.106617,2.603662,[44  2] ; [9 2],[42.77192982  3.22807018] ; [10.22807018  0.77192982],0
p11,1,0.122584,2.383997,[42  4] ; [9 3],[40.44827586  5.55172414] ; [10.55172414  1.44827586],0
r1,1,0.122584,2.383997,[42  4] ; [9 3],[40.44827586  5.55172414] ; [10.55172414  1.44827586],0
s7,1,0.142424,2.151569,[33 10] ; [6 5],[31.05555556 11.94444444] ; [7.94444444 3.05555556],0
a3,1,0.153982,2.032349,[39  7] ; [8 4],[37.27586207  8.72413793] ; [9.72413793 2.27586207],0
a6,1,0.18057,1.792928,[29 17] ; [5 7],[26.96551724 19.03448276] ; [7.03448276 4.96551724],0
d2,1,0.19477,1.681159,[25 21] ; [4 8],[23. 23.] ; [6. 6.],0
a4,1,0.19477,1.681159,[25 21] ; [4 8],[23. 23.] ; [6. 6.],0
p8,1,0.206165,1.598152,[41  5] ; [9 3],[39.65517241  6.34482759] ; [10.34482759  1.65517241],0
s2,1,0.2225,1.488171,[25 20] ; [9 3],[26.84210526 18.15789474] ; [7.15789474 4.84210526],0
a5,1,0.224706,1.47406,[38  8] ; [8 4],[36.48275862  9.51724138] ; [9.51724138 2.48275862],0
p12,1,0.227035,1.45934,[16 30] ; [ 2 10],[14.27586207 31.72413793] ; [3.72413793 8.27586207],0
v1,1,0.235419,1.407819,[35 11] ; [11  1],[36.48275862  9.51724138] ; [9.51724138 2.48275862],0
d1,1,0.264267,1.246265,[31 15] ; [6 6],[29.34482759 16.65517241] ; [7.65517241 4.34482759],0
n4,1,0.264812,1.243424,[43  3] ; [10  2],[42.03448276  3.96551724] ; [10.96551724  1.03448276],0
p9,1,0.264812,1.243424,[43  3] ; [10  2],[42.03448276  3.96551724] ; [10.96551724  1.03448276],0
b1,1,0.358228,0.844095,[20 26] ; [7 5],[21.4137931 24.5862069] ; [5.5862069 6.4137931],0
a8,1,0.419796,0.650886,[ 4 38] ; [2 9],[ 4.75471698 37.24528302] ; [1.24528302 9.75471698],0
n3,1,0.490153,0.47619,[3 4] ; [2 1],[3.5 3.5] ; [1.5 1.5],0
n6,1,0.578779,0.308213,[44  2] ; [11  1],[43.62068966  2.37931034] ; [11.37931034  0.62068966],0
b4,1,0.588025,0.293439,[27 19] ; [6 6],[26.17241379 19.82758621] ; [6.82758621 5.17241379],0
b5,1,0.588025,0.293439,[19 27] ; [6 6],[19.82758621 26.17241379] ; [5.17241379 6.82758621],0
s8,1,0.590958,0.288851,[30 15] ; [7 5],[29.21052632 15.78947368] ; [7.78947368 4.21052632],0
r3,1,0.591927,0.287346,[43  2] ; [11  1],[42.63157895  2.36842105] ; [11.36842105  0.63157895],0
p1,1,0.611893,0.257428,[15 31] ; [3 9],[14.27586207 31.72413793] ; [3.72413793 8.27586207],0
s3,1,0.640263,0.218398,[28 17] ; [6 5],[27.32142857 17.67857143] ; [6.67857143 4.32142857],0
s4,1,0.763536,0.090505,[ 5 39] ; [ 1 11],[ 4.71428571 39.28571429] ; [ 1.28571429 10.71428571],0
b2,1,0.825034,0.048874,[17 18] ; [4 5],[16.70454545 18.29545455] ; [4.29545455 4.70454545],0
b3,1,0.825034,0.048874,[17 18] ; [4 5],[16.70454545 18.29545455] ; [4.29545455 4.70454545],0
s1,1,0.825439,0.048645,[ 3 43] ; [ 1 11],[ 3.17241379 42.82758621] ; [ 0.82758621 11.17241379],0
a7,1,0.846736,0.037359,[32 14] ; [8 4],[31.72413793 14.27586207] ; [8.27586207 3.72413793],0
u2,1,0.898195,0.016369,[5 2] ; [3 1],[5.09090909 1.90909091] ; [2.90909091 1.09090909],0
d4,1,0.901723,0.015249,[39  7] ; [10  2],[38.86206897  7.13793103] ; [10.13793103  1.86206897],0
s6,1,0.903315,0.014756,[36  8] ; [10  2],[36.14285714  7.85714286] ; [9.85714286 2.14285714],0
d3,1,0.925058,0.008848,[30 16] ; [8 4],[30.13793103 15.86206897] ; [7.86206897 4.13793103],0
s5,1,0.967391,0.001671,[32 11] ; [9 3],[32.05454545 10.94545455] ; [8.94545455 3.05454545],0
r2,1,0.968233,0.001586,[42  4] ; [11  1],[42.03448276  3.96551724] ; [10.96551724  1.03448276],0
