Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.009879,6.656663,[140   9] ; [8 3],[137.825  11.175] ; [10.175  0.825],0
p2,1,0.017941,5.601916,[125  25] ; [6 5],[122.04968944  27.95031056] ; [8.95031056 2.04968944],0
a6,1,0.075428,3.160752,[108  44] ; [5 6],[105.37423313  46.62576687] ; [7.62576687 3.37423313],0
b3,1,0.099533,2.713004,[44 51] ; [1 6],[41.91176471 53.08823529] ; [3.08823529 3.91176471],0
b2,1,0.099533,2.713004,[44 51] ; [1 6],[41.91176471 53.08823529] ; [3.08823529 3.91176471],0
r1,1,0.129018,2.304287,[125  27] ; [7 4],[123.09202454  28.90797546] ; [8.90797546 2.09202454],0
a5,1,0.137136,2.209804,[114  38] ; [6 5],[111.90184049  40.09815951] ; [8.09815951 2.90184049],0
s1,1,0.142683,2.148782,[  3 148] ; [ 1 10],[  3.72839506 147.27160494] ; [ 0.27160494 10.72839506],0
s2,1,0.172517,1.860936,[ 29 122] ; [4 7],[ 30.75925926 120.24074074] ; [2.24074074 8.75925926],0
u3,1,0.187082,1.740452,[15 22] ; [3 1],[16.24390244 20.75609756] ; [1.75609756 2.24390244],0
r4,1,0.194097,1.68624,[132  20] ; [8 3],[130.55214724  21.44785276] ; [9.44785276 1.55214724],0
v3,1,0.229213,1.445741,[81 66] ; [4 7],[79.08227848 67.91772152] ; [5.91772152 5.08227848],0
p9,1,0.252637,1.308664,[113  36] ; [10  1],[114.54375  34.45625] ; [8.45625 2.54375],0
s5,1,0.257349,1.282962,[ 24 125] ; [3 7],[ 25.30188679 123.69811321] ; [1.69811321 8.30188679],0
p8,1,0.266757,1.233346,[80 69] ; [4 7],[78.225 70.775] ; [5.775 5.225],0
d1,1,0.282474,1.155147,[94 58] ; [5 6],[92.3190184 59.6809816] ; [6.6809816 4.3190184],0
n3,1,0.302225,1.064352,[29  7] ; [1 1],[28.42105263  7.57894737] ; [1.57894737 0.42105263],0
p11,1,0.322519,0.978703,[128  24] ; [8 3],[126.82208589  25.17791411] ; [9.17791411 1.82208589],0
a1,1,0.323749,0.973742,[  5 147] ; [ 1 10],[  5.59509202 146.40490798] ; [ 0.40490798 10.59509202],0
n4,1,0.345329,0.890549,[116  36] ; [7 4],[114.6993865  37.3006135] ; [8.3006135 2.6993865],0
s3,1,0.359686,0.83899,[ 36 114] ; [4 7],[ 37.26708075 112.73291925] ; [2.73291925 8.26708075],0
p4,1,0.359696,0.838953,[75 73] ; [4 7],[73.53459119 74.46540881] ; [5.46540881 5.53459119],0
a3,1,0.374885,0.787408,[115  37] ; [7 4],[113.76687117  38.23312883] ; [8.23312883 2.76687117],0
d2,1,0.417812,0.656463,[74 77] ; [4 7],[72.7037037 78.2962963] ; [5.2962963 5.7037037],0
b4,1,0.42087,0.647884,[88 64] ; [5 6],[86.72392638 65.27607362] ; [6.27607362 4.72392638],0
d4,1,0.429825,0.623297,[123  28] ; [10  1],[123.9691358  27.0308642] ; [9.0308642 1.9691358],0
n1,1,0.470302,0.521267,[ 9 25] ; [1 1],[ 9.44444444 24.55555556] ; [0.55555556 1.44444444],0
n2,1,0.519023,0.415834,[25 10] ; [1 1],[24.59459459 10.40540541] ; [1.40540541 0.59459459],0
p7,1,0.5299,0.394584,[96 54] ; [6 5],[95.0310559 54.9689441] ; [6.9689441 4.0310559],0
a4,1,0.533104,0.388472,[70 82] ; [4 7],[69.00613497 82.99386503] ; [4.99386503 6.00613497],0
d5,1,0.548077,0.360774,[122  30] ; [8 3],[121.22699387  30.77300613] ; [8.77300613 2.22699387],0
r3,1,0.595968,0.281121,[143   8] ; [10  1],[142.61111111   8.38888889] ; [10.38888889  0.61111111],0
p3,1,0.597305,0.27908,[69 80] ; [6 5],[69.84375 79.15625] ; [5.15625 5.84375],0
u1,1,0.637708,0.221752,[ 20 132] ; [2 9],[ 20.51533742 131.48466258] ; [1.48466258 9.51533742],0
a7,1,0.647334,0.209278,[106  45] ; [7 4],[105.32716049  45.67283951] ; [7.67283951 3.32716049],0
d3,1,0.669145,0.182604,[101  51] ; [8 3],[101.64417178  50.35582822] ; [7.35582822 3.64417178],0
v4,1,0.672249,0.178983,[143   9] ; [10  1],[142.67484663   9.32515337] ; [10.32515337  0.67484663],0
b5,1,0.676107,0.174541,[79 73] ; [5 6],[78.33128834 73.66871166] ; [5.66871166 5.33128834],0
b1,1,0.728364,0.120619,[61 91] ; [5 6],[61.54601227 90.45398773] ; [4.45398773 6.54601227],0
u2,1,0.749085,0.102302,[15 21] ; [2 2],[15.3 20.7] ; [1.7 2.3],0
v1,1,0.83725,0.042194,[86 63] ; [6 5],[85.675 63.325] ; [6.325 4.675],0
s7,1,0.856571,0.032667,[ 35 106] ; [3 8],[ 35.25 105.75] ; [2.75 8.25],0
n6,1,0.859996,0.03111,[121  31] ; [9 2],[121.22699387  30.77300613] ; [8.77300613 2.22699387],0
n5,1,0.861039,0.030643,[100  51] ; [7 4],[99.7345679 51.2654321] ; [7.2654321 3.7345679],0
p6,1,0.878283,0.023454,[ 43 103] ; [3 8],[ 42.77707006 103.22292994] ; [3.22292994 7.77707006],0
s8,1,0.944555,0.004837,[ 40 112] ; [3 8],[ 40.09815951 111.90184049] ; [2.90184049 8.09815951],0
a8,1,0.957622,0.002824,[ 13 124] ; [1 9],[ 13.04761905 123.95238095] ; [0.95238095 9.04761905],0
