Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,82.976655,[166   5] ; [26 30],[144.63436123  26.36563877] ; [47.36563877  8.63436123],1
r2,1,0.0,69.565657,[167   5] ; [29 26],[148.51101322  23.48898678] ; [47.48898678  7.51101322],1
v4,1,0.0,61.865332,[165   6] ; [30 25],[147.54424779  23.45575221] ; [47.45575221  7.54424779],1
r1,1,0.0,54.213002,[133  38] ; [14 44],[109.76855895  61.23144105] ; [37.23144105 20.76855895],1
p11,1,2e-06,22.876029,[131  41] ; [25 34],[116.15584416  55.84415584] ; [39.84415584 19.15584416],1
s6,1,1.8e-05,18.349941,[100  68] ; [16 43],[85.85022026 82.14977974] ; [30.14977974 28.85022026],1
s3,1,0.000126,14.695297,[91 78] ; [14 43],[78.51769912 90.48230088] ; [26.48230088 30.51769912],1
n6,1,0.000145,14.437141,[132  40] ; [28 28],[120.70175439  51.29824561] ; [39.29824561 16.70175439],1
s2,1,0.000262,13.323169,[74 96] ; [10 49],[ 62.3580786 107.6419214] ; [21.6419214 37.3580786],1
p9,1,0.000271,13.260076,[127  39] ; [29 28],[116.12556054  49.87443946] ; [39.87443946 17.12556054],1
s8,1,0.000551,11.935387,[ 53 117] ; [ 5 54],[ 43.05676856 126.94323144] ; [14.94323144 44.05676856],1
p10,1,0.001293,10.352462,[116  53] ; [25 31],[105.90666667  63.09333333] ; [35.09333333 20.90666667],0
v2,1,0.001926,9.618887,[75 85] ; [13 43],[65.18518519 94.81481481] ; [22.81481481 33.18518519],0
u3,1,0.002825,8.917357,[42 34] ; [ 8 25],[34.86238532 41.13761468] ; [15.13761468 17.86238532],0
p3,1,0.006942,7.287949,[ 43 129] ; [ 5 54],[ 35.74025974 136.25974026] ; [12.25974026 46.74025974],0
a5,1,0.009375,6.74993,[92 80] ; [20 39],[83.39393939 88.60606061] ; [28.60606061 30.39393939],0
s7,1,0.010061,6.624087,[ 58 106] ; [10 48],[ 50.23423423 113.76576577] ; [17.76576577 40.23423423],0
d5,1,0.010265,6.588364,[94 77] ; [21 38],[85.5 85.5] ; [29.5 29.5],0
p2,1,0.011434,6.396563,[123  49] ; [31 27],[115.16521739  56.83478261] ; [38.83478261 19.16521739],0
n2,1,0.016742,5.7232,[40  6] ; [17 10],[35.91780822 10.08219178] ; [21.08219178  5.91780822],0
p7,1,0.017902,5.605676,[81 86] ; [17 39],[73.39013453 93.60986547] ; [24.60986547 31.39013453],0
s5,1,0.018504,5.547783,[ 45 120] ; [ 7 51],[ 38.47533632 126.52466368] ; [13.52466368 44.47533632],0
v3,1,0.020151,5.398754,[ 53 114] ; [ 9 48],[ 46.22321429 120.77678571] ; [15.77678571 41.22321429],0
d3,1,0.025066,5.019299,[ 66 105] ; [13 45],[ 58.99126638 112.00873362] ; [20.00873362 37.99126638],0
a7,1,0.026309,4.935566,[108  63] ; [27 31],[100.80786026  70.19213974] ; [34.19213974 23.80786026],0
a1,1,0.030372,4.688098,[  7 165] ; [ 7 52],[ 10.42424242 161.57575758] ; [ 3.57575758 55.42424242],0
v1,1,0.03421,4.484185,[77 91] ; [17 40],[70.18666667 97.81333333] ; [23.81333333 33.18666667],0
a6,1,0.044648,4.0319,[96 76] ; [24 35],[89.35064935 82.64935065] ; [30.64935065 28.35064935],0
n3,1,0.05473,3.690308,[34 10] ; [15 12],[30.36619718 13.63380282] ; [18.63380282  8.36619718],0
p8,1,0.060856,3.513907,[ 56 112] ; [12 47],[ 50.32599119 117.67400881] ; [17.67400881 41.32599119],0
d2,1,0.068762,3.31234,[ 21 150] ; [13 46],[ 25.27826087 145.72173913] ; [ 8.72173913 50.27826087],0
s1,1,0.079395,3.077239,[  7 162] ; [ 6 52],[  9.6784141 159.3215859] ; [ 3.3215859 54.6784141],0
b3,1,0.084205,2.981818,[26 64] ; [15 18],[30. 60.] ; [11. 22.],0
b2,1,0.084205,2.981818,[26 64] ; [15 18],[30. 60.] ; [11. 22.],0
d4,1,0.113499,2.504815,[102  70] ; [28 31],[96.7965368 75.2034632] ; [33.2034632 25.7965368],0
p6,1,0.158301,1.990381,[ 31 136] ; [ 6 51],[ 27.58482143 139.41517857] ; [ 9.41517857 47.58482143],0
a3,1,0.167619,1.904114,[96 75] ; [26 31],[91.5 79.5] ; [30.5 26.5],0
a2,1,0.283752,1.149032,[  6 166] ; [ 4 55],[  7.44588745 164.55411255] ; [ 2.55411255 56.44588745],0
b5,1,0.292232,1.109312,[101  71] ; [30 29],[97.54112554 74.45887446] ; [33.45887446 25.54112554],0
p12,1,0.313931,1.014065,[  8 162] ; [ 1 57],[  6.71052632 163.28947368] ; [ 2.28947368 55.71052632],0
a8,1,0.326635,0.962191,[ 24 142] ; [ 5 49],[ 21.88181818 144.11818182] ; [ 7.11818182 46.88181818],0
n4,1,0.331801,0.941858,[113  59] ; [34 24],[109.93043478  62.06956522] ; [37.06956522 20.93043478],0
b1,1,0.358257,0.843994,[ 67 105] ; [27 32],[ 69.99134199 102.00865801] ; [24.00865801 34.99134199],0
p1,1,0.36217,0.830355,[  9 161] ; [ 5 53],[ 10.43859649 159.56140351] ; [ 3.56140351 54.43859649],0
s4,1,0.389832,0.739466,[ 35 137] ; [ 9 50],[ 32.76190476 139.23809524] ; [11.23809524 47.76190476],0
u2,1,0.5689,0.324527,[36 39] ; [13 18],[34.66981132 40.33018868] ; [14.33018868 16.66981132],0
n1,1,0.65094,0.204717,[16 30] ; [ 8 19],[15.12328767 30.87671233] ; [ 8.87671233 18.12328767],0
