Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,33.978806,[113  29] ; [65 76],[89.31448763 52.68551237] ; [88.68551237 52.31448763],1
v1,1,4.8e-05,16.520155,[106  35] ; [72 67],[89.63571429 51.36428571] ; [88.36428571 50.63571429],1
n4,1,0.001528,10.044856,[131  12] ; [111  31],[121.4245614  21.5754386] ; [120.5754386  21.4245614],0
a1,1,0.01429,6.001958,[ 14 129] ; [  4 140],[  8.96864111 134.03135889] ; [  9.03135889 134.96864111],0
n5,1,0.015906,5.813229,[127  15] ; [113  30],[119.57894737  22.42105263] ; [120.42105263  22.57894737],0
s4,1,0.028002,4.827932,[ 23 120] ; [ 38 104],[ 30.60701754 112.39298246] ; [ 30.39298246 111.60701754],0
n6,1,0.043385,4.080334,[133   8] ; [125  18],[128.0915493  12.9084507] ; [129.9084507  13.0915493],0
d5,1,0.060148,3.533288,[125  17] ; [115  29],[119.16083916  22.83916084] ; [120.83916084  23.16083916],0
p11,1,0.078688,3.091791,[121  22] ; [110  34],[115.09756098  27.90243902] ; [115.90243902  28.09756098],0
v4,1,0.097084,2.752798,[137   5] ; [142   1],[139.01052632   2.98947368] ; [139.98947368   3.01052632],0
p5,1,0.099685,2.710578,[ 32 111] ; [ 21 121],[ 26.59298246 116.40701754] ; [ 26.40701754 115.59298246],0
p3,1,0.105924,2.614002,[88 55] ; [75 69],[81.21602787 61.78397213] ; [81.78397213 62.21602787],0
s5,1,0.116024,2.470188,[75 63] ; [61 75],[68.49635036 69.50364964] ; [67.50364964 68.49635036],0
a7,1,0.122791,2.381361,[89 54] ; [102  42],[95.16724739 47.83275261] ; [95.83275261 48.16724739],0
d1,1,0.148889,2.0836,[99 44] ; [88 56],[93.17421603 49.82578397] ; [93.82578397 50.17421603],0
d3,1,0.169502,1.887343,[105  38] ; [95 49],[99.65156794 43.34843206] ; [100.34843206  43.65156794],0
u4,1,0.194025,1.686789,[  7 136] ; [  3 141],[  4.9825784 138.0174216] ; [  5.0174216 138.9825784],0
d4,1,0.197949,1.657446,[125  17] ; [119  25],[121.14685315  20.85314685] ; [122.85314685  21.14685315],0
r4,1,0.207099,1.591592,[134   9] ; [129  15],[131.04181185  11.95818815] ; [131.95818815  12.04181185],0
a4,1,0.215521,1.533949,[75 68] ; [65 79],[69.75609756 73.24390244] ; [70.24390244 73.75609756],0
p7,1,0.237859,1.39324,[105  33] ; [97 42],[100.63537906  37.36462094] ; [101.36462094  37.63537906],0
r3,1,0.243089,1.362593,[139   4] ; [136   8],[137.02090592   5.97909408] ; [137.97909408   6.02090592],0
p1,1,0.251458,1.315183,[ 19 123] ; [ 13 130],[ 15.94385965 126.05614035] ; [ 16.05614035 126.94385965],0
b5,1,0.258444,1.277074,[80 63] ; [90 54],[84.70383275 58.29616725] ; [85.29616725 58.70383275],0
n1,1,0.326414,0.963071,[13 16] ; [20 15],[14.953125 14.046875] ; [18.046875 16.953125],0
r1,1,0.347187,0.883713,[122  20] ; [117  26],[119.08070175  22.91929825] ; [119.91929825  23.08070175],0
s1,1,0.356228,0.851149,[  4 138] ; [  7 135],[  5.5 136.5] ; [  5.5 136.5],0
b1,1,0.373557,0.791799,[62 81] ; [55 89],[58.29616725 84.70383275] ; [58.70383275 85.29616725],0
p8,1,0.382846,0.761543,[87 53] ; [81 61],[83.40425532 56.59574468] ; [84.59574468 57.40425532],0
