Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,28.960185,[65 74] ; [91 23],[85.70750988 53.29249012] ; [70.29249012 43.70750988],1
s6,1,2e-06,22.579666,[92 48] ; [102  10],[107.77777778  32.22222222] ; [86.22222222 25.77777778],1
p5,1,8.3e-05,15.488277,[ 17 123] ; [37 77],[ 29.76377953 110.23622047] ; [24.23622047 89.76377953],1
p10,1,0.000298,13.080182,[113  25] ; [110   4],[122.11904762  15.88095238] ; [100.88095238  13.11904762],1
s7,1,0.000461,12.268468,[72 61] ; [82 26],[84.98755187 48.01244813] ; [69.01244813 38.98755187],1
s3,1,0.00146,10.128211,[75 64] ; [83 30],[87.15079365 51.84920635] ; [70.84920635 42.15079365],0
s8,1,0.002262,9.323866,[70 70] ; [78 35],[81.8972332 58.1027668] ; [66.1027668 46.8972332],0
a5,1,0.003902,8.329081,[96 44] ; [96 18],[105.82677165  34.17322835] ; [86.17322835 27.82677165],0
p9,1,0.004281,8.160673,[124  15] ; [112   2],[129.66007905   9.33992095] ; [106.33992095   7.66007905],0
s4,1,0.00483,7.942069,[ 15 123] ; [27 84],[ 23.27710843 114.72289157] ; [18.72289157 92.27710843],0
p3,1,0.027457,4.861827,[83 57] ; [82 31],[91.30434783 48.69565217] ; [73.69565217 39.30434783],0
r4,1,0.029921,4.713842,[125  15] ; [110   4],[129.52755906  10.47244094] ; [105.47244094   8.52755906],0
p8,1,0.036261,4.384795,[94 44] ; [91 23],[101.30952381  36.69047619] ; [83.69047619 30.30952381],0
n6,1,0.045239,4.009716,[125  14] ; [109   4],[129.07142857   9.92857143] ; [104.92857143   8.07142857],0
b5,1,0.057488,3.608416,[89 51] ; [59 55],[81.57480315 58.42519685] ; [66.42519685 47.57480315],0
n4,1,0.062531,3.468947,[125  15] ; [109   5],[128.97637795  11.02362205] ; [105.02362205   8.97637795],0
p7,1,0.062663,3.465461,[114  25] ; [102  11],[119.14285714  19.85714286] ; [96.85714286 16.14285714],0
u3,1,0.064102,3.427933,[20 21] ; [18  7],[23.60606061 17.39393939] ; [14.39393939 10.60606061],0
p12,1,0.077976,3.106601,[ 14 125] ; [20 93],[ 18.75396825 120.24603175] ; [15.24603175 97.75396825],0
p1,1,0.116004,2.47046,[ 14 126] ; [19 95],[ 18.18897638 121.81102362] ; [14.81102362 99.18897638],0
r1,1,0.131236,2.277828,[113  27] ; [100  14],[117.4015748  22.5984252] ; [95.5984252 18.4015748],0
n2,1,0.15025,2.069709,[14  8] ; [19  4],[16.13333333  5.86666667] ; [16.86666667  6.13333333],0
