Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,25.746397,[20 46] ; [71 30],[35.96407186 30.03592814] ; [55.03592814 45.96407186],1
d3,1,4.7e-05,16.557654,[23 43] ; [67 33],[35.78313253 30.21686747] ; [54.21686747 45.78313253],1
b1,1,0.002108,9.453021,[36 30] ; [31 70],[26.47904192 39.52095808] ; [40.52095808 60.47904192],0
p10,1,0.007426,7.166979,[49 16] ; [89  9],[55.03067485  9.96932515] ; [82.96932515 15.03067485],0
a4,1,0.008341,6.958744,[30 36] ; [26 75],[22.13173653 43.86826347] ; [33.86826347 67.13173653],0
d5,1,0.012352,6.259619,[39 27] ; [78 23],[46.23952096 19.76047904] ; [70.76047904 30.23952096],0
d4,1,0.023732,5.114127,[41 25] ; [79 22],[47.4251497 18.5748503] ; [72.5748503 28.4251497],0
d2,1,0.050077,3.838866,[29 36] ; [30 71],[23.10240964 41.89759036] ; [35.89759036 65.10240964],0
b5,1,0.091395,2.849629,[38 28] ; [71 30],[43.07784431 22.92215569] ; [65.92215569 35.07784431],0
r4,1,0.1078,2.586185,[37 29] ; [69 32],[41.89221557 24.10778443] ; [64.10778443 36.89221557],0
n5,1,0.128556,2.309857,[52 14] ; [68 32],[47.71084337 18.28915663] ; [72.28915663 27.71084337],0
b3,1,0.132509,2.262857,[12 32] ; [23 32],[15.55555556 28.44444444] ; [19.44444444 35.55555556],0
b2,1,0.132509,2.262857,[12 32] ; [23 32],[15.55555556 28.44444444] ; [19.44444444 35.55555556],0
u2,1,0.137025,2.211057,[ 9 16] ; [23 19],[11.94029851 13.05970149] ; [20.05970149 21.94029851],0
p1,1,0.146976,2.103362,[10 56] ; [ 8 92],[ 7.15662651 58.84337349] ; [10.84337349 89.15662651],0
b4,1,0.161636,1.958857,[36 30] ; [66 35],[40.31137725 25.68862275] ; [61.68862275 39.31137725],0
p3,1,0.162871,1.947362,[25 40] ; [50 51],[29.36746988 35.63253012] ; [45.63253012 55.36746988],0
u3,1,0.180885,1.790339,[ 8 17] ; [20 21],[10.60606061 14.39393939] ; [17.39393939 23.60606061],0
p4,1,0.27465,1.193374,[36 28] ; [48 53],[32.58181818 31.41818182] ; [51.41818182 49.58181818],0
p12,1,0.27824,1.175666,[ 2 63] ; [ 7 93],[ 3.54545455 61.45454545] ; [ 5.45454545 94.54545455],0
a2,1,0.280644,1.16397,[ 5 61] ; [13 88],[ 7.11377246 58.88622754] ; [10.88622754 90.11377246],0
n1,1,0.283272,1.151323,[13 14] ; [ 8 16],[11.11764706 15.88235294] ; [ 9.88235294 14.11764706],0
