Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.057735,[28 19] ; [19 73],[15.89208633 31.10791367] ; [31.10791367 60.89208633],1
s3,1,0.000106,15.032353,[29 16] ; [27 64],[18.52941176 26.47058824] ; [37.47058824 53.52941176],1
s6,1,0.000132,14.610422,[30 15] ; [30 63],[19.56521739 25.43478261] ; [40.43478261 52.56521739],1
v3,1,0.004029,8.270742,[21 22] ; [21 67],[13.78625954 29.21374046] ; [28.21374046 59.78625954],0
v2,1,0.006926,7.291959,[25 18] ; [29 58],[17.86153846 25.13846154] ; [36.13846154 50.86153846],0
s8,1,0.018908,5.510006,[18 28] ; [19 74],[12.24460432 33.75539568] ; [24.75539568 68.24460432],0
v4,1,0.027644,4.850109,[40  6] ; [65 28],[34.74820144 11.25179856] ; [70.25179856 22.74820144],0
s7,1,0.036714,4.363636,[20 24] ; [24 64],[14.66666667 29.33333333] ; [29.33333333 58.66666667],0
s5,1,0.040953,4.177953,[13 31] ; [13 76],[ 8.60150376 35.39849624] ; [17.39849624 71.60150376],0
p11,1,0.048494,3.892766,[28 19] ; [39 54],[22.49285714 24.50714286] ; [44.50714286 48.49285714],0
p6,1,0.067026,3.3544,[ 9 37] ; [ 8 84],[ 5.66666667 40.33333333] ; [11.33333333 80.66666667],0
r4,1,0.070147,3.279583,[36 11] ; [57 36],[31.22142857 15.77857143] ; [61.77857143 31.22142857],0
n2,1,0.073227,3.209151,[16  4] ; [22 17],[12.88135593  7.11864407] ; [25.11864407 13.88135593],0
u3,1,0.07885,3.08845,[11  6] ; [14 22],[8.01886792 8.98113208] ; [16.98113208 19.01886792],0
s1,1,0.099251,2.717538,[ 7 39] ; [ 6 86],[ 4.33333333 41.66666667] ; [ 8.66666667 83.33333333],0
r1,1,0.116935,2.457894,[33 13] ; [54 39],[28.79136691 17.20863309] ; [58.20863309 34.79136691],0
r2,1,0.125488,2.347451,[42  4] ; [74 17],[38.94890511  7.05109489] ; [77.05109489 13.94890511],0
r3,1,0.136785,2.213764,[38  8] ; [66 27],[34.41726619 11.58273381] ; [69.58273381 23.41726619],0
b5,1,0.167632,1.90399,[31 16] ; [50 43],[27.19285714 19.80714286] ; [53.80714286 39.19285714],0
p5,1,0.192834,1.69583,[ 3 43] ; [ 2 91],[ 1.65467626 44.34532374] ; [ 3.34532374 89.65467626],0
n3,1,0.239171,1.385476,[13  7] ; [17 18],[10.90909091  9.09090909] ; [19.09090909 15.90909091],0
