Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,49.376849,[ 2 35] ; [99 43],[20.87709497 16.12290503] ; [80.12290503 61.87709497],1
d3,1,0.0,38.132606,[ 8 29] ; [108  34],[23.97765363 13.02234637] ; [92.02234637 49.97765363],1
d5,1,6e-06,20.654528,[20 17] ; [124  18],[29.76536313  7.23463687] ; [114.23463687  27.76536313],1
a3,1,0.000197,13.861735,[15 22] ; [103  38],[24.52808989 12.47191011] ; [93.47191011 47.52808989],1
a4,1,0.002497,9.142728,[ 8 29] ; [70 72],[16.12290503 20.87709497] ; [61.87709497 80.12290503],0
d2,1,0.003649,8.450664,[ 9 28] ; [72 69],[16.83707865 20.16292135] ; [64.16292135 76.83707865],0
a5,1,0.007978,7.038499,[19 18] ; [105  37],[25.63128492 11.36871508] ; [98.36871508 43.63128492],0
u1,1,0.008344,6.958094,[ 1 36] ; [ 30 112],[ 6.40782123 30.59217877] ; [ 24.59217877 117.40782123],0
p10,1,0.008496,6.925813,[23 14] ; [116  25],[28.89325843  8.10674157] ; [110.10674157  30.89325843],0
s2,1,0.014101,6.025498,[13 24] ; [82 60],[19.63687151 17.36312849] ; [75.36312849 66.63687151],0
r1,1,0.015074,5.907843,[21 16] ; [109  33],[26.87150838 10.12849162] ; [103.12849162  38.87150838],0
s5,1,0.020548,5.364706,[ 7 28] ; [56 80],[12.89473684 22.10526316] ; [50.10526316 85.89473684],0
a2,1,0.02174,5.266447,[ 2 35] ; [ 31 111],[ 6.82122905 30.17877095] ; [ 26.17877095 115.82122905],0
u2,1,0.022132,5.23536,[ 8 14] ; [26 13],[12.26229508  9.73770492] ; [21.73770492 17.26229508],0
u3,1,0.028767,4.781484,[10 12] ; [28 10],[13.93333333  8.06666667] ; [24.06666667 13.93333333],0
p9,1,0.049961,3.842751,[26 10] ; [122  20],[29.93258427  6.06741573] ; [118.06741573  23.93258427],0
b4,1,0.05124,3.800416,[15 22] ; [83 59],[20.25698324 16.74301676] ; [77.74301676 64.25698324],0
a7,1,0.072215,3.231948,[20 17] ; [99 43],[24.59776536 12.40223464] ; [94.40223464 47.59776536],0
b2,1,0.072241,3.23136,[ 5 21] ; [34 55],[ 8.8173913 17.1826087] ; [30.1826087 58.8173913],0
b3,1,0.072241,3.23136,[ 5 21] ; [34 55],[ 8.8173913 17.1826087] ; [30.1826087 58.8173913],0
v1,1,0.119665,2.421697,[11 25] ; [62 76],[15.10344828 20.89655172] ; [57.89655172 80.10344828],0
r2,1,0.155568,2.016787,[32  5] ; [131   9],[34.07344633  2.92655367] ; [128.92655367  11.07344633],0
b5,1,0.16598,1.918882,[25 12] ; [78 64],[21.29050279 15.70949721] ; [81.70949721 60.29050279],0
p6,1,0.16671,1.912285,[13 24] ; [67 73],[16.72316384 20.27683616] ; [63.27683616 76.72316384],0
s7,1,0.175409,1.836096,[15 20] ; [73 58],[18.55421687 16.44578313] ; [69.44578313 61.55421687],0
n3,1,0.233614,1.418719,[6 1] ; [18 11],[4.66666667 2.33333333] ; [19.33333333  9.66666667],0
p8,1,0.24353,1.360041,[19 17] ; [90 52],[22.04494382 13.95505618] ; [86.95505618 55.04494382],0
a8,1,0.257412,1.282623,[ 5 31] ; [ 10 119],[ 3.27272727 32.72727273] ; [ 11.72727273 117.27272727],0
p1,1,0.269335,1.220129,[ 7 30] ; [ 17 125],[ 4.96089385 32.03910615] ; [ 19.03910615 122.96089385],0
p12,1,0.270953,1.211918,[ 1 36] ; [ 11 130],[ 2.49438202 34.50561798] ; [  9.50561798 131.49438202],0
s6,1,0.349782,0.874247,[22 13] ; [98 40],[24.27745665 10.72254335] ; [95.72254335 42.27745665],0
v3,1,0.361015,0.834359,[ 6 31] ; [ 32 106],[ 8.03428571 28.96571429] ; [ 29.96571429 108.03428571],0
n4,1,0.386056,0.751327,[27 10] ; [113  29],[28.93854749  8.06145251] ; [111.06145251  30.93854749],0
s8,1,0.45765,0.551635,[14 22] ; [65 77],[15.97752809 20.02247191] ; [63.02247191 78.97752809],0
p2,1,0.464271,0.535578,[30  7] ; [122  20],[31.41899441  5.58100559] ; [120.58100559  21.41899441],0
n2,1,0.532706,0.389227,[5 2] ; [17 12],[4.27777778 2.72222222] ; [17.72222222 11.27777778],0
n1,1,0.532706,0.389227,[2 5] ; [12 17],[2.72222222 4.27777778] ; [11.27777778 17.72222222],0
p4,1,0.537734,0.379755,[28  9] ; [114  28],[29.35195531  7.64804469] ; [112.64804469  29.35195531],0
s3,1,0.58451,0.299,[20 16] ; [86 56],[21.43820225 14.56179775] ; [84.56179775 57.43820225],0
b1,1,0.597065,0.279445,[19 18] ; [66 76],[17.5698324 19.4301676] ; [67.4301676 74.5698324],0
p7,1,0.663186,0.189676,[27 10] ; [97 43],[25.92090395 11.07909605] ; [98.07909605 41.92090395],0
v4,1,0.701382,0.147039,[34  3] ; [133   9],[34.51955307  2.48044693] ; [132.48044693   9.51955307],0
n5,1,0.736208,0.113488,[26 11] ; [103  38],[26.81460674 10.18539326] ; [102.18539326  38.81460674],0
s4,1,0.862897,0.029821,[ 9 28] ; [ 36 104],[ 9.40677966 27.59322034] ; [ 35.59322034 104.40677966],0
p5,1,0.881353,0.022277,[ 7 30] ; [ 25 115],[ 6.68926554 30.31073446] ; [ 25.31073446 114.68926554],0
s1,1,0.913255,0.011867,[ 2 35] ; [  7 134],[ 1.87078652 35.12921348] ; [  7.12921348 133.87078652],0
r3,1,0.937472,0.006154,[34  3] ; [129  12],[33.88202247  3.11797753] ; [129.11797753  11.88202247],0
a1,1,0.957032,0.002903,[ 2 35] ; [  8 134],[ 2.06703911 34.93296089] ; [  7.93296089 134.06703911],0
p11,1,0.967524,0.001658,[28  9] ; [107  35],[27.90502793  9.09497207] ; [107.09497207  34.90502793],0
r4,1,0.983099,0.000449,[32  5] ; [123  19],[32.03910615  4.96089385] ; [122.96089385  19.03910615],0
n6,1,0.98879,0.000197,[31  6] ; [118  23],[30.97191011  6.02808989] ; [118.02808989  22.97191011],0
a6,1,0.993109,7.5e-05,[24 13] ; [92 50],[23.97765363 13.02234637] ; [92.02234637 49.97765363],0
