Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.001565,10.0,[18  9] ; [36 72],[10.8 16.2] ; [43.2 64.8],0
s7,1,0.001851,9.691457,[22  4] ; [54 52],[14.96969697 11.03030303] ; [61.03030303 44.96969697],0
p5,1,0.005185,7.813881,[10 17] ; [15 94],[ 4.96323529 22.03676471] ; [20.03676471 88.96323529],0
n4,1,0.015364,5.87422,[26  1] ; [82 27],[21.44117647  5.55882353] ; [86.55882353 22.44117647],0
n5,1,0.026,4.956007,[25  2] ; [78 30],[20.6  6.4] ; [82.4 25.6],0
p9,1,0.071378,3.251048,[26  1] ; [90 19],[23.02941176  3.97058824] ; [92.97058824 16.02941176],0
p10,1,0.077752,3.111284,[25  2] ; [83 24],[21.76119403  5.23880597] ; [86.23880597 20.76119403],0
n6,1,0.085636,2.954554,[26  1] ; [91 18],[23.22794118  3.77205882] ; [93.77205882 15.22794118],0
n3,1,0.086611,2.936268,[1 3] ; [20  9],[2.54545455 1.45454545] ; [18.45454545 10.54545455],0
u1,1,0.092156,2.836305,[ 7 20] ; [14 95],[ 4.16911765 22.83088235] ; [16.83088235 92.16911765],0
s8,1,0.143422,2.140858,[17 10] ; [51 57],[13.6 13.4] ; [54.4 53.6],0
p8,1,0.192349,1.699534,[22  5] ; [75 34],[19.25735294  7.74264706] ; [77.74264706 31.25735294],0
p3,1,0.201031,1.634865,[19  8] ; [62 47],[16.08088235 10.91911765] ; [64.91911765 44.08088235],0
b1,1,0.245412,1.349234,[15 12] ; [47 62],[12.30882353 14.69117647] ; [49.69117647 59.30882353],0
a3,1,0.249306,1.327189,[20  6] ; [71 38],[17.52592593  8.47407407] ; [73.47407407 35.52592593],0
d1,1,0.266263,1.235899,[19  8] ; [64 45],[16.47794118 10.52205882] ; [66.52205882 42.47794118],0
r4,1,0.294784,1.097644,[26  1] ; [98 11],[24.61764706  2.38235294] ; [99.38235294  9.61764706],0
d4,1,0.307877,1.039761,[23  3] ; [87 22],[21.18518519  4.81481481] ; [88.81481481 20.18518519],0
s4,1,0.335215,0.928645,[ 5 21] ; [30 75],[ 6.94656489 19.05343511] ; [28.05343511 76.94656489],0
p7,1,0.394962,0.723612,[24  3] ; [87 19],[22.53383459  4.46616541] ; [88.46616541 17.53383459],0
r3,1,0.403566,0.697674,[25  2] ; [104   4],[25.8  1.2] ; [103.2   4.8],0
a7,1,0.413839,0.667745,[16 11] ; [73 35],[17.8  9.2] ; [71.2 36.8],0
s5,1,0.455912,0.555912,[10 16] ; [48 55],[11.68992248 14.31007752] ; [46.31007752 56.68992248],0
p11,1,0.46351,0.537405,[23  4] ; [86 23],[21.63970588  5.36029412] ; [87.36029412 21.63970588],0
a4,1,0.546854,0.362983,[15 12] ; [53 55],[13.6 13.4] ; [54.4 53.6],0
a1,1,0.552675,0.352547,[ 2 25] ; [  5 104],[ 1.38970588 25.61029412] ; [  5.61029412 103.38970588],0
a8,1,0.575908,0.312897,[ 2 20] ; [14 90],[ 2.79365079 19.20634921] ; [13.20634921 90.79365079],0
a5,1,0.593417,0.285039,[20  7] ; [75 34],[18.86029412  8.13970588] ; [76.13970588 32.86029412],0
d3,1,0.617963,0.24874,[20  7] ; [74 33],[18.94029851  8.05970149] ; [75.05970149 31.94029851],0
p4,1,0.620199,0.245589,[22  5] ; [84 25],[21.04411765  5.95588235] ; [84.95588235 24.04411765],0
p2,1,0.639703,0.219131,[24  3] ; [100   9],[24.61764706  2.38235294] ; [99.38235294  9.61764706],0
r1,1,0.69101,0.157994,[22  5] ; [85 24],[21.24264706  5.75735294] ; [85.75735294 23.24264706],0
d2,1,0.697114,0.151491,[12 15] ; [53 56],[12.90441176 14.09558824] ; [52.09558824 56.90441176],0
b5,1,0.700563,0.147886,[14 13] ; [61 48],[14.88970588 12.11029412] ; [60.11029412 48.88970588],0
n1,1,0.800854,0.063626,[2 2] ; [13 17],[1.76470588 2.23529412] ; [13.23529412 16.76470588],0
b2,1,0.80116,0.063426,[7 9] ; [34 38],[7.45454545 8.54545455] ; [33.54545455 38.45454545],0
b3,1,0.80116,0.063426,[7 9] ; [34 38],[7.45454545 8.54545455] ; [33.54545455 38.45454545],0
d5,1,0.816097,0.054088,[21  5] ; [85 23],[20.56716418  5.43283582] ; [85.43283582 22.56716418],0
s1,1,0.827742,0.047349,[ 1 26] ; [  5 102],[ 1.20895522 25.79104478] ; [  4.79104478 102.20895522],0
s3,1,0.858562,0.031757,[16 10] ; [65 44],[15.6 10.4] ; [65.4 43.6],0
a2,1,0.898664,0.016218,[ 6 21] ; [23 86],[ 5.75735294 21.24264706] ; [23.24264706 85.75735294],0
s2,1,0.901011,0.015472,[15 12] ; [62 47],[15.28676471 11.71323529] ; [61.71323529 47.28676471],0
u3,1,0.908988,0.013068,[4 3] ; [22 15],[4.13636364 2.86363636] ; [21.86363636 15.13636364],0
u2,1,0.926721,0.008459,[4 3] ; [21 17],[3.88888889 3.11111111] ; [21.11111111 16.88888889],0
a6,1,0.959017,0.002641,[16 11] ; [64 45],[15.88235294 11.11764706] ; [64.11764706 44.88235294],0
b4,1,0.967187,0.001692,[13 14] ; [52 57],[12.90441176 14.09558824] ; [52.09558824 56.90441176],0
p1,1,0.985757,0.000319,[ 4 23] ; [16 93],[ 3.97058824 23.02941176] ; [16.02941176 92.97058824],0
s6,1,1.0,0.0,[19  7] ; [76 28],[19.  7.] ; [76. 28.],0
p12,1,1.0,0.0,[ 2 25] ; [  8 100],[ 2. 25.] ; [  8. 100.],0
