Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.175644,[ 7 28] ; [69 26],[20.46153846 14.53846154] ; [55.53846154 39.46153846],1
s3,1,1e-06,24.2647,[ 9 26] ; [69 25],[21.1627907 13.8372093] ; [56.8372093 37.1627907],1
s5,1,1.7e-05,18.489499,[ 4 29] ; [52 42],[14.5511811 18.4488189] ; [41.4488189 52.5511811],1
s8,1,2.1e-05,18.141946,[ 7 28] ; [59 36],[17.76923077 17.23076923] ; [48.23076923 46.76923077],1
r1,1,0.000635,11.669589,[20 15] ; [81 14],[27.19230769  7.80769231] ; [73.80769231 21.19230769],1
p4,1,0.001884,9.659443,[21 14] ; [81 14],[27.46153846  7.53846154] ; [74.53846154 20.46153846],0
s7,1,0.003081,8.759151,[13 21] ; [62 30],[20.23809524 13.76190476] ; [54.76190476 37.23809524],0
v1,1,0.005622,7.667719,[ 7 28] ; [44 50],[13.8372093 21.1627907] ; [37.1627907 56.8372093],0
p11,1,0.008202,6.988815,[23 12] ; [82 13],[28.26923077  6.73076923] ; [76.73076923 18.26923077],0
r4,1,0.01003,6.629497,[28  7] ; [90  5],[31.76923077  3.23076923] ; [86.23076923  8.76923077],0
d5,1,0.017867,5.609124,[22 12] ; [79 15],[26.828125  7.171875] ; [74.171875 19.828125],0
d4,1,0.022378,5.216154,[24 11] ; [81 13],[28.48837209  6.51162791] ; [76.51162791 17.48837209],0
a7,1,0.030606,4.67492,[28  6] ; [59 36],[22.93023256 11.06976744] ; [64.06976744 30.93023256],0
p10,1,0.03726,4.338466,[24 11] ; [79 14],[28.1640625  6.8359375] ; [74.8359375 18.1640625],0
n4,1,0.068985,3.307,[24 11] ; [79 16],[27.73076923  7.26923077] ; [75.26923077 19.73076923],0
a5,1,0.069903,3.285297,[20 15] ; [70 25],[24.23076923 10.76923077] ; [65.76923077 29.23076923],0
n5,1,0.096242,2.766738,[23 12] ; [75 19],[26.58914729  8.41085271] ; [71.41085271 22.58914729],0
p8,1,0.101286,2.685174,[21 14] ; [71 24],[24.76923077 10.23076923] ; [67.23076923 27.76923077],0
v4,1,0.116377,2.465416,[33  2] ; [94  1],[34.19230769  0.80769231] ; [92.80769231  2.19230769],0
a4,1,0.149904,2.073224,[14 21] ; [51 43],[17.63565891 17.36434109] ; [47.36434109 46.63565891],0
d1,1,0.150392,2.068271,[18 17] ; [62 33],[21.53846154 13.46153846] ; [58.46153846 36.53846154],0
b1,1,0.150402,2.068173,[12 23] ; [46 49],[15.61538462 19.38461538] ; [42.38461538 52.61538462],0
n3,1,0.16801,1.900606,[8 2] ; [12 10],[6.25 3.75] ; [13.75  8.25],0
r3,1,0.196997,1.664501,[32  3] ; [91  3],[33.37209302  1.62790698] ; [89.62790698  4.37209302],0
b4,1,0.210958,1.564841,[13 22] ; [47 48],[16.15384615 18.84615385] ; [43.84615385 51.15384615],0
p1,1,0.236393,1.401976,[ 3 32] ; [16 79],[ 5.11538462 29.88461538] ; [13.88461538 81.11538462],0
a6,1,0.261133,1.262739,[23 12] ; [52 43],[20.19230769 14.80769231] ; [54.80769231 40.19230769],0
p7,1,0.263778,1.248819,[26  8] ; [79 14],[28.11023622  5.88976378] ; [76.88976378 16.11023622],0
p9,1,0.29148,1.112775,[28  7] ; [83 12],[29.88461538  5.11538462] ; [81.11538462 13.88461538],0
