Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.004763,7.967474,[33 23] ; [15 33],[25.84615385 30.15384615] ; [22.15384615 25.84615385],0
d1,1,0.011009,6.463929,[35 21] ; [18 30],[28.53846154 27.46153846] ; [24.46153846 23.53846154],0
n2,1,0.025409,4.995771,[11  2] ; [5 7],[8.32 4.68] ; [7.68 4.32],0
v3,1,0.035586,4.416839,[21 33] ; [ 9 37],[16.2 37.8] ; [13.8 32.2],0
v1,1,0.041244,4.165964,[26 27] ; [14 34],[20.99009901 32.00990099] ; [19.00990099 28.99009901],0
d5,1,0.063963,3.431528,[48  8] ; [34 14],[44.15384615 11.84615385] ; [37.84615385 10.15384615],0
a6,1,0.068386,3.321334,[40 16] ; [26 22],[35.53846154 20.46153846] ; [30.46153846 17.53846154],0
n6,1,0.069855,3.286415,[41 15] ; [27 21],[36.61538462 19.38461538] ; [31.38461538 16.61538462],0
d3,1,0.071314,3.25251,[44 12] ; [30 18],[39.84615385 16.15384615] ; [34.15384615 13.84615385],0
b5,1,0.10412,2.64127,[39 17] ; [26 22],[35. 21.] ; [30. 18.],0
s8,1,0.10412,2.64127,[25 31] ; [14 34],[21. 35.] ; [18. 30.],0
a3,1,0.112336,2.521053,[43 13] ; [30 18],[39.30769231 16.69230769] ; [33.69230769 14.30769231],0
b1,1,0.200713,1.637181,[28 28] ; [18 30],[24.76923077 31.23076923] ; [21.23076923 26.76923077],0
p1,1,0.22251,1.488112,[ 6 50] ; [ 2 45],[ 4.34951456 51.65048544] ; [ 3.65048544 43.34951456],0
u1,1,0.234234,1.414966,[ 9 47] ; [ 4 44],[ 7. 49.] ; [ 6. 42.],0
p5,1,0.237923,1.392857,[ 1 55] ; [ 3 45],[ 2.15384615 53.84615385] ; [ 1.84615385 46.15384615],0
s7,1,0.240979,1.37486,[26 28] ; [16 28],[23.14285714 30.85714286] ; [18.85714286 25.14285714],0
d4,1,0.251925,1.312599,[49  7] ; [38 10],[46.84615385  9.15384615] ; [40.15384615  7.84615385],0
p6,1,0.344353,0.894159,[19 34] ; [13 35],[16.79207921 36.20792079] ; [15.20792079 32.79207921],0
r2,1,0.349101,0.876722,[50  4] ; [40  6],[48.6  5.4] ; [41.4  4.6],0
a1,1,0.386778,0.749048,[ 3 53] ; [ 1 47],[ 2.15384615 53.84615385] ; [ 1.84615385 46.15384615],0
p12,1,0.398121,0.713993,[ 3 53] ; [ 1 46],[ 2.17475728 53.82524272] ; [ 1.82524272 45.17475728],0
a2,1,0.406984,0.687594,[13 43] ; [ 8 40],[11.30769231 44.69230769] ; [ 9.69230769 38.30769231],0
p7,1,0.46635,0.530612,[32 24] ; [24 24],[30.15384615 25.84615385] ; [25.84615385 22.15384615],0
p8,1,0.484247,0.489285,[22 33] ; [16 32],[20.29126214 34.70873786] ; [17.70873786 30.29126214],0
p9,1,0.492511,0.471036,[39 16] ; [31 17],[37.37864078 17.62135922] ; [32.62135922 15.37864078],0
b4,1,0.529721,0.394927,[34 22] ; [32 16],[35.53846154 20.46153846] ; [30.46153846 17.53846154],0
s4,1,0.539373,0.376702,[ 8 48] ; [ 9 39],[ 9.15384615 46.84615385] ; [ 7.84615385 40.15384615],0
s5,1,0.611554,0.257919,[ 8 42] ; [ 9 36],[ 8.94736842 41.05263158] ; [ 8.05263158 36.94736842],0
r1,1,0.666508,0.185714,[44 12] ; [36 12],[43.07692308 12.92307692] ; [36.92307692 11.07692308],0
p11,1,0.682288,0.167562,[40 16] ; [36 12],[40.92307692 15.07692308] ; [35.07692308 12.92307692],0
n1,1,0.688921,0.160256,[ 3 10] ; [ 2 10],[ 2.6 10.4] ; [2.4 9.6],0
p10,1,0.718528,0.129907,[34 21] ; [28 20],[33.10679612 21.89320388] ; [28.89320388 19.10679612],0
s3,1,0.730368,0.118774,[27 28] ; [21 25],[26.13861386 28.86138614] ; [21.86138614 24.13861386],0
s2,1,0.745417,0.105423,[22 34] ; [17 30],[21.2038835 34.7961165] ; [17.7961165 29.2038835],0
r4,1,0.75632,0.096296,[49  7] ; [41  7],[48.46153846  7.53846154] ; [41.53846154  6.46153846],0
a7,1,0.765925,0.088631,[40 16] ; [33 15],[39.30769231 16.69230769] ; [33.69230769 14.30769231],0
v4,1,0.770357,0.085211,[51  5] ; [42  5],[50.5631068  5.4368932] ; [42.4368932  4.5631068],0
b2,1,0.804048,0.06156,[12 26] ; [11 21],[12.48571429 25.51428571] ; [10.51428571 21.48571429],0
b3,1,0.804048,0.06156,[12 26] ; [11 21],[12.48571429 25.51428571] ; [10.51428571 21.48571429],0
p2,1,0.804243,0.061435,[42 14] ; [37 11],[42.53846154 13.46153846] ; [36.46153846 11.53846154],0
a5,1,0.809105,0.058361,[42 14] ; [35 13],[41.46153846 14.53846154] ; [35.53846154 12.46153846],0
u3,1,0.832535,0.044712,[7 6] ; [9 9],[6.70967742 6.29032258] ; [9.29032258 8.70967742],0
a8,1,0.834161,0.043835,[ 6 43] ; [ 5 41],[ 5.67368421 43.32631579] ; [ 5.32631579 40.67368421],0
s1,1,0.845642,0.037901,[ 3 53] ; [ 3 45],[ 3.23076923 52.76923077] ; [ 2.76923077 45.23076923],0
p4,1,0.862191,0.030132,[25 30] ; [21 27],[24.5631068 30.4368932] ; [21.4368932 26.5631068],0
s6,1,0.914345,0.011569,[28 28] ; [24 23],[28.27184466 27.72815534] ; [23.72815534 23.27184466],0
p3,1,0.927179,0.008353,[25 31] ; [21 27],[24.76923077 31.23076923] ; [21.23076923 26.76923077],0
a4,1,0.927179,0.008353,[25 31] ; [21 27],[24.76923077 31.23076923] ; [21.23076923 26.76923077],0
u2,1,0.980769,0.000581,[8 5] ; [11  7],[7.96774194 5.03225806] ; [11.03225806  6.96774194],0
