Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.030872,[254  60] ; [74 67],[226.35604396  87.64395604] ; [101.64395604  39.35604396],1
p10,1,0.0,32.002661,[235  78] ; [70 75],[208.43886463 104.56113537] ; [96.56113537 48.43886463],1
v4,1,0.0,31.839767,[294  18] ; [112  35],[275.97385621  36.02614379] ; [130.02614379  16.97385621],1
p4,1,0.0,30.916348,[150 166] ; [ 30 117],[122.85097192 193.14902808] ; [57.14902808 89.85097192],1
p7,1,0.0,28.244061,[150 163] ; [ 31 112],[124.23903509 188.76096491] ; [56.76096491 86.23903509],1
r3,1,2e-06,22.992851,[295  18] ; [117  30],[280.33913043  32.66086957] ; [131.66086957  15.33913043],1
p11,1,4e-06,21.088063,[227  89] ; [74 74],[204.99137931 111.00862069] ; [96.00862069 51.99137931],1
r4,1,0.000156,14.300783,[266  50] ; [102  46],[250.62068966  65.37931034] ; [117.37931034  30.62068966],1
p6,1,0.000387,12.594507,[ 83 231] ; [ 17 128],[ 68.40958606 245.59041394] ; [ 31.59041394 113.40958606],1
a1,1,0.000399,12.536722,[  9 307] ; [ 16 132],[ 17.02586207 298.97413793] ; [  7.97413793 140.02586207],1
b1,1,0.000548,11.945274,[111 205] ; [77 71],[128.03448276 187.96551724] ; [59.96551724 88.03448276],1
p3,1,0.001209,10.477303,[114 202] ; [ 31 116],[ 98.96328294 217.03671706] ; [ 46.03671706 100.96328294],0
n6,1,0.001255,10.407682,[250  63] ; [97 50],[236.11086957  76.88913043] ; [110.88913043  36.11086957],0
a6,1,0.001395,10.212561,[224  92] ; [82 65],[208.84665227 107.15334773] ; [97.15334773 49.84665227],0
a7,1,0.003185,8.698355,[225  89] ; [85 62],[211.14967462 102.85032538] ; [98.85032538 48.14967462],0
s6,1,0.003431,8.562581,[196 118] ; [70 76],[181.57391304 132.42608696] ; [84.42608696 61.57391304],0
s2,1,0.006431,7.425439,[157 155] ; [54 93],[143.4248366 168.5751634] ; [67.5751634 79.4248366],0
v1,1,0.007186,7.225962,[144 161] ; [49 96],[130.81111111 174.18888889] ; [62.18888889 82.81111111],0
d5,1,0.007408,7.171338,[254  61] ; [102  45],[242.72727273  72.27272727] ; [113.27272727  33.72727273],0
d3,1,0.012022,6.307669,[209 105] ; [80 67],[196.84598698 117.15401302] ; [92.15401302 54.84598698],0
r1,1,0.01361,6.088043,[235  78] ; [94 53],[223.86304348  89.13695652] ; [105.13695652  41.86304348],0
r2,1,0.015336,5.877436,[289  23] ; [123  21],[281.89473684  30.10526316] ; [130.10526316  13.89473684],0
s3,1,0.015655,5.84127,[174 137] ; [64 82],[161.96498906 149.03501094] ; [76.03501094 69.96498906],0
s1,1,0.023174,5.155451,[  9 301] ; [ 11 134],[ 13.62637363 296.37362637] ; [  6.37362637 138.62637363],0
u4,1,0.023746,5.113108,[  2 314] ; [  5 143],[  4.76724138 311.23275862] ; [  2.23275862 145.76724138],0
n3,1,0.030352,4.689244,[74 23] ; [36 24],[67.96178344 29.03821656] ; [42.03821656 17.96178344],0
p1,1,0.042385,4.119776,[ 13 302] ; [ 13 135],[ 17.68898488 297.31101512] ; [  8.31101512 139.68898488],0
v2,1,0.079554,3.073997,[158 145] ; [60 79],[149.44343891 153.55656109] ; [68.55656109 70.44343891],0
