Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.340718,[24 68] ; [35 17],[37.69444444 54.30555556] ; [21.30555556 30.69444444],1
s6,1,0.000119,14.814668,[37 55] ; [37 13],[47.94366197 44.05633803] ; [26.05633803 23.94366197],1
s3,1,0.000297,13.091209,[31 60] ; [34 18],[41.36363636 49.63636364] ; [23.63636364 28.36363636],1
p6,1,0.003648,8.451441,[11 81] ; [16 34],[17.49295775 74.50704225] ; [ 9.50704225 40.49295775],0
s8,1,0.005643,7.66088,[24 68] ; [25 26],[31.52447552 60.47552448] ; [17.47552448 33.52447552],0
s7,1,0.008769,6.869228,[26 60] ; [26 23],[33.12592593 52.87407407] ; [18.87407407 30.12592593],0
v4,1,0.010592,6.532544,[69 23] ; [48  4],[74.75 17.25] ; [42.25  9.75],0
u3,1,0.01123,6.428571,[12 18] ; [12  3],[16. 14.] ; [8. 7.],0
p11,1,0.012334,6.262176,[42 50] ; [35 17],[49.19444444 42.80555556] ; [27.80555556 24.19444444],0
p7,1,0.024849,5.03441,[22 68] ; [21 28],[27.84172662 62.15827338] ; [15.15827338 33.84172662],0
p9,1,0.03194,4.601706,[45 45] ; [35 16],[51.06382979 38.93617021] ; [28.93617021 22.06382979],0
p4,1,0.035444,4.423676,[21 68] ; [21 31],[26.5106383 62.4893617] ; [15.4893617 36.5106383],0
v2,1,0.039326,4.246718,[40 49] ; [31 18],[45.78985507 43.21014493] ; [25.21014493 23.78985507],0
r4,1,0.047191,3.938579,[62 30] ; [43  9],[67.08333333 24.91666667] ; [37.91666667 14.08333333],0
a4,1,0.053799,3.718919,[39 52] ; [31 21],[44.54545455 46.45454545] ; [25.45454545 26.54545455],0
s5,1,0.066536,3.366468,[20 68] ; [18 30],[24.58823529 63.41176471] ; [13.41176471 34.58823529],0
r3,1,0.087829,2.913712,[73 19] ; [47  5],[76.66666667 15.33333333] ; [43.33333333  8.66666667],0
p5,1,0.08969,2.879932,[ 3 89] ; [ 5 44],[ 5.21985816 86.78014184] ; [ 2.78014184 46.21985816],0
r1,1,0.111657,2.530617,[59 33] ; [40 12],[63.25 28.75] ; [35.75 16.25],0
v3,1,0.116357,2.465682,[25 63] ; [20 28],[29.11764706 58.88235294] ; [15.88235294 32.11764706],0
d3,1,0.141626,2.160199,[58 34] ; [39 13],[61.97222222 30.02777778] ; [35.02777778 16.97222222],0
b1,1,0.144579,2.128529,[47 45] ; [20 32],[42.80555556 49.19444444] ; [24.19444444 27.80555556],0
p3,1,0.192268,1.700154,[23 69] ; [18 33],[26.37762238 65.62237762] ; [14.62237762 36.37762238],0
a7,1,0.244473,1.354616,[62 30] ; [30 22],[58.77777778 33.22222222] ; [33.22222222 18.77777778],0
a5,1,0.27144,1.209454,[59 33] ; [38 14],[61.97222222 30.02777778] ; [35.02777778 16.97222222],0
b5,1,0.297611,1.084867,[52 40] ; [34 18],[54.94444444 37.05555556] ; [31.05555556 20.94444444],0
s4,1,0.344464,0.893747,[16 76] ; [12 38],[18.14084507 73.85915493] ; [ 9.85915493 40.14084507],0
p8,1,0.35465,0.856751,[17 75] ; [13 39],[19.16666667 72.83333333] ; [10.83333333 41.16666667],0
p10,1,0.355053,0.855316,[48 43] ; [31 20],[50.62676056 40.37323944] ; [28.37323944 22.62676056],0
n2,1,0.361055,0.834221,[24 14] ; [15  5],[25.55172414 12.44827586] ; [13.44827586  6.55172414],0
r2,1,0.391494,0.734298,[76 13] ; [47  5],[77.63829787 11.36170213] ; [45.36170213  6.63829787],0
u1,1,0.422292,0.643929,[13 79] ; [10 42],[14.69444444 77.30555556] ; [ 8.30555556 43.69444444],0
d1,1,0.453809,0.561121,[58 34] ; [36 16],[60.05555556 31.94444444] ; [33.94444444 18.05555556],0
n1,1,0.492165,0.471791,[15 22] ; [10 10],[16.22807018 20.77192982] ; [ 8.77192982 11.22807018],0
n5,1,0.521862,0.410212,[51 40] ; [32 20],[52.81818182 38.18181818] ; [30.18181818 21.81818182],0
p1,1,0.525411,0.403258,[ 8 84] ; [ 3 49],[ 7.02777778 84.97222222] ; [ 3.97222222 48.02777778],0
n6,1,0.535036,0.384817,[62 29] ; [38 14],[63.63636364 27.36363636] ; [36.36363636 15.63636364],0
u2,1,0.603364,0.269952,[17 12] ; [10  5],[17.79545455 11.20454545] ; [9.20454545 5.79545455],0
a3,1,0.639871,0.218912,[62 30] ; [37 15],[63.25 28.75] ; [35.75 16.25],0
p12,1,0.683727,0.165961,[ 4 88] ; [ 3 48],[ 4.5034965 87.4965035] ; [ 2.4965035 48.5034965],0
b2,1,0.793728,0.068368,[21 37] ; [14 22],[21.59574468 36.40425532] ; [13.40425532 22.59574468],0
