Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.471764,[26 43] ; [ 3 67],[14.39568345 54.60431655] ; [14.60431655 55.39568345],1
p8,1,2e-06,22.703647,[41 31] ; [13 58],[27.18881119 44.81118881] ; [26.81118881 44.18881119],1
p4,1,0.000101,15.111928,[39 33] ; [16 55],[27.69230769 44.30769231] ; [27.30769231 43.69230769],1
p2,1,0.000359,12.735565,[57 15] ; [36 35],[46.82517483 25.17482517] ; [46.17482517 24.82517483],1
p3,1,0.00111,10.634506,[33 40] ; [14 57],[23.82638889 49.17361111] ; [23.17361111 47.82638889],0
r4,1,0.006473,7.413596,[60 14] ; [43 28],[52.56551724 21.43448276] ; [50.43448276 20.56551724],0
r3,1,0.009656,6.69732,[65  9] ; [50 21],[58.68965517 15.31034483] ; [56.31034483 14.68965517],0
s5,1,0.010001,6.634734,[26 46] ; [11 55],[19.30434783 52.69565217] ; [17.69565217 48.30434783],0
d2,1,0.011893,6.326712,[39 35] ; [22 47],[31.56643357 42.43356643] ; [29.43356643 39.56643357],0
d1,1,0.015278,5.884129,[33 41] ; [18 53],[26.02758621 47.97241379] ; [24.97241379 46.02758621],0
p5,1,0.019439,5.461572,[10 64] ; [ 2 69],[ 6.12413793 67.87586207] ; [ 5.87586207 65.12413793],0
v1,1,0.021374,5.296077,[37 35] ; [23 48],[30.20979021 41.79020979] ; [29.79020979 41.20979021],0
d3,1,0.021684,5.270943,[31 43] ; [17 54],[24.49655172 49.50344828] ; [23.50344828 47.49655172],0
d5,1,0.039096,4.256693,[49 25] ; [35 36],[42.86896552 31.13103448] ; [41.13103448 29.86896552],0
v4,1,0.041388,4.160051,[65  9] ; [53 18],[60.22068966 13.77931034] ; [57.77931034 13.22068966],0
d4,1,0.05612,3.648488,[52 22] ; [39 32],[46.44137931 27.55862069] ; [44.55862069 26.44137931],0
a5,1,0.057993,3.593861,[46 28] ; [33 38],[40.31724138 33.68275862] ; [38.68275862 32.31724138],0
v2,1,0.059545,3.550014,[36 38] ; [21 43],[30.56521739 43.43478261] ; [26.43478261 37.56521739],0
b3,1,0.128836,2.306469,[12 34] ; [17 24],[15.33333333 30.66666667] ; [13.66666667 27.33333333],0
b2,1,0.128836,2.306469,[12 34] ; [17 24],[15.33333333 30.66666667] ; [13.66666667 27.33333333],0
p11,1,0.154455,2.027688,[55 19] ; [45 26],[51.03448276 22.96551724] ; [48.96551724 22.03448276],0
a6,1,0.163386,1.942609,[29 45] ; [36 35],[33.17241379 40.82758621] ; [31.82758621 39.17241379],0
p12,1,0.16707,1.909042,[ 1 71] ; [ 4 67],[ 2.51748252 69.48251748] ; [ 2.48251748 68.51748252],0
n3,1,0.17016,1.881536,[15  5] ; [15 12],[12.76595745  7.23404255] ; [17.23404255  9.76595745],0
p10,1,0.182322,1.778596,[46 26] ; [37 33],[42.08450704 29.91549296] ; [40.91549296 29.08450704],0
r1,1,0.221424,1.49512,[46 28] ; [37 34],[42.35862069 31.64137931] ; [40.64137931 30.35862069],0
u3,1,0.250613,1.319882,[15 22] ; [10 26],[12.67123288 24.32876712] ; [12.32876712 23.67123288],0
v3,1,0.251554,1.314654,[21 53] ; [13 52],[18.10071942 55.89928058] ; [15.89928058 49.10071942],0
s3,1,0.274873,1.192265,[26 46] ; [19 50],[22.9787234 49.0212766] ; [22.0212766 46.9787234],0
n6,1,0.280726,1.16357,[56 18] ; [48 23],[53.07586207 20.92413793] ; [50.92413793 20.07586207],0
s8,1,0.412233,0.672352,[14 59] ; [10 61],[12.16666667 60.83333333] ; [11.83333333 59.16666667],0
a2,1,0.430795,0.620678,[ 3 71] ; [ 5 66],[ 4.08275862 69.91724138] ; [ 3.91724138 67.08275862],0
b4,1,0.51586,0.422163,[43 31] ; [45 26],[44.91034483 29.08965517] ; [43.08965517 27.91034483],0
n1,1,0.591431,0.288115,[ 5 15] ; [ 9 19],[ 5.83333333 14.16666667] ; [ 8.16666667 19.83333333],0
n4,1,0.620389,0.245321,[45 29] ; [46 25],[46.44137931 27.55862069] ; [44.55862069 26.44137931],0
s6,1,0.65599,0.198432,[27 43] ; [30 41],[28.29787234 41.70212766] ; [28.70212766 42.29787234],0
s2,1,0.679387,0.170816,[16 58] ; [13 56],[15.00699301 58.99300699] ; [13.99300699 55.00699301],0
b5,1,0.681624,0.168304,[35 39] ; [36 35],[36.23448276 37.76551724] ; [34.76551724 36.23448276],0
b1,1,0.695325,0.153381,[32 42] ; [33 38],[33.17241379 40.82758621] ; [31.82758621 39.17241379],0
a8,1,0.696373,0.152273,[ 5 65] ; [ 6 61],[ 5.62043796 64.37956204] ; [ 5.37956204 61.62043796],0
n5,1,0.727245,0.121657,[48 26] ; [48 23],[48.99310345 25.00689655] ; [47.00689655 23.99310345],0
r2,1,0.737084,0.112706,[61 12] ; [57 13],[60.23776224 12.76223776] ; [57.76223776 12.23776224],0
n2,1,0.783696,0.075353,[15  5] ; [20  8],[14.58333333  5.41666667] ; [20.41666667  7.58333333],0
u2,1,0.807671,0.059259,[14 22] ; [13 23],[13.5 22.5] ; [13.5 22.5],0
s4,1,0.86707,0.028017,[ 9 65] ; [ 8 63],[ 8.67586207 65.32413793] ; [ 8.32413793 62.67586207],0
a3,1,0.86762,0.027783,[37 36] ; [35 36],[36.5 36.5] ; [35.5 35.5],0
p9,1,0.899923,0.015815,[49 25] ; [45 24],[48.64335664 25.35664336] ; [45.35664336 23.64335664],0
p1,1,0.945928,0.0046,[ 5 69] ; [ 5 66],[ 5.10344828 68.89655172] ; [ 4.89655172 66.10344828],0
a1,1,0.951983,0.003626,[ 4 70] ; [ 4 67],[ 4.08275862 69.91724138] ; [ 3.91724138 67.08275862],0
