Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,57.341867,[158 137] ; [177  29],[197.25548902  97.74451098] ; [137.74451098  68.25548902],1
p7,1,0.0,49.264925,[156 132] ; [170  31],[192.  96.] ; [134.  67.],1
p8,1,0.0,41.558534,[117 174] ; [142  62],[152.26060606 138.73939394] ; [106.73939394  97.26060606],1
p3,1,0.0,28.634431,[132 163] ; [142  64],[161.33732535 133.66267465] ; [112.66267465  93.33732535],1
p5,1,0.000233,13.54392,[ 23 269] ; [ 39 167],[ 36.35341365 255.64658635] ; [ 25.64658635 180.35341365],1
s7,1,0.000919,10.983337,[157 128] ; [138  59],[174.42946058 110.57053942] ; [120.57053942  76.42946058],1
s8,1,0.00097,10.883601,[152 142] ; [137  69],[169.932 124.068] ; [119.068  86.932],1
p9,1,0.001017,10.796026,[245  47] ; [192  13],[256.74849095  35.25150905] ; [180.25150905  24.74849095],0
s5,1,0.001894,9.649911,[110 179] ; [104  95],[126.73360656 162.26639344] ; [ 87.26639344 111.73360656],0
n4,1,0.001935,9.610391,[219  75] ; [177  29],[232.848  61.152] ; [163.152  42.848],0
p1,1,0.002339,9.262601,[ 14 280] ; [ 25 180],[ 22.97795591 271.02204409] ; [ 16.02204409 188.97795591],0
v1,1,0.002525,9.122582,[148 136] ; [133  69],[164.20576132 119.79423868] ; [116.79423868  85.20576132],0
s2,1,0.002683,9.011303,[179 115] ; [152  54],[194.628  99.372] ; [136.372  69.628],0
a4,1,0.003017,8.79695,[135 160] ; [122  84],[151.32734531 143.67265469] ; [105.67265469 100.32734531],0
d4,1,0.005424,7.732219,[256  40] ; [194  12],[265.33864542  30.66135458] ; [184.66135458  21.33864542],0
p10,1,0.005768,7.621303,[235  59] ; [182  22],[246.18072289  47.81927711] ; [170.81927711  33.18072289],0
a1,1,0.01074,6.507759,[ 12 284] ; [ 20 186],[ 18.8685259 277.1314741] ; [ 13.1314741 192.8685259],0
d1,1,0.012319,6.264327,[198  98] ; [159  47],[210.50199203  85.49800797] ; [146.49800797  59.50199203],0
b2,1,0.017471,5.648429,[ 54 123] ; [60 78],[ 64.05714286 112.94285714] ; [49.94285714 88.05714286],0
b3,1,0.017471,5.648429,[ 54 123] ; [60 78],[ 64.05714286 112.94285714] ; [49.94285714 88.05714286],0
n5,1,0.025186,5.011075,[217  77] ; [168  36],[227.28915663  66.71084337] ; [157.71084337  46.28915663],0
d2,1,0.029571,4.734075,[152 144] ; [126  80],[163.92031873 132.07968127] ; [114.07968127  91.92031873],0
p2,1,0.037699,4.318544,[243  51] ; [184  22],[251.076  42.924] ; [175.924  30.076],0
d3,1,0.055187,3.676412,[215  81] ; [165  41],[224.06374502  71.93625498] ; [155.93625498  50.06374502],0
u1,1,0.066441,3.368834,[ 61 235] ; [ 57 149],[ 69.57768924 226.42231076] ; [ 48.42231076 157.57768924],0
p12,1,0.068747,3.312696,[ 23 273] ; [ 26 179],[ 28.9500998 267.0499002] ; [ 20.0499002 184.9500998],0
a6,1,0.075924,3.150067,[210  86] ; [130  75],[200.87824351  95.12175649] ; [139.12175649  65.87824351],0
p11,1,0.082771,3.00963,[222  74] ; [168  38],[229.96015936  66.03984064] ; [160.03984064  45.96015936],0
b1,1,0.096996,2.754263,[102 194] ; [ 86 120],[110.85258964 185.14741036] ; [ 77.14741036 128.85258964],0
b5,1,0.136191,2.220477,[196 100] ; [123  83],[188.09561753 107.90438247] ; [130.90438247  75.09561753],0
a7,1,0.141766,2.158682,[228  68] ; [146  59],[220.96606786  75.03393214] ; [153.03393214  51.96606786],0
n6,1,0.155473,2.017718,[251  43] ; [183  21],[256.21686747  37.78313253] ; [177.78313253  26.21686747],0
r4,1,0.174716,1.842007,[269  27] ; [194  12],[273.00398406  22.99601594] ; [189.99601594  16.00398406],0
s4,1,0.190309,1.715227,[ 57 236] ; [ 49 152],[ 62.87044534 230.12955466] ; [ 43.12955466 157.87044534],0
