Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.012969,6.173341,[6 8] ; [10  1],[8.96 5.04] ; [7.04 3.96],0
p10,1,0.019143,5.488374,[7 8] ; [10  1],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
v2,1,0.023851,5.105455,[ 3 12] ; [7 4],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
s4,1,0.057667,3.603232,[ 1 14] ; [4 7],[ 2.88461538 12.11538462] ; [2.11538462 8.88461538],0
v3,1,0.069816,3.287338,[ 1 13] ; [4 7],[ 2.8 11.2] ; [2.2 8.8],0
s7,1,0.086828,2.932224,[ 3 11] ; [6 5],[5.04 8.96] ; [3.96 7.04],0
s6,1,0.09769,2.742857,[5 9] ; [7 3],[7. 7.] ; [5. 5.],0
a8,1,0.097788,2.741259,[5 8] ; [ 1 10],[3.25 9.75] ; [2.75 8.25],0
p2,1,0.099924,2.706755,[7 7] ; [9 2],[8.96 5.04] ; [7.04 3.96],0
b2,1,0.121335,2.4,[4 6] ; [1 9],[2.5 7.5] ; [2.5 7.5],0
b3,1,0.121335,2.4,[4 6] ; [1 9],[2.5 7.5] ; [2.5 7.5],0
p4,1,0.13147,2.275064,[8 7] ; [9 2],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
u3,1,0.133614,2.25,[1 5] ; [2 1],[2. 4.] ; [1. 2.],0
s2,1,0.164725,1.930303,[ 3 12] ; [5 6],[ 4.61538462 10.38461538] ; [3.38461538 7.61538462],0
p3,1,0.183902,1.765803,[7 8] ; [8 3],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
d1,1,0.233703,1.418182,[6 9] ; [2 9],[ 4.61538462 10.38461538] ; [3.38461538 7.61538462],0
p9,1,0.233703,1.418182,[9 6] ; [9 2],[10.38461538  4.61538462] ; [7.61538462 3.38461538],0
s3,1,0.279426,1.169881,[10  5] ; [5 6],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
s8,1,0.319806,0.989741,[ 4 11] ; [5 6],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
a4,1,0.319806,0.989741,[ 4 11] ; [5 6],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
p6,1,0.346419,0.886532,[5 9] ; [6 5],[6.16 7.84] ; [4.84 6.16],0
a2,1,0.363892,0.824418,[ 1 14] ; [2 9],[ 1.73076923 13.26923077] ; [1.26923077 9.73076923],0
a7,1,0.391153,0.735354,[8 7] ; [4 7],[6.92307692 8.07692308] ; [5.07692308 5.92307692],0
s1,1,0.446248,0.580165,[ 3 12] ; [ 1 10],[ 2.30769231 12.69230769] ; [1.69230769 9.30769231],0
r1,1,0.462325,0.54026,[6 9] ; [6 5],[6.92307692 8.07692308] ; [5.07692308 5.92307692],0
a6,1,0.462325,0.54026,[9 6] ; [5 6],[8.07692308 6.92307692] ; [5.92307692 5.07692308],0
n5,1,0.500352,0.454189,[9 6] ; [8 3],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
a3,1,0.500352,0.454189,[9 6] ; [8 3],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
d4,1,0.596613,0.280135,[11  4] ; [7 4],[10.38461538  4.61538462] ; [7.61538462 3.38461538],0
u2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
d2,1,0.691398,0.157576,[8 7] ; [5 6],[7.5 7.5] ; [5.5 5.5],0
r3,1,0.740797,0.109428,[10  5] ; [8 3],[10.38461538  4.61538462] ; [7.61538462 3.38461538],0
p11,1,0.780914,0.077355,[9 6] ; [6 5],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
d5,1,0.780914,0.077355,[9 6] ; [6 5],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
b4,1,0.780914,0.077355,[9 6] ; [6 5],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
r2,1,0.821348,0.050991,[7 7] ; [6 5],[7.28 6.72] ; [5.72 5.28],0
p8,1,0.821348,0.050991,[7 7] ; [5 6],[6.72 7.28] ; [5.28 5.72],0
p5,1,0.840342,0.040584,[ 3 11] ; [2 9],[ 2.8 11.2] ; [2.2 8.8],0
n4,1,0.850646,0.035455,[9 6] ; [7 4],[9.23076923 5.76923077] ; [6.76923077 4.23076923],0
r4,1,0.850646,0.035455,[6 9] ; [4 7],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
b1,1,0.850646,0.035455,[9 6] ; [7 4],[9.23076923 5.76923077] ; [6.76923077 4.23076923],0
n1,1,0.857714,0.032143,[3 4] ; [1 1],[3.11111111 3.88888889] ; [0.88888889 1.11111111],0
d3,1,0.951159,0.003752,[7 8] ; [5 6],[6.92307692 8.07692308] ; [5.07692308 5.92307692],0
a5,1,0.972542,0.001185,[11  4] ; [8 3],[10.96153846  4.03846154] ; [8.03846154 2.96153846],0
b5,1,0.972542,0.001185,[11  4] ; [8 3],[10.96153846  4.03846154] ; [8.03846154 2.96153846],0
s5,1,1.0,0.0,[ 3 12] ; [2 8],[ 3. 12.] ; [2. 8.],0
