Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.127623,[ 3 20] ; [90 24],[15.61313869  7.38686131] ; [77.38686131 36.61313869],1
a1,1,0.106264,2.608915,[ 3 20] ; [  5 109],[ 1.34306569 21.65693431] ; [  6.65693431 107.34306569],0
p3,1,0.110939,2.540799,[ 5 18] ; [44 68],[ 8.34814815 14.65185185] ; [40.65185185 71.34814815],0
b4,1,0.157542,1.997665,[ 9 14] ; [63 51],[12.08759124 10.91240876] ; [59.91240876 54.08759124],0
p4,1,0.158982,1.983886,[ 7 16] ; [52 60],[10.05185185 12.94814815] ; [48.94814815 63.05185185],0
p1,1,0.16948,1.887538,[ 3 20] ; [  6 108],[ 1.51094891 21.48905109] ; [  7.48905109 106.51094891],0
b5,1,0.182468,1.777411,[ 8 15] ; [57 57],[10.91240876 12.08759124] ; [54.08759124 59.91240876],0
n2,1,0.210682,1.566733,[6 7] ; [25 13],[7.90196078 5.09803922] ; [23.09803922 14.90196078],0
a3,1,0.22695,1.459872,[11 12] ; [70 44],[13.59854015  9.40145985] ; [67.40145985 46.59854015],0
d1,1,0.233446,1.419739,[ 7 16] ; [50 64],[ 9.56934307 13.43065693] ; [47.43065693 66.56934307],0
n1,1,0.255958,1.290486,[6 7] ; [11 27],[4.33333333 8.66666667] ; [12.66666667 25.33333333],0
n3,1,0.26478,1.243593,[6 7] ; [23 13],[7.69387755 5.30612245] ; [21.30612245 14.69387755],0
d4,1,0.4818,0.494787,[14  9] ; [78 36],[15.44525547  7.55474453] ; [76.55474453 37.44525547],0
a6,1,0.514633,0.424636,[ 8 15] ; [48 66],[ 9.40145985 13.59854015] ; [46.59854015 67.40145985],0
s1,1,0.521917,0.410103,[ 2 21] ; [  6 108],[ 1.34306569 21.65693431] ; [  6.65693431 107.34306569],0
d2,1,0.605775,0.266373,[ 9 13] ; [53 60],[10.1037037 11.8962963] ; [51.8962963 61.1037037],0
n5,1,0.646175,0.210757,[18  5] ; [84 30],[17.12408759  5.87591241] ; [84.87591241 29.12408759],0
d3,1,0.673479,0.177559,[ 8 15] ; [45 69],[ 8.89781022 14.10218978] ; [44.10218978 69.89781022],0
s7,1,0.674504,0.176379,[ 5 18] ; [28 80],[ 5.79389313 17.20610687] ; [27.20610687 80.79389313],0
a2,1,0.738057,0.111842,[ 1 22] ; [  7 107],[ 1.34306569 21.65693431] ; [  6.65693431 107.34306569],0
b1,1,0.849142,0.036181,[12 11] ; [57 57],[11.58394161 11.41605839] ; [57.41605839 56.58394161],0
p12,1,0.857479,0.03225,[ 1 22] ; [  4 108],[ 0.85185185 22.14814815] ; [  4.14814815 107.85185185],0
b2,1,0.870871,0.026423,[ 6 10] ; [27 41],[6.28571429 9.71428571] ; [26.71428571 41.28571429],0
b3,1,0.870871,0.026423,[ 6 10] ; [27 41],[6.28571429 9.71428571] ; [26.71428571 41.28571429],0
s2,1,0.888107,0.019797,[ 3 20] ; [16 97],[ 3.21323529 19.78676471] ; [15.78676471 97.21323529],0
a4,1,0.904284,0.01446,[ 8 14] ; [43 71],[ 8.25 13.75] ; [42.75 71.25],0
n4,1,0.914105,0.011634,[16  7] ; [78 36],[15.7810219  7.2189781] ; [78.2189781 35.7810219],0
p5,1,0.981076,0.000563,[ 2 21] ; [ 10 103],[ 2.02941176 20.97058824] ; [  9.97058824 103.02941176],0
