Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.127623,[ 3 20] ; [90 24],[15.61313869  7.38686131] ; [77.38686131 36.61313869],1
r3,1,1e-06,24.545935,[ 9 14] ; [98 16],[17.96350365  5.03649635] ; [89.03649635 24.96350365],1
r2,1,4.1e-05,16.814493,[11 11] ; [97 14],[17.86466165  4.13533835] ; [90.13533835 20.86466165],1
p2,1,0.000372,12.669125,[ 7 15] ; [80 32],[14.28358209  7.71641791] ; [72.71641791 39.28358209],1
r1,1,0.00118,10.521151,[ 7 16] ; [76 38],[13.93430657  9.06569343] ; [69.06569343 44.93430657],0
d5,1,0.003264,8.653632,[ 9 14] ; [81 33],[15.10948905  7.89051095] ; [74.89051095 39.10948905],0
n6,1,0.003845,8.355652,[12 10] ; [94 20],[17.14705882  4.85294118] ; [88.85294118 25.14705882],0
v2,1,0.004339,8.136051,[ 4 18] ; [57 54],[10.09022556 11.90977444] ; [50.90977444 60.09022556],0
p8,1,0.004704,7.990004,[ 3 20] ; [50 62],[ 9.02962963 13.97037037] ; [43.97037037 68.02962963],0
u2,1,0.005289,7.777713,[ 1 11] ; [23 20],[5.23636364 6.76363636] ; [18.76363636 24.23636364],0
p9,1,0.006151,7.505663,[10 12] ; [83 28],[15.38345865  6.61654135] ; [77.61654135 33.38345865],0
p7,1,0.016316,5.76848,[ 6 17] ; [60 52],[11.24444444 11.75555556] ; [54.75555556 57.24444444],0
p11,1,0.018524,5.545927,[11 12] ; [83 31],[15.7810219  7.2189781] ; [78.2189781 35.7810219],0
p10,1,0.020879,5.336848,[ 9 13] ; [75 37],[13.79104478  8.20895522] ; [70.20895522 41.79104478],0
a5,1,0.035859,4.403788,[10 13] ; [76 38],[14.4379562  8.5620438] ; [71.5620438 42.4379562],0
v3,1,0.047472,3.928569,[ 3 20] ; [37 72],[ 6.96969697 16.03030303] ; [33.03030303 75.96969697],0
s5,1,0.055544,3.665672,[ 2 21] ; [30 79],[ 5.57575758 17.42424242] ; [26.42424242 82.57575758],0
s6,1,0.058882,3.568585,[ 5 18] ; [48 64],[ 9.02962963 13.97037037] ; [43.97037037 68.02962963],0
s8,1,0.065784,3.385207,[ 2 21] ; [30 83],[ 5.41176471 17.58823529] ; [26.58823529 86.41176471],0
u3,1,0.092617,2.828283,[ 2 10] ; [19 25],[4.5 7.5] ; [16.5 27.5],0
s4,1,0.099592,2.712071,[ 5 18] ; [ 11 103],[ 2.68613139 20.31386861] ; [ 13.31386861 100.68613139],0
v1,1,0.099932,2.706628,[ 6 17] ; [50 62],[ 9.54074074 13.45925926] ; [46.45925926 65.54074074],0
