Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-06,22.345083,[100  70] ; [14 46],[84.26086957 85.73913043] ; [29.73913043 30.26086957],1
p8,1,8e-06,19.87387,[136  34] ; [30 30],[122.69565217  47.30434783] ; [43.30434783 16.69565217],1
p5,1,2e-05,18.209387,[ 46 124] ; [ 1 61],[ 34.43965517 135.56034483] ; [12.56034483 49.43965517],1
p3,1,2.9e-05,17.480766,[133  37] ; [31 31],[120.17241379  49.82758621] ; [43.82758621 18.17241379],1
p2,1,0.000598,11.783382,[163   7] ; [51 11],[156.81034483  13.18965517] ; [57.18965517  4.81034483],1
n5,1,0.003964,8.300217,[151  18] ; [46 16],[144.12554113  24.87445887] ; [52.87445887  9.12554113],0
s5,1,0.005442,7.726262,[80 85] ; [17 44],[70.81858407 94.18141593] ; [26.18141593 34.81858407],0
n4,1,0.008656,6.89253,[152  18] ; [47 15],[145.81896552  24.18103448] ; [53.18103448  8.81896552],0
p12,1,0.017169,5.679054,[ 25 145] ; [ 2 59],[ 19.87012987 150.12987013] ; [ 7.12987013 53.87012987],0
v1,1,0.0279,4.834252,[126  43] ; [37 25],[119.25108225  49.74891775] ; [43.74891775 18.25108225],0
a2,1,0.033689,4.510412,[ 51 119] ; [10 52],[ 44.69827586 125.30172414] ; [16.30172414 45.69827586],0
a5,1,0.054348,3.701985,[138  32] ; [43 19],[132.62931034  37.37068966] ; [48.37068966 13.62931034],0
d1,1,0.071695,3.243774,[115  55] ; [34 28],[109.18103448  60.81896552] ; [39.81896552 22.18103448],0
d5,1,0.075785,3.153058,[147  22] ; [48 14],[142.66233766  26.33766234] ; [52.33766234  9.66233766],0
a6,1,0.13954,2.183028,[118  52] ; [36 25],[113.33333333  56.66666667] ; [40.66666667 20.33333333],0
s3,1,0.143202,2.143211,[106  60] ; [33 29],[101.20175439  64.79824561] ; [37.79824561 24.20175439],0
p9,1,0.144646,2.127823,[156  14] ; [52  9],[153.07359307  16.92640693] ; [54.92640693  6.07359307],0
r2,1,0.171167,1.872694,[158  10] ; [61  1],[159.96521739   8.03478261] ; [59.03478261  2.96521739],0
b3,1,0.173768,1.850133,[50 66] ; [12 27],[46.4 69.6] ; [15.6 23.4],0
b2,1,0.173768,1.850133,[50 66] ; [12 27],[46.4 69.6] ; [15.6 23.4],0
p1,1,0.177651,1.817166,[ 25 144] ; [ 5 57],[ 21.94805195 147.05194805] ; [ 8.05194805 53.94805195],0
r1,1,0.182347,1.778393,[148  21] ; [50 12],[144.85714286  24.14285714] ; [53.14285714  8.85714286],0
s1,1,0.186808,1.742617,[  3 166] ; [ 3 58],[  4.40869565 164.59130435] ; [ 1.59130435 59.40869565],0
u1,1,0.188771,1.727181,[ 38 132] ; [ 9 53],[ 34.43965517 135.56034483] ; [12.56034483 49.43965517],0
s6,1,0.218412,1.514775,[118  45] ; [39 22],[114.24553571  48.75446429] ; [42.75446429 18.24553571],0
n3,1,0.224244,1.477005,[17  8] ; [12  2],[18.58974359  6.41025641] ; [10.41025641  3.58974359],0
n1,1,0.22842,1.450676,[ 9 16] ; [ 2 10],[ 7.43243243 17.56756757] ; [3.56756757 8.43243243],0
s2,1,0.258477,1.276895,[98 70] ; [31 31],[94.22608696 73.77391304] ; [34.77391304 27.22608696],0
s7,1,0.275669,1.188317,[106  54] ; [35 25],[102.54545455  57.45454545] ; [38.45454545 21.54545455],0
p11,1,0.29217,1.109594,[149  21] ; [51 11],[146.55172414  23.44827586] ; [53.44827586  8.55172414],0
