Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.013692,6.077478,[ 7 30] ; [26 34],[12.58762887 24.41237113] ; [20.41237113 39.58762887],0
a3,1,0.023109,5.160277,[24 15] ; [50 11],[28.86 10.14] ; [45.14 15.86],0
u1,1,0.036346,4.380803,[ 5 34] ; [19 42],[ 9.36 29.64] ; [14.64 46.36],0
p6,1,0.043341,4.08207,[14 25] ; [34 26],[18.90909091 20.09090909] ; [29.09090909 30.90909091],0
a8,1,0.060742,3.517018,[10 27] ; [ 6 46],[ 6.65168539 30.34831461] ; [ 9.34831461 42.65168539],0
b2,1,0.066644,3.363808,[ 9 18] ; [24 19],[12.72857143 14.27142857] ; [20.27142857 22.72857143],0
b3,1,0.066644,3.363808,[ 9 18] ; [24 19],[12.72857143 14.27142857] ; [20.27142857 22.72857143],0
p10,1,0.076204,3.144066,[30  9] ; [54  6],[33.09090909  5.90909091] ; [50.90909091  9.09090909],0
n6,1,0.122705,2.382454,[30  9] ; [54  7],[32.76  6.24] ; [51.24  9.76],0
u3,1,0.13147,2.275064,[8 7] ; [9 2],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
a6,1,0.132648,2.261234,[19 20] ; [39 22],[22.62 16.38] ; [35.38 25.62],0
n5,1,0.135573,2.227497,[24 14] ; [47 14],[27.25252525 10.74747475] ; [43.74747475 17.25252525],0
p11,1,0.147914,2.09363,[33  6] ; [44 17],[30.03  8.97] ; [46.97 14.03],0
p12,1,0.158447,1.988987,[ 1 38] ; [ 6 54],[ 2.75757576 36.24242424] ; [ 4.24242424 55.75757576],0
p1,1,0.164487,1.932488,[ 1 38] ; [ 6 55],[ 2.73 36.27] ; [ 4.27 56.73],0
a5,1,0.175871,1.832173,[29 10] ; [52  9],[31.59  7.41] ; [49.41 11.59],0
s2,1,0.192892,1.69539,[ 7 32] ; [18 43],[ 9.75 29.25] ; [15.25 45.75],0
v3,1,0.220726,1.499642,[15 22] ; [32 28],[17.92783505 19.07216495] ; [29.07216495 30.92783505],0
d3,1,0.235668,1.406319,[23 16] ; [43 18],[25.74 13.26] ; [40.26 20.74],0
a2,1,0.270305,1.215199,[ 6 33] ; [15 46],[ 8.19 30.81] ; [12.81 48.19],0
b4,1,0.276549,1.183971,[26 13] ; [34 27],[23.4 15.6] ; [36.6 24.4],0
r1,1,0.28813,1.128337,[35  4] ; [50 11],[33.15  5.85] ; [51.85  9.15],0
p5,1,0.289173,1.123467,[ 3 36] ; [ 9 52],[ 4.68 34.32] ; [ 7.32 53.68],0
d4,1,0.290678,1.116476,[30  9] ; [52  9],[31.98  7.02] ; [50.02 10.98],0
v2,1,0.293605,1.103019,[20 18] ; [38 22],[22.48979592 15.51020408] ; [35.51020408 24.48979592],0
s1,1,0.306343,1.046376,[ 2 36] ; [ 1 60],[ 1.15151515 36.84848485] ; [ 1.84848485 59.15151515],0
s6,1,0.31243,1.020375,[23 16] ; [42 19],[25.35 13.65] ; [39.65 21.35],0
n4,1,0.356214,0.851198,[33  6] ; [47 14],[31.2  7.8] ; [48.8 12.2],0
n3,1,0.381905,0.76456,[3 4] ; [10  6],[3.95652174 3.04347826] ; [9.04347826 6.95652174],0
b1,1,0.4518,0.566131,[17 22] ; [22 39],[15.21 23.79] ; [23.79 37.21],0
b5,1,0.4518,0.566131,[22 17] ; [39 22],[23.79 15.21] ; [37.21 23.79],0
a4,1,0.492705,0.470614,[20 19] ; [27 34],[18.33 20.67] ; [28.67 32.33],0
s4,1,0.494715,0.466255,[ 4 35] ; [ 9 51],[ 5.12121212 33.87878788] ; [ 7.87878788 52.12121212],0
d1,1,0.503111,0.448368,[25 14] ; [35 26],[23.4 15.6] ; [36.6 24.4],0
d2,1,0.52297,0.408032,[23 16] ; [32 29],[21.45 17.55] ; [33.55 27.45],0
a1,1,0.557941,0.343281,[ 1 38] ; [ 3 58],[ 1.56 37.44] ; [ 2.44 58.56],0
p7,1,0.590856,0.289009,[28 11] ; [40 20],[26.78787879 12.21212121] ; [41.21212121 18.78787879],0
p3,1,0.610491,0.259461,[21 18] ; [36 25],[22.23 16.77] ; [34.77 26.23],0
r3,1,0.645264,0.211924,[37  2] ; [59  2],[37.44  1.56] ; [58.56  2.44],0
v4,1,0.645264,0.211924,[37  2] ; [59  2],[37.44  1.56] ; [58.56  2.44],0
p9,1,0.662597,0.190385,[34  5] ; [54  6],[34.66666667  4.33333333] ; [53.33333333  6.66666667],0
p4,1,0.681772,0.168138,[24 15] ; [40 21],[24.96 14.04] ; [39.04 21.96],0
r4,1,0.725558,0.123229,[35  4] ; [56  5],[35.49  3.51] ; [55.51  5.49],0
d5,1,0.730953,0.118239,[33  6] ; [50 11],[32.37  6.63] ; [50.63 10.37],0
n1,1,0.759463,0.09375,[3 5] ; [ 5 11],[2.66666667 5.33333333] ; [ 5.33333333 10.66666667],0
n2,1,0.772059,0.083916,[4 4] ; [9 7],[4.33333333 3.66666667] ; [8.66666667 7.33333333],0
p8,1,0.793094,0.068799,[21 17] ; [31 28],[20.37113402 17.62886598] ; [31.62886598 27.37113402],0
a7,1,0.819221,0.052234,[26 13] ; [42 19],[26.52 12.48] ; [41.48 19.52],0
p2,1,0.830334,0.045913,[32  7] ; [49 12],[31.59  7.41] ; [49.41 11.59],0
v1,1,0.878339,0.023432,[24 15] ; [36 24],[23.63636364 15.36363636] ; [36.36363636 23.63636364],0
r2,1,0.967002,0.001711,[35  4] ; [54  6],[35.06060606  3.93939394] ; [53.93939394  6.06060606],0
